device_name;session_uid;det_name;det_order;host;port(i);url_publisher;port_sim_publisher;ip
ETD1;ETD1;ETD1_DET1;1;192.168.88.120;10300;http:\/\/192.168.88.231:3000\/api\/v2\/generic\/;9400;192.168.88.189
ETD1;ETD1;ETD1_DET2;2;192.168.88.120;10300;http:\/\/192.168.88.231:3000\/api\/v2\/generic\/;9400;192.168.88.189
ETD1;ETD1;ETD1_DET3;3;192.168.88.120;10300;http:\/\/192.168.88.231:3000\/api\/v2\/generic\/;9400;192.168.88.189
ETD1;ETD1;ETD1_DET4;4;192.168.88.120;10300;http:\/\/192.168.88.231:3000\/api\/v2\/generic\/;9400;192.168.88.189
ETD2;ETD2;ETD2_DET1;1;192.168.88.120;10301;http:\/\/192.168.88.231:3000\/api\/v2\/generic\/;9401;192.168.88.189
ETD2;ETD2;ETD2_DET2;2;192.168.88.120;10301;http:\/\/192.168.88.231:3000\/api\/v2\/generic\/;9401;192.168.88.189
ETD2;ETD2;ETD2_DET3;3;192.168.88.120;10301;http:\/\/192.168.88.231:3000\/api\/v2\/generic\/;9401;192.168.88.189
ETD2;ETD2;ETD2_DET4;4;192.168.88.120;10301;http:\/\/192.168.88.231:3000\/api\/v2\/generic\/;9401;192.168.88.189
