name;daliGroup;levelDay;levelNight
STMI-DALI-DER-1CA-G0;0;100.0;100.0
STMI-DALI-DER-1CA-G1;1;100.0;0.0
STMI-DALI-IZQ-1CA-G0;0;100.0;100.0
STMI-DALI-IZQ-1CA-G1;1;100.0;0.0
STMI-DALI-DER-1MA-G0;0;100.0;100.0
STMI-DALI-DER-1MA-G1;1;100.0;0.0
STMI-DALI-IZQ-1MA-G0;0;100.0;100.0
STMI-DALI-IZQ-1MA-G1;1;100.0;0.0
