item;alias;description;sessionuid;road;stretchs;pk;sentido;on_change_state
1;LQ-CT-CGBT-PULS-1;LQ-CT-CGBT-PULS-1;LQ-CT-CGBT-PULS-1;Carretera Tunel;Carretera;173+900;CA;
2;LQ-CT-ITS-PULS-1;LQ-CT-ITS-PULS-1;LQ-CT-ITS-PULS-1;Carretera Tunel;Carretera;173+900;CA;
3;LQ-CT-PCI-PULS-1;LQ-CT-PCI-PULS-1;LQ-CT-PCI-PULS-1;Carretera Tunel;Carretera;173+900;CA;
