device_name;session_uid;endpoint;url_publisher;time_polling_ms;num_polling_out_comm;PLC_name;PLC_ip;PLC_port(i);door_open_offset(i);power_fail_offset(i);battery_low_offset(i);read_permission;write_permission
KDSR10L;KDSR10L;'http:\/\/172.17.118.1/';http:\/\/192.168.88.52:3000\/api\/v2\/generic\/;10000;2;PLCRKDSR10LI;172.17.218.1;502;0;1;2;monitor;
KDSR11L;KDSR11L;'http:\/\/172.17.118.2/';http:\/\/192.168.88.52:3000\/api\/v2\/generic\/;10000;2;PLCRKDSR11LI;172.17.218.2;502;0;1;2;monitor;
KDSR12L;KDSR12L;'http:\/\/172.17.118.3/';http:\/\/192.168.88.52:3000\/api\/v2\/generic\/;10000;2;PLCRKDSR12LI;172.17.218.3;502;0;1;2;monitor;
KDSR13L;KDSR13L;'http:\/\/172.17.118.4/';http:\/\/192.168.88.52:3000\/api\/v2\/generic\/;10000;2;PLCRKDSR13LI;172.17.218.4;502;0;1;2;monitor;
KDSR14L;KDSR14L;'http:\/\/172.17.118.5/';http:\/\/192.168.88.52:3000\/api\/v2\/generic\/;10000;2;PLCRKDSR14LI;172.17.218.5;502;0;1;2;monitor;
KDMP01;KDMP01;'http:\/\/172.17.120.5/';http:\/\/192.168.88.52:3000\/api\/v2\/generic\/;10000;2;PLCRKDMP01M;172.17.220.5;502;0;1;2;monitor;
KDMP02;KDMP02;'http:\/\/172.17.120.6/';http:\/\/192.168.88.52:3000\/api\/v2\/generic\/;10000;2;PLCRKDMP02M;172.17.220.6;502;0;1;2;monitor;
KDMP03;KDMP03;'http:\/\/172.17.120.7/';http:\/\/192.168.88.52:3000\/api\/v2\/generic\/;10000;2;PLCRKDMP03M;172.17.220.7;502;0;1;2;monitor;
KDPK01L;KDPK01L;'http:\/\/172.17.119.1/';http:\/\/192.168.88.52:3000\/api\/v2\/generic\/;10000;2;PLCRKDPK01LM;172.17.219.1;502;0;1;2;monitor;
KDPK02L;KDPK02L;'http:\/\/172.17.119.2/';http:\/\/192.168.88.52:3000\/api\/v2\/generic\/;10000;2;PLCRKDPK02LI;172.17.219.2;502;0;1;2;monitor;
KDPK03L;KDPK03L;'http:\/\/172.17.119.3/';http:\/\/192.168.88.52:3000\/api\/v2\/generic\/;10000;2;PLCRKDPK03LI;172.17.219.3;502;0;1;2;monitor;
KDPK04L;KDPK04L;'http:\/\/172.17.119.4/';http:\/\/192.168.88.52:3000\/api\/v2\/generic\/;10000;2;PLCRKDPK04LM;172.17.219.4;502;0;1;2;monitor;
KDPK14P;KDPK14P;'http:\/\/172.17.119.5/';http:\/\/192.168.88.52:3000\/api\/v2\/generic\/;10000;2;PLCRKDPK14PI;172.17.219.5;502;0;1;2;monitor;
KDPK05L;KDPK05L;'http:\/\/172.17.119.6/';http:\/\/192.168.88.52:3000\/api\/v2\/generic\/;10000;2;PLCRKDPK05LM;172.17.219.6;502;0;1;2;monitor;
KDPK06L;KDPK06L;'http:\/\/172.17.119.7/';http:\/\/192.168.88.52:3000\/api\/v2\/generic\/;10000;2;PLCRKDPK06LM;172.17.219.7;502;0;1;2;monitor;
KDPK07L;KDPK07L;'http:\/\/172.17.119.8/';http:\/\/192.168.88.52:3000\/api\/v2\/generic\/;10000;2;PLCRKDPK07LM;172.17.219.8;502;0;1;2;monitor;
KDPK08L;KDPK08L;'http:\/\/172.17.119.9/';http:\/\/192.168.88.52:3000\/api\/v2\/generic\/;10000;2;PLCRKDPK08LM;172.17.219.9;502;0;1;2;monitor;
KDPK09L;KDPK09L;'http:\/\/172.17.119.10/';http:\/\/192.168.88.52:3000\/api\/v2\/generic\/;10000;2;PLCRKDPK09LM;172.17.219.10;502;0;1;2;monitor;
KDPK15L;KDPK15L;'http:\/\/172.17.119.11/';http:\/\/192.168.88.52:3000\/api\/v2\/generic\/;10000;2;PLCRKDPK15LM;172.17.219.11;502;0;1;2;monitor;
KDPK10L;KDPK10L;'http:\/\/172.17.120.1/';http:\/\/192.168.88.52:3000\/api\/v2\/generic\/;10000;2;PLCRKDPK10LM;172.17.220.1;502;0;1;2;monitor;
KDPK11L;KDPK11L;'http:\/\/172.17.120.2/';http:\/\/192.168.88.52:3000\/api\/v2\/generic\/;10000;2;PLCRKDPK11LM;172.17.220.2;502;0;1;2;monitor;
KDPK12L;KDPK12L;'http:\/\/172.17.120.3/';http:\/\/192.168.88.52:3000\/api\/v2\/generic\/;10000;2;PLCRKDPK12LM;172.17.220.3;502;0;1;2;monitor;
KDPK13L;KDPK13L;'http:\/\/172.17.120.4/';http:\/\/192.168.88.52:3000\/api\/v2\/generic\/;10000;2;PLCRKDPK13LM;172.17.220.4;502;0;1;2;monitor;
