item;element_subtype;alias;description;sessionuid;road;stretchs;secc;pk;dm;on_change_measure;param5_sender_ip;sentido
9;2;UCM-MASTER;UCM-MASTER;UCM-MASTER;AVO;Centro_Control;Secc.01-10-14;36+92;620;PAsystemParamsAdapterXML.groovy;10.133.50.35;
