item;alias;description;sessionuid;road;stretchs;secc;pk;sentido;param1_brand;param2_model;param1004_citilog_dai_uid;dm
1;RMITSDAI01;DAI;RMITSDAI01;RUTA-LA-MINA;S1S1;S1S1;;Citilog;DAI;RMITSDAI01;
2;RMITSDAI02;DAI;RMITSDAI02;RUTA-LA-MINA;S1S1;S1S1;;Citilog;DAI;RMITSDAI02;
