item;alias;description;sessionuid;road;stretchs;pk;sentido
770;COR-CONT-CONM-GRUPO-CGBT-A;COR-CONT-CONM-GRUPO-CGBT-A;COR-CONT-CONM-GRUPO-CGBT-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
771;COR-INT-SAI-CGBT-A;COR-INT-SAI-CGBT-A;COR-INT-SAI-CGBT-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
772;COR-INT-CSV-A-MA-CGBT-A;COR-INT-CSV-A-MA-CGBT-A;COR-INT-CSV-A-MA-CGBT-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
773;COR-INT-CSV-A-CA-CGBT-A;COR-INT-CSV-A-CA-CGBT-A;COR-INT-CSV-A-CA-CGBT-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
774;COR-MAGDIF-CS-PCI-CGBT-A;COR-MAGDIF-CS-PCI-CGBT-A;COR-MAGDIF-CS-PCI-CGBT-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
775;COR-INT-BAT-COND-CGBT-A;COR-INT-BAT-COND-CGBT-A;COR-INT-BAT-COND-CGBT-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
776;COR-INT-CGBT-B;COR-INT-CGBT-B;COR-INT-CGBT-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
777;COR-INT-CSA-RED-B-CGBT-B;COR-INT-CSA-RED-B-CGBT-B;COR-INT-CSA-RED-B-CGBT-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
778;COR-INT-CS-BT-CGBT-B;COR-INT-CS-BT-CGBT-B;COR-INT-CS-BT-CGBT-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
779;COR-MAGDIF-SER-AUX-GE-CGBT-B;COR-MAGDIF-SER-AUX-GE-CGBT-B;COR-MAGDIF-SER-AUX-GE-CGBT-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
780;COR-MAGDIF-CUAD-SECC-CGBT-B;COR-MAGDIF-CUAD-SECC-CGBT-B;COR-MAGDIF-CUAD-SECC-CGBT-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
781;COR-CONT-CONM-RED-CGBT-B;COR-CONT-CONM-RED-CGBT-B;COR-CONT-CONM-RED-CGBT-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
782;COR-CONT-CONM-GRUPO-CGBT-B;COR-CONT-CONM-GRUPO-CGBT-B;COR-CONT-CONM-GRUPO-CGBT-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
783;COR-INT-SAI-CGBT-B;COR-INT-SAI-CGBT-B;COR-INT-SAI-CGBT-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
784;COR-INT-CSV-B-MA-CGBT-B;COR-INT-CSV-B-MA-CGBT-B;COR-INT-CSV-B-MA-CGBT-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
785;COR-INT-CSV-B-CA-CGBT-B;COR-INT-CSV-B-CA-CGBT-B;COR-INT-CSV-B-CA-CGBT-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
786;COR-INT-BAT-COND-CGBT-B;COR-INT-BAT-COND-CGBT-B;COR-INT-BAT-COND-CGBT-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
787;COR-INT-CS-ITS-A;COR-INT-CS-ITS-A;COR-INT-CS-ITS-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
788;COR-MAGDIF-MAN-CS-ITS-A;COR-MAGDIF-MAN-CS-ITS-A;COR-MAGDIF-MAN-CS-ITS-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
789;COR-MAGDIF-BF10-ITS1-A;COR-MAGDIF-BF10-ITS1-A;COR-MAGDIF-BF10-ITS1-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
790;COR-MAGDIF-BF11-ITS1-A;COR-MAGDIF-BF11-ITS1-A;COR-MAGDIF-BF11-ITS1-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
791;COR-MAGDIF-CGBT-ITS1-A;COR-MAGDIF-CGBT-ITS1-A;COR-MAGDIF-CGBT-ITS1-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
792;COR-MAGDIF-BF13.1-ITS1-A;COR-MAGDIF-BF13.1-ITS1-A;COR-MAGDIF-BF13.1-ITS1-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
793;COR-MAGDIF-BF13.2-ITS1-A;COR-MAGDIF-BF13.2-ITS1-A;COR-MAGDIF-BF13.2-ITS1-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
794;COR-MAGDIF-BF14.1-ITS1-A;COR-MAGDIF-BF14.1-ITS1-A;COR-MAGDIF-BF14.1-ITS1-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
795;COR-MAGDIF-BF14.2-ITS1-A;COR-MAGDIF-BF14.2-ITS1-A;COR-MAGDIF-BF14.2-ITS1-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
796;COR-MAGDIF-BF15-ITS1-A;COR-MAGDIF-BF15-ITS1-A;COR-MAGDIF-BF15-ITS1-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
798;COR-MAGDIF-BF19-ITS1-A;COR-MAGDIF-BF19-ITS1-A;COR-MAGDIF-BF19-ITS1-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
799;COR-MAGDIF-BF20-ITS1-A;COR-MAGDIF-BF20-ITS1-A;COR-MAGDIF-BF20-ITS1-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
800;COR-MAGDIF-BF21-ITS1-A;COR-MAGDIF-BF21-ITS1-A;COR-MAGDIF-BF21-ITS1-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
801;COR-MAGDIF-BF22-ITS1-A;COR-MAGDIF-BF22-ITS1-A;COR-MAGDIF-BF22-ITS1-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
802;COR-MAGDIF-BF23-ITS1-A;COR-MAGDIF-BF23-ITS1-A;COR-MAGDIF-BF23-ITS1-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
803;COR-MAGDIF-BF24-ITS1-A;COR-MAGDIF-BF24-ITS1-A;COR-MAGDIF-BF24-ITS1-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
804;COR-MAGDIF-BF25-ITS1-A;COR-MAGDIF-BF25-ITS1-A;COR-MAGDIF-BF25-ITS1-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
805;COR-MAGDIF-BF26-ITS1-A;COR-MAGDIF-BF26-ITS1-A;COR-MAGDIF-BF26-ITS1-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
806;COR-MAGDIF-BF27-ITS1-A;COR-MAGDIF-BF27-ITS1-A;COR-MAGDIF-BF27-ITS1-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
807;COR-MAGDIF-BF28-ITS1-A;COR-MAGDIF-BF28-ITS1-A;COR-MAGDIF-BF28-ITS1-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
808;COR-MAGDIF-OP-VODAFONE-ITS1-A;COR-MAGDIF-OP-VODAFONE-ITS1-A;COR-MAGDIF-OP-VODAFONE-ITS1-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
809;COR-MAGDIF-BF30-ITS1-A;COR-MAGDIF-BF30-ITS1-A;COR-MAGDIF-BF30-ITS1-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
810;COR-MAGDIF-BF31-ITS1-A;COR-MAGDIF-BF31-ITS1-A;COR-MAGDIF-BF31-ITS1-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
811;COR-MAGDIF-OP-MOVISTAR-ITS1-A;COR-MAGDIF-OP-MOVISTAR-ITS1-A;COR-MAGDIF-OP-MOVISTAR-ITS1-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
812;COR-MAGDIF-BF33-ITS1-A;COR-MAGDIF-BF33-ITS1-A;COR-MAGDIF-BF33-ITS1-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
813;COR-MAGDIF-BF34-ITS1-A;COR-MAGDIF-BF34-ITS1-A;COR-MAGDIF-BF34-ITS1-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
815;COR-MAGDIF-BF36-ITS1-A;COR-MAGDIF-BF36-ITS1-A;COR-MAGDIF-BF36-ITS1-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
816;COR-MAGDIF-DET-LAZO-ITS1-A;COR-MAGDIF-DET-LAZO-ITS1-A;COR-MAGDIF-DET-LAZO-ITS1-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
817;COR-INT-CS-ITS-B;COR-INT-CS-ITS-B;COR-INT-CS-ITS-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
818;COR-MAGDIF-MAN-CS-ITS-B;COR-MAGDIF-MAN-CS-ITS-B;COR-MAGDIF-MAN-CS-ITS-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
819;COR-MAGDIF-BF10-ITS1-B;COR-MAGDIF-BF10-ITS1-B;COR-MAGDIF-BF10-ITS1-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
820;COR-MAGDIF-BF11-ITS1-B;COR-MAGDIF-BF11-ITS1-B;COR-MAGDIF-BF11-ITS1-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
821;COR-MAGDIF-BF13.1-ITS1-B;COR-MAGDIF-BF13.1-ITS1-B;COR-MAGDIF-BF13.1-ITS1-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
822;COR-MAGDIF-BF13.2-ITS1-B;COR-MAGDIF-BF13.2-ITS1-B;COR-MAGDIF-BF13.2-ITS1-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
823;COR-MAGDIF-BF14.1-ITS1-B;COR-MAGDIF-BF14.1-ITS1-B;COR-MAGDIF-BF14.1-ITS1-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
824;COR-MAGDIF-BF14.2-ITS1-B;COR-MAGDIF-BF14.2-ITS1-B;COR-MAGDIF-BF14.2-ITS1-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
825;COR-MAGDIF-BF15-ITS1-B;COR-MAGDIF-BF15-ITS1-B;COR-MAGDIF-BF15-ITS1-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
827;COR-MAGDIF-BF19-ITS1-B;COR-MAGDIF-BF19-ITS1-B;COR-MAGDIF-BF19-ITS1-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
828;COR-MAGDIF-BF20-ITS1-B;COR-MAGDIF-BF20-ITS1-B;COR-MAGDIF-BF20-ITS1-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
829;COR-MAGDIF-BF21-ITS1-B;COR-MAGDIF-BF21-ITS1-B;COR-MAGDIF-BF21-ITS1-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
830;COR-MAGDIF-BF22-ITS1-B;COR-MAGDIF-BF22-ITS1-B;COR-MAGDIF-BF22-ITS1-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
831;COR-MAGDIF-BF23-ITS1-B;COR-MAGDIF-BF23-ITS1-B;COR-MAGDIF-BF23-ITS1-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
832;COR-MAGDIF-BF24-ITS1-B;COR-MAGDIF-BF24-ITS1-B;COR-MAGDIF-BF24-ITS1-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
833;COR-MAGDIF-BF25-ITS1-B;COR-MAGDIF-BF25-ITS1-B;COR-MAGDIF-BF25-ITS1-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
834;COR-MAGDIF-BF26-ITS1-B;COR-MAGDIF-BF26-ITS1-B;COR-MAGDIF-BF26-ITS1-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
835;COR-MAGDIF-BF27-ITS1-B;COR-MAGDIF-BF27-ITS1-B;COR-MAGDIF-BF27-ITS1-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
836;COR-MAGDIF-CGBT-ITS1-B;COR-MAGDIF-CGBT-ITS1-B;COR-MAGDIF-CGBT-ITS1-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
837;COR-MAGDIF-BF29-ITS1-B;COR-MAGDIF-BF29-ITS1-B;COR-MAGDIF-BF29-ITS1-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
838;COR-MAGDIF-BF30-ITS1-B;COR-MAGDIF-BF30-ITS1-B;COR-MAGDIF-BF30-ITS1-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
839;COR-MAGDIF-BF31-ITS1-B;COR-MAGDIF-BF31-ITS1-B;COR-MAGDIF-BF31-ITS1-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
840;COR-MAGDIF-BF33-ITS1-B;COR-MAGDIF-BF33-ITS1-B;COR-MAGDIF-BF33-ITS1-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
841;COR-MAGDIF-BF34-ITS1-B;COR-MAGDIF-BF34-ITS1-B;COR-MAGDIF-BF34-ITS1-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
842;COR-MAGDIF-BF35-ITS1-B;COR-MAGDIF-BF35-ITS1-B;COR-MAGDIF-BF35-ITS1-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
843;COR-MAGDIF-BF36-ITS1-B;COR-MAGDIF-BF36-ITS1-B;COR-MAGDIF-BF36-ITS1-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
844;COR-MAGDIF-DET-LAZO-ITS1-B;COR-MAGDIF-DET-LAZO-ITS1-B;COR-MAGDIF-DET-LAZO-ITS1-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
845;COR-INT-CSG-1;COR-INT-CSG-1;COR-INT-CSG-1;AP7 - AUSOL II;COR-TUNEL;151+823;CA
847;COR-MAGDIF-GA1-CSG-1;COR-MAGDIF-GA1-CSG-1;COR-MAGDIF-GA1-CSG-1;AP7 - AUSOL II;COR-TUNEL;151+823;CA
848;COR-CONT-GA1-CSG-1;COR-CONT-GA1-CSG-1;COR-CONT-GA1-CSG-1;AP7 - AUSOL II;COR-TUNEL;151+823;CA
849;COR-MAGDIF-GA2-CSG-1;COR-MAGDIF-GA2-CSG-1;COR-MAGDIF-GA2-CSG-1;AP7 - AUSOL II;COR-TUNEL;151+823;CA
850;COR-CONT-GA2-CSG-1;COR-CONT-GA2-CSG-1;COR-CONT-GA2-CSG-1;AP7 - AUSOL II;COR-TUNEL;151+823;CA
851;COR-MAGDIF-GE1-CSG-1;COR-MAGDIF-GE1-CSG-1;COR-MAGDIF-GE1-CSG-1;AP7 - AUSOL II;COR-TUNEL;151+823;CA
852;COR-CONT-GE1-CSG-1;COR-CONT-GE1-CSG-1;COR-CONT-GE1-CSG-1;AP7 - AUSOL II;COR-TUNEL;151+823;CA
854;COR-MAGDIF-GF6-CSG-1;COR-MAGDIF-GF6-CSG-1;COR-MAGDIF-GF6-CSG-1;AP7 - AUSOL II;COR-TUNEL;151+823;CA
855;COR-MAGDIF-GF9-CSG-1;COR-MAGDIF-GF9-CSG-1;COR-MAGDIF-GF9-CSG-1;AP7 - AUSOL II;COR-TUNEL;151+823;CA
856;COR-MAGDIF-CIR-PRES-CSG-1;COR-MAGDIF-CIR-PRES-CSG-1;COR-MAGDIF-CIR-PRES-CSG-1;AP7 - AUSOL II;COR-TUNEL;151+823;CA
857;COR-INT-CSG-2;COR-INT-CSG-2;COR-INT-CSG-2;AP7 - AUSOL II;COR-TUNEL;151+823;CA
859;COR-MAGDIF-GA1-CSG-2;COR-MAGDIF-GA1-CSG-2;COR-MAGDIF-GA1-CSG-2;AP7 - AUSOL II;COR-TUNEL;151+823;CA
860;COR-CONT-GA1-CSG-2;COR-CONT-GA1-CSG-2;COR-CONT-GA1-CSG-2;AP7 - AUSOL II;COR-TUNEL;151+823;CA
861;COR-MAGDIF-GA2-CSG-2;COR-MAGDIF-GA2-CSG-2;COR-MAGDIF-GA2-CSG-2;AP7 - AUSOL II;COR-TUNEL;151+823;CA
862;COR-CONT-GA2-CSG-2;COR-CONT-GA2-CSG-2;COR-CONT-GA2-CSG-2;AP7 - AUSOL II;COR-TUNEL;151+823;CA
863;COR-MAGDIF-GE1-CSG-2;COR-MAGDIF-GE1-CSG-2;COR-MAGDIF-GE1-CSG-2;AP7 - AUSOL II;COR-TUNEL;151+823;CA
864;COR-CONT-GE1-CSG-2;COR-CONT-GE1-CSG-2;COR-CONT-GE1-CSG-2;AP7 - AUSOL II;COR-TUNEL;151+823;CA
866;COR-MAGDIF-GF6-CSG-2;COR-MAGDIF-GF6-CSG-2;COR-MAGDIF-GF6-CSG-2;AP7 - AUSOL II;COR-TUNEL;151+823;CA
867;COR-MAGDIF-GF9-CSG-2;COR-MAGDIF-GF9-CSG-2;COR-MAGDIF-GF9-CSG-2;AP7 - AUSOL II;COR-TUNEL;151+823;CA
868;COR-MAGDIF-CIR-PRES-CSG-2;COR-MAGDIF-CIR-PRES-CSG-2;COR-MAGDIF-CIR-PRES-CSG-2;AP7 - AUSOL II;COR-TUNEL;151+823;CA
869;COR-INT-CSG-3;COR-INT-CSG-3;COR-INT-CSG-3;AP7 - AUSOL II;COR-TUNEL;151+823;CA
871;COR-MAGDIF-GA1-CSG-3;COR-MAGDIF-GA1-CSG-3;COR-MAGDIF-GA1-CSG-3;AP7 - AUSOL II;COR-TUNEL;151+823;CA
873;COR-MAGDIF-GA2-CSG-3;COR-MAGDIF-GA2-CSG-3;COR-MAGDIF-GA2-CSG-3;AP7 - AUSOL II;COR-TUNEL;151+823;CA
875;COR-MAGDIF-GE1-CSG-3;COR-MAGDIF-GE1-CSG-3;COR-MAGDIF-GE1-CSG-3;AP7 - AUSOL II;COR-TUNEL;151+823;CA
878;COR-MAGDIF-GF6-CSG-3;COR-MAGDIF-GF6-CSG-3;COR-MAGDIF-GF6-CSG-3;AP7 - AUSOL II;COR-TUNEL;151+823;CA
879;COR-MAGDIF-GF9-CSG-3;COR-MAGDIF-GF9-CSG-3;COR-MAGDIF-GF9-CSG-3;AP7 - AUSOL II;COR-TUNEL;151+823;CA
880;COR-MAGDIF-CIR-PRES-CSG-3;COR-MAGDIF-CIR-PRES-CSG-3;COR-MAGDIF-CIR-PRES-CSG-3;AP7 - AUSOL II;COR-TUNEL;151+823;CA
881;COR-INT-CSV-A-MA;COR-INT-CSV-A-MA;COR-INT-CSV-A-MA;AP7 - AUSOL II;COR-TUNEL;151+823;CA
882;COR-MAGDIF-MAN-CSV-A-MA;COR-MAGDIF-MAN-CSV-A-MA;COR-MAGDIF-MAN-CSV-A-MA;AP7 - AUSOL II;COR-TUNEL;151+823;CA
883;COR-VENT-INT-VF1-MA;COR-VENT-INT-VF1-MA;COR-VENT-INT-VF1-MA;AP7 - AUSOL II;COR-TUNEL;151+823;CA
884;COR-VENT-INT-VF2-MA;COR-VENT-INT-VF2-MA;COR-VENT-INT-VF2-MA;AP7 - AUSOL II;COR-TUNEL;151+823;CA
885;COR-VENT-INT-VF3-MA;COR-VENT-INT-VF3-MA;COR-VENT-INT-VF3-MA;AP7 - AUSOL II;COR-TUNEL;151+823;CA
886;COR-VENT-INT-VF4-MA;COR-VENT-INT-VF4-MA;COR-VENT-INT-VF4-MA;AP7 - AUSOL II;COR-TUNEL;151+823;CA
887;COR-VENT-INT-VF5-MA;COR-VENT-INT-VF5-MA;COR-VENT-INT-VF5-MA;AP7 - AUSOL II;COR-TUNEL;151+823;CA
888;COR-VENT-INT-VF6-MA;COR-VENT-INT-VF6-MA;COR-VENT-INT-VF6-MA;AP7 - AUSOL II;COR-TUNEL;151+823;CA
890;COR-INT-CSV-A-CA;COR-INT-CSV-A-CA;COR-INT-CSV-A-CA;AP7 - AUSOL II;COR-TUNEL;151+823;CA
891;COR-MAGDIF-MAN-CSV-A-CA;COR-MAGDIF-MAN-CSV-A-CA;COR-MAGDIF-MAN-CSV-A-CA;AP7 - AUSOL II;COR-TUNEL;151+823;CA
892;COR-VENT-INT-VF6-CA;COR-VENT-INT-VF6-CA;COR-VENT-INT-VF6-CA;AP7 - AUSOL II;COR-TUNEL;151+823;CA
893;COR-VENT-INT-VF7-CA;COR-VENT-INT-VF7-CA;COR-VENT-INT-VF7-CA;AP7 - AUSOL II;COR-TUNEL;151+823;CA
894;COR-VENT-INT-VF8-CA;COR-VENT-INT-VF8-CA;COR-VENT-INT-VF8-CA;AP7 - AUSOL II;COR-TUNEL;151+823;CA
895;COR-MAGDIF-RCALD-CSV-A-CA;COR-MAGDIF-RCALD-CSV-A-CA;COR-MAGDIF-RCALD-CSV-A-CA;AP7 - AUSOL II;COR-TUNEL;151+823;CA
896;COR-INT-CSV-B-MA;COR-INT-CSV-B-MA;COR-INT-CSV-B-MA;AP7 - AUSOL II;COR-TUNEL;151+823;CA
897;COR-MAGDIF-MAN-CSV-B-MA;COR-MAGDIF-MAN-CSV-B-MA;COR-MAGDIF-MAN-CSV-B-MA;AP7 - AUSOL II;COR-TUNEL;151+823;CA
898;COR-VENT-INT-VF7-MA;COR-VENT-INT-VF7-MA;COR-VENT-INT-VF7-MA;AP7 - AUSOL II;COR-TUNEL;151+823;CA
899;COR-VENT-INT-VF8-MA;COR-VENT-INT-VF8-MA;COR-VENT-INT-VF8-MA;AP7 - AUSOL II;COR-TUNEL;151+823;CA
900;COR-VENT-INT-VF9-MA;COR-VENT-INT-VF9-MA;COR-VENT-INT-VF9-MA;AP7 - AUSOL II;COR-TUNEL;151+823;CA
901;COR-VENT-INT-VF10-MA;COR-VENT-INT-VF10-MA;COR-VENT-INT-VF10-MA;AP7 - AUSOL II;COR-TUNEL;151+823;CA
903;COR-INT-CSV-B-CA;COR-INT-CSV-B-CA;COR-INT-CSV-B-CA;AP7 - AUSOL II;COR-TUNEL;151+823;CA
904;COR-MAGDIF-MAN-CSV-B-CA;COR-MAGDIF-MAN-CSV-B-CA;COR-MAGDIF-MAN-CSV-B-CA;AP7 - AUSOL II;COR-TUNEL;151+823;CA
905;COR-VENT-INT-VF1-CA;COR-VENT-INT-VF1-CA;COR-VENT-INT-VF1-CA;AP7 - AUSOL II;COR-TUNEL;151+823;CA
906;COR-VENT-INT-VF2-CA;COR-VENT-INT-VF2-CA;COR-VENT-INT-VF2-CA;AP7 - AUSOL II;COR-TUNEL;151+823;CA
907;COR-VENT-INT-VF3-CA;COR-VENT-INT-VF3-CA;COR-VENT-INT-VF3-CA;AP7 - AUSOL II;COR-TUNEL;151+823;CA
908;COR-VENT-INT-VF4-CA;COR-VENT-INT-VF4-CA;COR-VENT-INT-VF4-CA;AP7 - AUSOL II;COR-TUNEL;151+823;CA
909;COR-VENT-INT-VF5-CA;COR-VENT-INT-VF5-CA;COR-VENT-INT-VF5-CA;AP7 - AUSOL II;COR-TUNEL;151+823;CA
911;EST-INT-CGBT;EST-INT-CGBT;EST-INT-CGBT;AP7 - AUSOL II;EST-TUNEL;177+229;CA
912;EST-INT-CSA-RED-CGBT;EST-INT-CSA-RED-CGBT;EST-INT-CSA-RED-CGBT;AP7 - AUSOL II;EST-TUNEL;177+229;CA
913;EST-MAGDIF-SER-AUX-GE-CGBT;EST-MAGDIF-SER-AUX-GE-CGBT;EST-MAGDIF-SER-AUX-GE-CGBT;AP7 - AUSOL II;EST-TUNEL;177+229;CA
914;EST-CONT-CONM-RED-CGBT;EST-CONT-CONM-RED-CGBT;EST-CONT-CONM-RED-CGBT;AP7 - AUSOL II;EST-TUNEL;177+229;CA
915;EST-MAGDIF-CS-BT-CGBT;EST-MAGDIF-CS-BT-CGBT;EST-MAGDIF-CS-BT-CGBT;AP7 - AUSOL II;EST-TUNEL;177+229;CA
916;EST-CONT-CONM-GRUPO-CGBT;EST-CONT-CONM-GRUPO-CGBT;EST-CONT-CONM-GRUPO-CGBT;AP7 - AUSOL II;EST-TUNEL;177+229;CA
917;EST-INT-CS-SAI-CGBT;EST-INT-CS-SAI-CGBT;EST-INT-CS-SAI-CGBT;AP7 - AUSOL II;EST-TUNEL;177+229;CA
918;EST-MAGDIF-BAT-COND-CGBT;EST-MAGDIF-BAT-COND-CGBT;EST-MAGDIF-BAT-COND-CGBT;AP7 - AUSOL II;EST-TUNEL;177+229;CA
921;EST-MAGDIF-CS-BT;EST-MAGDIF-CS-BT;EST-MAGDIF-CS-BT;AP7 - AUSOL II;EST-TUNEL;177+229;CA
922;EST-MAG-A1-BT;EST-MAG-A1-BT;EST-MAG-A1-BT;AP7 - AUSOL II;EST-TUNEL;177+229;CA
923;EST-MAG-E1-BT;EST-MAG-E1-BT;EST-MAG-E1-BT;AP7 - AUSOL II;EST-TUNEL;177+229;CA
924;EST-MAG-F1-BT;EST-MAG-F1-BT;EST-MAG-F1-BT;AP7 - AUSOL II;EST-TUNEL;177+229;CA
925;EST-MAG-F2-BT;EST-MAG-F2-BT;EST-MAG-F2-BT;AP7 - AUSOL II;EST-TUNEL;177+229;CA
926;EST-INT-CS-SAI;EST-INT-CS-SAI;EST-INT-CS-SAI;AP7 - AUSOL II;EST-TUNEL;177+229;CA
927;EST-MAGDIF-CSA-SAI-CS-SAI;EST-MAGDIF-CSA-SAI-CS-SAI;EST-MAGDIF-CSA-SAI-CS-SAI;AP7 - AUSOL II;EST-TUNEL;177+229;CA
928;EST-MAGDIF-ITS-1-SAI;EST-MAGDIF-ITS-1-SAI;EST-MAGDIF-ITS-1-SAI;AP7 - AUSOL II;EST-TUNEL;177+229;CA
929;EST-MAGDIF-CS-ITS-SAI;EST-MAGDIF-CS-ITS-SAI;EST-MAGDIF-CS-ITS-SAI;AP7 - AUSOL II;EST-TUNEL;177+229;CA
930;EST-MAGDIF-CS-ITS;EST-MAGDIF-CS-ITS;EST-MAGDIF-CS-ITS;AP7 - AUSOL II;EST-TUNEL;177+229;CA
931;EST-MAG-A1-ITS;EST-MAG-A1-ITS;EST-MAG-A1-ITS;AP7 - AUSOL II;EST-TUNEL;177+229;CA
932;EST-MAG-E1-ITS;EST-MAG-E1-ITS;EST-MAG-E1-ITS;AP7 - AUSOL II;EST-TUNEL;177+229;CA
933;EST-MAG-F1-ITS;EST-MAG-F1-ITS;EST-MAG-F1-ITS;AP7 - AUSOL II;EST-TUNEL;177+229;CA
934;EST-MAG-F2-ITS;EST-MAG-F2-ITS;EST-MAG-F2-ITS;AP7 - AUSOL II;EST-TUNEL;177+229;CA
935;COR-INT-CS-SAI-A;COR-INT-CS-SAI-A;COR-INT-CS-SAI-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
936;COR-MAGDIF-CSA-CS-SAI-A;COR-MAGDIF-CSA-CS-SAI-A;COR-MAGDIF-CSA-CS-SAI-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
937;COR-MAGDIF-ITS1-SAI-A;COR-MAGDIF-ITS1-SAI-A;COR-MAGDIF-ITS1-SAI-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
938;COR-MAGDIF-CSG-1-SAI-A;COR-MAGDIF-CSG-1-SAI-A;COR-MAGDIF-CSG-1-SAI-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
939;COR-MAGDIF-CSG-2-SAI-A;COR-MAGDIF-CSG-2-SAI-A;COR-MAGDIF-CSG-2-SAI-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
940;COR-MAGDIF-ITS-SAI-A;COR-MAGDIF-ITS-SAI-A;COR-MAGDIF-ITS-SAI-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
941;COR-MAGDIF-PCI-SAI-A;COR-MAGDIF-PCI-SAI-A;COR-MAGDIF-PCI-SAI-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
942;COR-MAGDIF-CS-BT-A;COR-MAGDIF-CS-BT-A;COR-MAGDIF-CS-BT-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
