item;element_subtype;alias;description;sessionuid;road;stretchs;pk;sentido;on_change_measure;param5_sender_ip
1;1;LQ-DAC-1;LQ-DAC-1;LQ-DAC-1;Carretera Tunel;Carretera;172+100;CA;;
