item;alias;description;sessionuid;road;stretchs;pk;sentido
33;TUN-MAG-CGBT-SERV-AUX-GE;TUN-MAG-CGBT-SERV-AUX-GE;TUN-MAG-CGBT-SERV-AUX-GE;Carretera Tunel;Carretera;172+100;CA
34;TUN-INT-CGBT-COM-RED;TUN-INT-CGBT-COM-RED;TUN-INT-CGBT-COM-RED;Carretera Tunel;Carretera;172+100;CA
35;TUN-INT-CGBT-COM-GRUPO;TUN-INT-CGBT-COM-GRUPO;TUN-INT-CGBT-COM-GRUPO;Carretera Tunel;Carretera;172+100;CA
36;TUN-INT-CGBT-BAT-COND;TUN-INT-CGBT-BAT-COND;TUN-INT-CGBT-BAT-COND;Carretera Tunel;Carretera;172+100;CA
37;TUN-INT-CGBT-CSV-TSM;TUN-INT-CGBT-CSV-TSM;TUN-INT-CGBT-CSV-TSM;Carretera Tunel;Carretera;172+100;CA
38;TUN-MAG-GEN-CSSAI;TUN-MAG-GEN-CSSAI;TUN-MAG-GEN-CSSAI;Carretera Tunel;Carretera;172+100;CA
39;TUN-INT-CS-EDIF-PCI;TUN-INT-CS-EDIF-PCI;TUN-INT-CS-EDIF-PCI;Carretera Tunel;Carretera;172+100;CA
40;TUN-INT-CGBT-CSV-TSC;TUN-INT-CGBT-CSV-TSC;TUN-INT-CGBT-CSV-TSC;Carretera Tunel;Carretera;172+100;CA
41;TUN-MAG-CGBT-CSEDBT;TUN-MAG-CGBT-CSEDBT;TUN-MAG-CGBT-CSEDBT;Carretera Tunel;Carretera;172+100;CA
42;TUN-VENT-INT-VF1-CA;TUN-VENT-INT-VF1-CA;TUN-VENT-INT-VF1-CA;Carretera Tunel;Carretera;172+100;CA
43;TUN-VENT-INT-VF2-CA;TUN-VENT-INT-VF2-CA;TUN-VENT-INT-VF2-CA;Carretera Tunel;Carretera;172+100;CA
44;TUN-VENT-INT-VF3-CA;TUN-VENT-INT-VF3-CA;TUN-VENT-INT-VF3-CA;Carretera Tunel;Carretera;172+100;CA
45;TUN-VENT-INT-VF4-CA;TUN-VENT-INT-VF4-CA;TUN-VENT-INT-VF4-CA;Carretera Tunel;Carretera;172+100;CA
46;TUN-VENT-INT-VF5-CA;TUN-VENT-INT-VF5-CA;TUN-VENT-INT-VF5-CA;Carretera Tunel;Carretera;172+100;CA
47;TUN-VENT-INT-VF6-CA;TUN-VENT-INT-VF6-CA;TUN-VENT-INT-VF6-CA;Carretera Tunel;Carretera;172+100;CA
48;TUN-VENT-INT-VF7-CA;TUN-VENT-INT-VF7-CA;TUN-VENT-INT-VF7-CA;Carretera Tunel;Carretera;172+100;CA
49;TUN-VENT-INT-VF8-CA;TUN-VENT-INT-VF8-CA;TUN-VENT-INT-VF8-CA;Carretera Tunel;Carretera;172+100;CA
50;TUN-VENT-INT-VF9-CA;TUN-VENT-INT-VF9-CA;TUN-VENT-INT-VF9-CA;Carretera Tunel;Carretera;172+100;CA
51;TUN-VENT-INT-VF10-CA;TUN-VENT-INT-VF10-CA;TUN-VENT-INT-VF10-CA;Carretera Tunel;Carretera;172+100;CA
52;TUN-VENT-INT-VF11-CA;TUN-VENT-INT-VF11-CA;TUN-VENT-INT-VF11-CA;Carretera Tunel;Carretera;172+100;CA
53;TUN-VENT-INT-VF12-CA;TUN-VENT-INT-VF12-CA;TUN-VENT-INT-VF12-CA;Carretera Tunel;Carretera;172+100;CA
54;TUN-VENT-INT-VF13-CA;TUN-VENT-INT-VF13-CA;TUN-VENT-INT-VF13-CA;Carretera Tunel;Carretera;172+100;CA
55;TUN-VENT-INT-VF14-CA;TUN-VENT-INT-VF14-CA;TUN-VENT-INT-VF14-CA;Carretera Tunel;Carretera;172+100;CA
56;TUN-VENT-INT-VF15-CA;TUN-VENT-INT-VF15-CA;TUN-VENT-INT-VF15-CA;Carretera Tunel;Carretera;172+100;CA
57;TUN-VENT-INT-VF16-CA;TUN-VENT-INT-VF16-CA;TUN-VENT-INT-VF16-CA;Carretera Tunel;Carretera;172+100;CA
58;TUN-MAG-CSV-2;TUN-MAG-CSV-2;TUN-MAG-CSV-2;Carretera Tunel;Carretera;172+100;CA
59;TUN-INT-CSV-2;TUN-INT-CSV-2;TUN-INT-CSV-2;Carretera Tunel;Carretera;172+100;CA
60;TUN-MAGDIF-RCAL-CV2;TUN-MAGDIF-RCAL-CV2;TUN-MAGDIF-RCA-CV2;Carretera Tunel;Carretera;172+100;CA
61;TUN-VENT-INT-VF1-MA;TUN-VENT-INT-VF1-MA;TUN-VENT-INT-VF1-MA;Carretera Tunel;Carretera;172+100;CA
62;TUN-VENT-INT-VF3-MA;TUN-VENT-INT-VF3-MA;TUN-VENT-INT-VF3-MA;Carretera Tunel;Carretera;172+100;CA
63;TUN-VENT-INT-VF4-MA;TUN-VENT-INT-VF4-MA;TUN-VENT-INT-VF4-MA;Carretera Tunel;Carretera;172+100;CA
64;TUN-VENT-INT-VF5-MA;TUN-VENT-INT-VF5-MA;TUN-VENT-INT-VF5-MA;Carretera Tunel;Carretera;172+100;CA
65;TUN-VENT-INT-VF6-MA;TUN-VENT-INT-VF6-MA;TUN-VENT-INT-VF6-MA;Carretera Tunel;Carretera;172+100;CA
66;TUN-VENT-INT-VF7-MA;TUN-VENT-INT-VF7-MA;TUN-VENT-INT-VF7-MA;Carretera Tunel;Carretera;172+100;CA
67;TUN-VENT-INT-VF8-MA;TUN-VENT-INT-VF8-MA;TUN-VENT-INT-VF8-MA;Carretera Tunel;Carretera;172+100;CA
68;TUN-VENT-INT-VF9-MA;TUN-VENT-INT-VF9-MA;TUN-VENT-INT-VF9-MA;Carretera Tunel;Carretera;172+100;CA
69;TUN-VENT-INT-VF10-MA;TUN-VENT-INT-VF10-MA;TUN-VENT-INT-VF10-MA;Carretera Tunel;Carretera;172+100;CA
70;TUN-MAG-CSV-1;TUN-MAG-CSV-1;TUN-MAG-CSV-1;Carretera Tunel;Carretera;172+100;CA
71;TUN-INT-CSV-1;TUN-INT-CSV-1;TUN-INT-CSV-1;Carretera Tunel;Carretera;172+100;CA
72;TUN-MAGDIF-RCAL-CV1;TUN-MAGDIF-RCAL-CV1;TUN-MAGDIF-RCAL-CV1;Carretera Tunel;Carretera;172+100;CA
73;TUN-MAG-CSEDBT;TUN-MAG-CSEDBT;TUN-MAG-CSEDBT;Carretera Tunel;Carretera;172+100;CA
74;TUN-MAG-A1-CGBT;TUN-MAG-A1-CGBT;TUN-MAG-A1-CGBT;Carretera Tunel;Carretera;172+100;CA
75;TUN-MAG-E1-CGBT;TUN-MAG-E1-CGBT;TUN-MAG-E1-CGBT;Carretera Tunel;Carretera;172+100;CA
76;TUN-MAG-F1-CGBT;TUN-MAG-F1-CGBT;TUN-MAG-F1-CGBT;Carretera Tunel;Carretera;172+100;CA
77;TUN-MAG-F2-CGBT;TUN-MAG-F2-CGBT;TUN-MAG-F2-CGBT;Carretera Tunel;Carretera;172+100;CA
78;TUN-EKOR-RPG-UCT;TUN-EKOR-RPG-UCT;TUN-EKOR-RPG-UCT;Carretera Tunel;Carretera;172+100;CA
79;TUN-MAG-CGBT-MT;TUN-MAG-CGBT-MT;TUN-MAG-CGBT-MT;Carretera Tunel;Carretera;172+100;CA
80;TUN-MAG-CSSAI;I.Autom.IV, In=400 A, Ireg=272 A, Rele y Trans., Dif:30 mA+ AC, Curvas B+C+D;TUN-MAG-CSSAI;Carretera Tunel;Carretera;166+727;CA
81;TUN-CIR-CSSAI;I.Autom.IV, In=400 A, Ireg=272 A, Rele y Trans., Dif:30 mA+ AC, Curvas B+C+D;TUN-CIR-CSSAI;Carretera Tunel;Carretera;166+727;CA
82;TUN-MAG-CS-ITS1;I.Autom.IV, In=40 A, Ireg=272 A, Rele y Trans., Dif:30 mA+ AC, Curvas B+C+D;TUN-MAG-CS-ITS1;Carretera Tunel;Carretera;166+727;CA
83;TUN-MAG-CSG-GAL;I.Autom.IV, In=40 A, Ireg=272 A, Rele y Trans., Dif:30 mA+ AC, Curvas B+C+D;TUN-MAG-CSG-GAL;Carretera Tunel;Carretera;166+727;CA
84;TUN-MAG-CS-EDIF-ITS;I.MAG.II, 16A, I.DIF.II, 25A 30mA, AC;TUN-MAG-CS-EDIF-ITS;Carretera Tunel;Carretera;166+727;CA
85;TUN-MAG-A1-EDIF-ITS;I.Autom.IV, In=100 A, Ireg=100 A, Rele y Trans., Dif:30 mA+ AC, Curvas B+C+D;TUN-MAG-A1-EDIF-ITS;Carretera Tunel;Carretera;166+727;CA
86;TUN-MAG-E1-EDIF-ITS;I.Autom.IV, In=100 A, Ireg=100 A, Rele y Trans., Dif:30 mA+ AC, Curvas B+C+D;TUN-MAG-E1-EDIF-ITS;Carretera Tunel;Carretera;166+727;CA
87;TUN-MAG-F1-EDIF-ITS;I.Autom.IV, In=100 A, Ireg=100 A, Rele y Trans., Dif:30 mA+ AC, Curvas B+C+D;TUN-MAG-F1-EDIF-ITS;Carretera Tunel;Carretera;166+727;CA
88;TUN-MAG-F2-EDIF-ITS;I.Autom.IV, In=100 A, Ireg=100 A, Rele y Trans., Dif:30 mA+ AC, Curvas B+C+D;TUN-MAG-F2-EDIF-ITS;Carretera Tunel;Carretera;166+727;CA
89;TUN-INT-GEN-EDIF-PCI;TUN-INT-GEN-EDIF-PCI;TUN-INT-GEN-EDIF-PCI;Carretera Tunel;Carretera;166+727;CA
90;TUN-MAG-ITS1;TUN-MAG-ITS1;TUN-MAG-ITS1;Carretera Tunel;Carretera;166+727;CA
91;TUN-INT-ITS1;TUN-INT-ITS1;TUN-INT-ITS1;Carretera Tunel;Carretera;166+727;CA
92;TUN-MAGDIF-BF10;TUN-MAGDIF-BF10;TUN-MAGDIF-BF10;Carretera Tunel;Carretera;166+727;CA
93;TUN-MAGDIF-BF11;TUN-MAGDIF-BF11;TUN-MAGDIF-BF11;Carretera Tunel;Carretera;166+727;CA
94;TUN-MAGDIF-BF13-2;TUN-MAGDIF-BF13-2;TUN-MAGDIF-BF13-2;Carretera Tunel;Carretera;166+727;CA
95;TUN-MAGDIF-BF13-3;TUN-MAGDIF-BF13-3;TUN-MAGDIF-BF13-3;Carretera Tunel;Carretera;166+727;CA
96;TUN-MAGDIF-BF13-4;TUN-MAGDIF-BF13-4;TUN-MAGDIF-BF13-4;Carretera Tunel;Carretera;166+727;CA
97;TUN-MAGDIF-BF13-5;TUN-MAGDIF-BF13-5;TUN-MAGDIF-BF13-5;Carretera Tunel;Carretera;166+727;CA
98;TUN-MAGDIF-BF13-6;TUN-MAGDIF-BF13-6;TUN-MAGDIF-BF13-6;Carretera Tunel;Carretera;166+727;CA
99;TUN-MAGDIF-BF13-7;TUN-MAGDIF-BF13-7;TUN-MAGDIF-BF13-7;Carretera Tunel;Carretera;166+727;CA
100;TUN-MAGDIF-BF13-1;TUN-MAGDIF-BF13-1;TUN-MAGDIF-BF13-1;Carretera Tunel;Carretera;166+727;CA
101;TUN-MAGDIF-BF14-2;TUN-MAGDIF-BF14-2;TUN-MAGDIF-BF14-2;Carretera Tunel;Carretera;166+727;CA
102;TUN-MAGDIF-BF14-3;TUN-MAGDIF-BF14-3;TUN-MAGDIF-BF14-3;Carretera Tunel;Carretera;166+727;CA
103;TUN-MAGDIF-BF14-4;TUN-MAGDIF-BF14-4;TUN-MAGDIF-BF14-4;Carretera Tunel;Carretera;166+727;CA
104;TUN-MAGDIF-BF14-5;TUN-MAGDIF-BF14-5;TUN-MAGDIF-BF14-5;Carretera Tunel;Carretera;166+727;CA
105;TUN-MAGDIF-BF15;TUN-MAGDIF-BF15;TUN-MAGDIF-BF15;Carretera Tunel;Carretera;166+727;CA
106;TUN-MAGDIF-BF16;TUN-MAGDIF-BF16;TUN-MAGDIF-BF16;Carretera Tunel;Carretera;166+727;CA
107;TUN-MAGDIF-DET1-LAZO;TUN-MAGDIF-DET1-LAZO;TUN-MAGDIF-DET1-LAZO;Carretera Tunel;Carretera;166+727;CA
108;TUN-MAGDIF-METEO;TUN-MAGDIF-METEO;TUN-MAGDIF-METEO;Carretera Tunel;Carretera;166+727;CA
109;TUN-MAGDIF-BF20;TUN-MAGDIF-BF20;TUN-MAGDIF-BF20;Carretera Tunel;Carretera;166+727;CA
110;TUN-MAGDIF-BF21;TUN-MAGDIF-BF21;TUN-MAGDIF-BF21;Carretera Tunel;Carretera;166+727;CA
111;TUN-MAGDIF-BF22;TUN-MAGDIF-BF22;TUN-MAGDIF-BF22;Carretera Tunel;Carretera;166+727;CA
112;TUN-MAGDIF-BF23;TUN-MAGDIF-BF23;TUN-MAGDIF-BF23;Carretera Tunel;Carretera;166+727;CA
113;TUN-MAGDIF-BF25;TUN-MAGDIF-BF25;TUN-MAGDIF-BF25;Carretera Tunel;Carretera;166+727;CA
114;TUN-MAGDIF-BF26;TUN-MAGDIF-BF26;TUN-MAGDIF-BF26;Carretera Tunel;Carretera;166+727;CA
115;TUN-MAGDIF-BF27;TUN-MAGDIF-BF27;TUN-MAGDIF-BF27;Carretera Tunel;Carretera;166+727;CA
116;TUN-MAGDIF-BF28;TUN-MAGDIF-BF28;TUN-MAGDIF-BF28;Carretera Tunel;Carretera;166+727;CA
117;TUN-MAGDIF-BF29;TUN-MAGDIF-BF29;TUN-MAGDIF-BF29;Carretera Tunel;Carretera;166+727;CA
118;TUN-MAGDIF-BF30;TUN-MAGDIF-BF30;TUN-MAGDIF-BF30;Carretera Tunel;Carretera;166+727;CA
119;TUN-MAGDIF-BF34;TUN-MAGDIF-BF34;TUN-MAGDIF-BF34;Carretera Tunel;Carretera;166+727;CA
120;TUN-VENT-INT-VF2-MA;TUN-VENT-INT-VF2-MA;TUN-VENT-INT-VF2-MA;Carretera Tunel;Carretera;172+100;CA
121;TUN-MAG-GAL;TUN-MAG-GAL;TUN-MAG-GAL;Carretera Tunel;Carretera;166+727;CA
122;TUN-MAGDIF-GA1-LUM;TUN-MAGDIF-GA1-LUM;TUN-MAGDIF-GA1-LUM;Carretera Tunel;Carretera;166+727;CA
123;TUN-MAGDIF-GA2-LUM;TUN-MAGDIF-GA2-LUM;TUN-MAGDIF-GA2-LUM;Carretera Tunel;Carretera;166+727;CA
124;TUN-MAGDIF-GE1-LUM;TUN-MAGDIF-GE1-LUM;TUN-MAGDIF-GE1-LUM;Carretera Tunel;Carretera;166+727;CA
125;TUN-MAGDIF-GF6-GAL;TUN-MAGDIF-GF6-GAL;TUN-MAGDIF-GF6-GAL;Carretera Tunel;Carretera;166+727;CA
126;TUN-MAGDIF-GF9-COMM;TUN-MAGDIF-GF9-COMM;TUN-MAGDIF-GF9-COMM;Carretera Tunel;Carretera;166+727;CA
127;TUN-MAGDIF-PRES-GAL;TUN-MAGDIF-PRES-GAL;TUN-MAGDIF-PRES-GAL;Carretera Tunel;Carretera;166+727;CA
128;TUN-INT-CS-EDIF-ITS;TUN-INT-CS-EDIF-ITS;TUN-INT-CS-EDIF-ITS;Carretera Tunel;Carretera;166+727;CA
129;TUN-MAGDIF-FIBRA;TUN-MAGDIF-FIBRA;TUN-MAGDIF-FIBRA;Carretera Tunel;Carretera;166+317;CA
130;TUN-MAGDIF-CGBT-ITS1;TUN-MAGDIF-CGBT-ITS1;TUN-MAGDIF-CGBT-ITS1;Carretera Tunel;Carretera;166+317;CA
