item;element_subtype;alias;description;sessionuid;road;stretchs;secc;pk;dm;sentido;on_change_measure;param1_brand;param2_model
1;4;S1TN-MET-001;S1TN-MET-001;S1TN-MET-001;AVO;S1TN_EXT;Secc.01-11-13;37+300;1425;;;Dilus;WS500-WS100-IRS31-SWS050
