device_name;session_uid;PLC_name;det_name;det_order;host;url_publisher;port(i);read_permission;write_permission;num_polling_out_comm;time_polling_ms
_RNRJS46P;_RNRJS46P;PLCRNRJS46P;DET08-ADPJS54L;8;10.191.16.14;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS47P;_RNRJS47P;PLCRNRJS47P;DET01-ADPJS55L;1;10.191.16.16;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS47P;_RNRJS47P;PLCRNRJS47P;DET02-ADPJS55L;2;10.191.16.16;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS47P;_RNRJS47P;PLCRNRJS47P;DET03-ADPJS55L;3;10.191.16.16;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS47P;_RNRJS47P;PLCRNRJS47P;DET04-ADPJS55L;4;10.191.16.16;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS47P;_RNRJS47P;PLCRNRJS47P;DET05-ADPJS55L;5;10.191.16.16;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS48P;_RNRJS48P;PLCRNRJS48P;DET01-ADPJS57P;1;10.191.16.25;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS48P;_RNRJS48P;PLCRNRJS48P;DET02-ADPJS57P;2;10.191.16.25;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS48P;_RNRJS48P;PLCRNRJS48P;DET03-ADPJS57P;3;10.191.16.25;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS48P;_RNRJS48P;PLCRNRJS48P;DET04-ADPJS57P;4;10.191.16.25;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS48P;_RNRJS48P;PLCRNRJS48P;DET05-ADPJS58L;5;10.191.16.25;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS48P;_RNRJS48P;PLCRNRJS48P;DET06-ADPJS58L;6;10.191.16.25;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS48P;_RNRJS48P;PLCRNRJS48P;DET07-ADPJS58L;7;10.191.16.25;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS49P;_RNRJS49P;PLCRNRJS49P;DET01-ADPJS59L;1;10.191.16.27;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS49P;_RNRJS49P;PLCRNRJS49P;DET02-ADPJS59L;2;10.191.16.27;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS49P;_RNRJS49P;PLCRNRJS49P;DET03-ADPJS59L;3;10.191.16.27;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRKD01L;_RNRKD01L;PLCRNRKD01L;DET01-ADPKD01L;1;10.191.7.17;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRKD01L;_RNRKD01L;PLCRNRKD01L;DET02-ADPKD01L;2;10.191.7.17;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRKD01L;_RNRKD01L;PLCRNRKD01L;DET03-ADPKD01L;3;10.191.7.17;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRKD03L;_RNRKD03L;PLCRNRKD03L;DET01-ADPKD02L;1;10.191.7.20;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRKD03L;_RNRKD03L;PLCRNRKD03L;DET02-ADPKD02L;2;10.191.7.20;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRKD03L;_RNRKD03L;PLCRNRKD03L;DET03-ADPKD02L;3;10.191.7.20;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRKD08L;_RNRKD08L;PLCRNRKD08L;DET01-ADPKD03L;1;10.191.7.32;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRKD08L;_RNRKD08L;PLCRNRKD08L;DET02-ADPKD03L;2;10.191.7.32;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRKD09L;_RNRKD09L;PLCRNRKD09L;DET01-ADPKD04L;1;10.191.1.2;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRKD09L;_RNRKD09L;PLCRNRKD09L;DET02-ADPKD04L;2;10.191.1.2;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRKD10L;_RNRKD10L;PLCRNRKD10L;DET01-ADPKD05L;1;10.191.1.8;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRKD10L;_RNRKD10L;PLCRNRKD10L;DET02-ADPKD05L;2;10.191.1.8;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRKD11L;_RNRKD11L;PLCRNRKD11L;DET01-ADPKD06L;1;10.191.2.17;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRKD11L;_RNRKD11L;PLCRNRKD11L;DET02-ADPKD06L;2;10.191.2.17;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_SCJS05P;_SCJS05P;PLCSCJS05P;DET01-ADPJS56L;1;10.191.16.22;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_SCJS05P;_SCJS05P;PLCSCJS05P;DET02-ADPJS56L;2;10.191.16.22;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_SCJS05P;_SCJS05P;PLCSCJS05P;DET03-ADPJS56L;3;10.191.16.22;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_SCJS02P;_SCJS02P;PLCSCJS02P;DET01-ADPJS03P;1;10.191.10.38;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_SCJS02P;_SCJS02P;PLCSCJS02P;DET02-ADPJS03P;2;10.191.10.38;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_SCJS02P;_SCJS02P;PLCSCJS02P;DET03-ADPJS03P;3;10.191.10.38;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS02L;_RNRJS02L;PLCRNRJS02L;DET01-ADPJS04L;1;10.191.10.39;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS02L;_RNRJS02L;PLCRNRJS02L;DET02-ADPJS04L;2;10.191.10.39;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS02L;_RNRJS02L;PLCRNRJS02L;DET03-ADPJS04L;3;10.191.10.39;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS03P;_RNRJS03P;PLCRNRJS03P;DET01-ADPJS05P;1;10.191.10.67;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS03P;_RNRJS03P;PLCRNRJS03P;DET02-ADPJS05P;2;10.191.10.67;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS03P;_RNRJS03P;PLCRNRJS03P;DET03-ADPJS05P;3;10.191.10.67;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_SCJS03L;_SCJS03L;PLCSCJS03L;DET01-ADPJS06L;1;10.191.8.2;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_SCJS03L;_SCJS03L;PLCSCJS03L;DET02-ADPJS06L;2;10.191.8.2;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS04L;_RNRJS04L;PLCRNRJS04L;DET01-ADPJS07L;1;10.191.8.17;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS04L;_RNRJS04L;PLCRNRJS04L;DET02-ADPJS07L;2;10.191.8.17;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS05L;_RNRJS05L;PLCRNRJS05L;DET01-ADPJS08P;1;10.191.8.19;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS05L;_RNRJS05L;PLCRNRJS05L;DET02-ADPJS08P;2;10.191.8.19;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS07L;_RNRJS07L;PLCRNRJS07L;DET01-ADPJS09L;1;10.191.8.28;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS07L;_RNRJS07L;PLCRNRJS07L;DET02-ADPJS09L;2;10.191.8.28;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS08L;_RNRJS08L;PLCRNRJS08L;DET01-ADPJS10P;1;10.191.8.31;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS08L;_RNRJS08L;PLCRNRJS08L;DET02-ADPJS10P;2;10.191.8.31;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS08L;_RNRJS08L;PLCRNRJS08L;DET03-ADPJS10P;3;10.191.8.31;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS09L;_RNRJS09L;PLCRNRJS09L;DET01-ADPJS11L;1;10.191.8.33;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS09L;_RNRJS09L;PLCRNRJS09L;DET02-ADPJS11L;2;10.191.8.33;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS14P;_RNRJS14P;PLCRNRJS14P;DET01-ADPJS17L;1;10.191.10.16;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS14P;_RNRJS14P;PLCRNRJS14P;DET02-ADPJS17L;2;10.191.10.16;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS14P;_RNRJS14P;PLCRNRJS14P;DET03-ADPJS17L;3;10.191.10.16;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS17P;_RNRJS17P;PLCRNRJS17P;DET01-ADPJS18P;1;10.191.10.100;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
