device_name;session_uid;PLC_name;det_name;det_order;host;url_publisher;port(i);read_permission;write_permission;num_polling_out_comm;time_polling_ms
_RNRJS42P;_RNRJS42P;PLCRNRJS42P;DET01-ADPJS49P;1;10.191.16.4;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS42P;_RNRJS42P;PLCRNRJS42P;DET02-ADPJS49P;2;10.191.16.4;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS43P;_RNRJS43P;PLCRNRJS43P;DET01-ADPJS50P;1;10.191.16.6;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS43P;_RNRJS43P;PLCRNRJS43P;DET02-ADPJS50P;2;10.191.16.6;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS44P;_RNRJS44P;PLCRNRJS44P;DET01-ADPJS51L;1;10.191.16.8;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS44P;_RNRJS44P;PLCRNRJS44P;DET02-ADPJS51L;2;10.191.16.8;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS44P;_RNRJS44P;PLCRNRJS44P;DET03-ADPJS51L;3;10.191.16.8;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS45P;_RNRJS45P;PLCRNRJS45P;DET01-ADPJS52P;1;10.191.16.12;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS45P;_RNRJS45P;PLCRNRJS45P;DET02-ADPJS52P;2;10.191.16.12;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS46P;_RNRJS46P;PLCRNRJS46P;DET01-ADPJS53P;1;10.191.16.14;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS46P;_RNRJS46P;PLCRNRJS46P;DET02-ADPJS53P;2;10.191.16.14;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS46P;_RNRJS46P;PLCRNRJS46P;DET03-ADPJS53P;3;10.191.16.14;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS46P;_RNRJS46P;PLCRNRJS46P;DET04-ADPJS53P;4;10.191.16.14;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS46P;_RNRJS46P;PLCRNRJS46P;DET05-ADPJS54L;5;10.191.16.14;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS46P;_RNRJS46P;PLCRNRJS46P;DET06-ADPJS54L;6;10.191.16.14;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS46P;_RNRJS46P;PLCRNRJS46P;DET07-ADPJS54L;7;10.191.16.14;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
