name;device;channel;description;controller;xAddress;xStatusAddress;xAlarmAddress;xAlarmStatusAddress;multiplier;offset;log;units;avg
RV-CO-1CA;SOS_1CA;M1AI0;RV-CO-1CA Nivel de CO;WAGO;16600;100;700;148;0.009158;0.0;true;ppm;false
RV-NO-1CA;SOS_1CA;M1AI1;RV-NO-1CA Nivel de NO;WAGO;16602;101;701;149;0.000611;0.0;true;ppm;false
RV-OPC-1CA;SOS_1CA;M1AI2;RV-OPC-1CA Nivel de opacidad;WAGO;16604;102;702;150;0.00000305250;0.0;true;m-1;false
RV-VENT-VF1-CA;SOS_1CA;M2AI0;RV-VENT-VF1-CA Nivel de vibracion;WAGO;16606;103;703;151;0.000763;0.0;false;mm/s;false
RV-VENT-VF2-CA;SOS_1CA;M2AI1;RV-VENT-VF2-CA Nivel de vibracion;WAGO;16608;104;704;152;0.000763;0.0;false;mm/s;false
RV-VENT-VF3-CA;SOS_1CA;M2AI2;RV-VENT-VF3-CA Nivel de vibracion;WAGO;16610;105;705;153;0.000763;0.0;false;mm/s;false
RV-VENT-VF4-CA;SOS_1CA;M2AI3;RV-VENT-VF4-CA Nivel de vibracion;WAGO;16612;106;706;154;0.000763;0.0;false;mm/s;false
RV-ANI-1CA;SOS_1CA;M2AI4;RV-ANI-1CA Velocidad del viento;WAGO;16614;107;707;155;-0.001221;20;false;m/s;false
RV-LUX-2CA;SOS_1CA;M2AI5;RV-LUX-2CA Nivel de Luminosidad;WAGO;16616;108;708;156;0.076282;1.0;false;lux;false
RV-LUX-3CA;SOS_1CA;M2AI6;RV-LUX-3CA Nivel de Luminosidad;WAGO;16618;109;709;157;0.0304945;1.0;false;lux;false
RV-VENT-VF1-CA;SOS_1CA;M3AI0;RV-VENT-VF1-CA Temperatura rodamientos motor delantero;WAGO;16620;110;710;158;0.0625;0.0;false;C;false
RV-VENT-VF1-CA;SOS_1CA;M3AI1;RV-VENT-VF1-CA Temperatura rodamientos motor trasero;WAGO;16622;111;711;159;0.0625;0.0;false;C;false
RV-VENT-VF2-CA;SOS_1CA;M3AI2;RV-VENT-VF2-CA Temperatura rodamientos motor delantero;WAGO;16624;112;712;160;0.0625;0.0;false;C;false
RV-VENT-VF2-CA;SOS_1CA;M3AI3;RV-VENT-VF2-CA Temperatura rodamientos motor trasero;WAGO;16626;113;713;161;0.0625;0.0;false;C;false
