root_device;signal;id;device;channel;description;controller;inverseLogic
RV-VNT-VF1-MA;directSpinInput;1;CTGBT;M7DI15;RV-VNT-VF5-MA Estado giro sentido directo;WAGO;false
RV-VNT-VF1-MA;directSpinOutput;2;CTGBT;M3DO7;RV-VNT-VF1-MA Control giro sentido directo;WAGO;false
RV-VNT-VF1-MA;inverseSpinInput;3;CTGBT;M8DI0;RV-VNT-VF1-MA Estado giro sentido inverso;WAGO;false
RV-VNT-VF1-MA;inverseSpinOutput;4;CTGBT;M3DO8;RV-VNT-VF1-MA Control giro sentido inverso;WAGO;false
RV-VNT-VF2-MA;directSpinInput;1;CTGBT;M8DI3;RV-VNT-VF6-MA Estado giro sentido directo;WAGO;false
RV-VNT-VF2-MA;directSpinOutput;2;CTGBT;M3DO9;RV-VNT-VF2-MA Control giro sentido directo;WAGO;false
RV-VNT-VF2-MA;inverseSpinInput;3;CTGBT;M8DI4;RV-VNT-VF2-MA Estado giro sentido inverso;WAGO;false
RV-VNT-VF2-MA;inverseSpinOutput;4;CTGBT;M3DO10;RV-VNT-VF2-MA Control giro sentido inverso;WAGO;false
RV-VNT-VF3-MA;directSpinInput;1;CTGBT;M7DI11;RV-VNT-VF4-MA Estado giro sentido directo;WAGO;false
RV-VNT-VF3-MA;directSpinOutput;2;CTGBT;M3DO5;RV-VNT-VF3-MA Control giro sentido directo;WAGO;false
RV-VNT-VF3-MA;inverseSpinInput;3;CTGBT;M7DI12;RV-VNT-VF3-MA Estado giro sentido inverso;WAGO;false
RV-VNT-VF3-MA;inverseSpinOutput;4;CTGBT;M3DO6;RV-VNT-VF3-MA Control giro sentido inverso;WAGO;false
RV-VNT-VF4-MA;directSpinInput;1;CTGBT;M6DI15;RV-VNT-VF1-MA Estado giro sentido directo;WAGO;false
RV-VNT-VF4-MA;directSpinOutput;2;CTGBT;M2DO15;RV-VNT-VF4-MA Control giro sentido directo;WAGO;false
RV-VNT-VF4-MA;inverseSpinInput;3;CTGBT;M7DI0;RV-VNT-VF4-MA Estado giro sentido inverso;WAGO;false
RV-VNT-VF4-MA;inverseSpinOutput;4;CTGBT;M3DO0;RV-VNT-VF4-MA Control giro sentido inverso;WAGO;false
RV-VNT-VF5-MA;directSpinInput;1;CTGBT;M7DI3;RV-VNT-VF4-MA Estado giro sentido directo;WAGO;false
RV-VNT-VF5-MA;directSpinOutput;2;CTGBT;M3DO1;RV-VNT-VF5-MA Control giro sentido directo;WAGO;false
RV-VNT-VF5-MA;inverseSpinInput;3;CTGBT;M7DI4;RV-VNT-VF5-MA Estado giro sentido inverso;WAGO;false
RV-VNT-VF5-MA;inverseSpinOutput;4;CTGBT;M3DO2;RV-VNT-VF5-MA Control giro sentido inverso;WAGO;false
RV-VNT-VF6-MA;directSpinInput;1;CTGBT;M7DI7;RV-VNT-VF3-MA Estado giro sentido directo;WAGO;false
RV-VNT-VF6-MA;directSpinOutput;2;CTGBT;M3DO3;RV-VNT-VF6-MA Control giro sentido directo;WAGO;false
RV-VNT-VF6-MA;inverseSpinInput;3;CTGBT;M7DI8;RV-VNT-VF6-MA Estado giro sentido inverso;WAGO;false
RV-VNT-VF6-MA;inverseSpinOutput;4;CTGBT;M3DO4;RV-VNT-VF6-MA Control giro sentido inverso;WAGO;false
