root_device;signal;id;device;channel;description;controller;inverseLogic;xAddress;xStatusAddress
Central de alarmas RV Sentido CA;zonesAlarm;1;Siemens_OTS_CA;DI0;RV-OTS CA Alarma Zona 1;OTS;false;1000;1200
Central de alarmas RV Sentido CA;zonesAlarm;2;Siemens_OTS_CA;DI1;RV-OTS CA Alarma Zona 2;OTS;false;1001;1201
Central de alarmas RV Sentido CA;zonesAlarm;3;Siemens_OTS_CA;DI2;RV-OTS CA Alarma Zona 3;OTS;false;1002;1202
Central de alarmas RV Sentido CA;zonesAlarm;4;Siemens_OTS_CA;DI3;RV-OTS CA Alarma Zona 4;OTS;false;1003;1203
Central de alarmas RV Sentido CA;zonesAlarm;5;Siemens_OTS_CA;DI4;RV-OTS CA Alarma Zona 5;OTS;false;1004;1204
Central de alarmas RV Sentido CA;fiberFaultAlarm;1;Siemens_OTS_CA;DI2000;RV-OTS CA Alarma fibra Zona 1;OTS;false;1005;1205
Central de alarmas RV Sentido CA;fiberFaultAlarm;2;Siemens_OTS_CA;DI2001;RV-OTS CA Alarma fibra Zona 2;OTS;false;1006;1206
Central de alarmas RV Sentido CA;fiberFaultAlarm;3;Siemens_OTS_CA;DI2002;RV-OTS CA Alarma fibra Zona 3;OTS;false;1007;1207
Central de alarmas RV Sentido CA;fiberFaultAlarm;4;Siemens_OTS_CA;DI2003;RV-OTS CA Alarma fibra Zona 4;OTS;false;1008;1208
Central de alarmas RV Sentido CA;fiberFaultAlarm;5;Siemens_OTS_CA;DI2004;RV-OTS CA Alarma fibra Zona 5;OTS;false;1009;1209
Central de alarmas RV Sentido CA;averageTemperature;1;Siemens_OTS_CA;AI4000;RV-OTS CA Temperatura media Zona 1;OTS;false;1010;1210
Central de alarmas RV Sentido CA;averageTemperature;2;Siemens_OTS_CA;AI4002;RV-OTS CA Temperatura media Zona 2;OTS;false;1012;1211
Central de alarmas RV Sentido CA;averageTemperature;3;Siemens_OTS_CA;AI4004;RV-OTS CA Temperatura media Zona 3;OTS;false;1014;1212
Central de alarmas RV Sentido CA;averageTemperature;4;Siemens_OTS_CA;AI4006;RV-OTS CA Temperatura media Zona 4;OTS;false;1016;1213
Central de alarmas RV Sentido CA;averageTemperature;5;Siemens_OTS_CA;AI4008;RV-OTS CA Temperatura media Zona 5;OTS;false;1018;1214
Central de alarmas RV Sentido MA;zonesAlarm;1;Siemens_OTS_MA;DI0;RV-OTS MA Alarma Zona 1;OTS;false;1020;1215
Central de alarmas RV Sentido MA;zonesAlarm;2;Siemens_OTS_MA;DI1;RV-OTS MA Alarma Zona 2;OTS;false;1021;1216
Central de alarmas RV Sentido MA;zonesAlarm;3;Siemens_OTS_MA;DI2;RV-OTS MA Alarma Zona 3;OTS;false;1022;1217
Central de alarmas RV Sentido MA;zonesAlarm;4;Siemens_OTS_MA;DI3;RV-OTS MA Alarma Zona 4;OTS;false;1023;1218
Central de alarmas RV Sentido MA;zonesAlarm;5;Siemens_OTS_MA;DI4;RV-OTS MA Alarma Zona 5;OTS;false;1024;1219
Central de alarmas RV Sentido MA;fiberFaultAlarm;1;Siemens_OTS_MA;DI2000;RV-OTS MA Alarma fibra Zona 1;OTS;false;1025;1220
Central de alarmas RV Sentido MA;fiberFaultAlarm;2;Siemens_OTS_MA;DI2001;RV-OTS MA Alarma fibra Zona 2;OTS;false;1026;1221
Central de alarmas RV Sentido MA;fiberFaultAlarm;3;Siemens_OTS_MA;DI2002;RV-OTS MA Alarma fibra Zona 3;OTS;false;1027;1222
Central de alarmas RV Sentido MA;fiberFaultAlarm;4;Siemens_OTS_MA;DI2003;RV-OTS MA Alarma fibra Zona 4;OTS;false;1028;1223
Central de alarmas RV Sentido MA;fiberFaultAlarm;5;Siemens_OTS_MA;DI2004;RV-OTS MA Alarma fibra Zona 5;OTS;false;1029;1224
Central de alarmas RV Sentido MA;averageTemperature;1;Siemens_OTS_MA;AI4000;RV-OTS MA Temperatura media Zona 1;OTS;false;1030;1225
Central de alarmas RV Sentido MA;averageTemperature;2;Siemens_OTS_MA;AI4002;RV-OTS MA Temperatura media Zona 2;OTS;false;1032;1226
Central de alarmas RV Sentido MA;averageTemperature;3;Siemens_OTS_MA;AI4004;RV-OTS MA Temperatura media Zona 3;OTS;false;1034;1227
Central de alarmas RV Sentido MA;averageTemperature;4;Siemens_OTS_MA;AI4006;RV-OTS MA Temperatura media Zona 4;OTS;false;1036;1228
Central de alarmas RV Sentido MA;averageTemperature;5;Siemens_OTS_MA;AI4008;RV-OTS MA Temperatura media Zona 5;OTS;false;1038;1229
