name;device;channel;description;controller;xAddress;xStatusAddress;inverseLogic
RV-SOS-1CA;SOS_1CA;M1DI5;RV-SOS-1CA Alarma FA Sensores;WAGO;15500;800;false
RV-SOS-1MA;SOS_1MA;M1DI4;RV-SOS-1MA Alarma FA Sensores;WAGO;15501;801;false
RV-VENT-VF1-CA;CTGBT;M5DI14;Estado interruptor ventilador RV-VENT-VF1-CA;WAGO;15504;804;false
RV-VENT-VF1-CA;CTGBT;M6DI1;Estado circuito fallo arrancador ventilador RV-VENT-VF1-CA;WAGO;15505;805;false
RV-VENT-VF2-CA;CTGBT;M6DI2;Estado interruptor ventilador RV-VENT-VF2-CA;WAGO;15506;806;false
RV-VENT-VF2-CA;CTGBT;M6DI5;Estado circuito fallo arrancador ventilador RV-VENT-VF2-CA;WAGO;15507;807;false
RV-VENT-VF3-CA;CTGBT;M6DI6;Estado interruptor ventilador RV-VENT-VF3-CA;WAGO;15508;808;false
RV-VENT-VF3-CA;CTGBT;M6DI9;Estado circuito fallo arrancador ventilador RV-VENT-VF3-CA;WAGO;15509;809;false
RV-VENT-VF4-CA;CTGBT;M6DI10;Estado interruptor ventilador RV-VENT-VF4-CA;WAGO;15510;810;false
RV-VENT-VF4-CA;CTGBT;M6DI13;Estado circuito fallo arrancador ventilador RV-VENT-VF4-CA;WAGO;15511;811;false
RV-VENT-VF4-MA;CTGBT;M6DI14;Estado interruptor ventilador RV-VENT-VF4-MA;WAGO;15512;812;false
RV-VENT-VF4-MA;CTGBT;M7DI1;Estado circuito fallo arrancador ventilador RV-VENT-VF4-MA;WAGO;15513;813;false
RV-VENT-VF5-MA;CTGBT;M7DI2;Estado interruptor ventilador RV-VENT-VF5-MA;WAGO;15514;814;false
RV-VENT-VF5-MA;CTGBT;M7DI5;Estado circuito fallo arrancador ventilador RV-VENT-VF5-MA;WAGO;15515;815;false
RV-VENT-VF6-MA;CTGBT;M7DI6;Estado interruptor ventilador RV-VENT-VF6-MA;WAGO;15516;816;false
RV-VENT-VF6-MA;CTGBT;M7DI9;Estado circuito fallo arrancador ventilador RV-VENT-VF6-MA;WAGO;15517;817;false
RV-VENT-VF3-MA;CTGBT;M7DI10;Estado interruptor ventilador RV-VENT-VF3-MA;WAGO;15518;818;false
RV-VENT-VF3-MA;CTGBT;M7DI13;Estado circuito fallo arrancador ventilador RV-VENT-VF3-MA;WAGO;15519;819;false
RV-VENT-VF1-MA;CTGBT;M7DI14;Estado interruptor ventilador RV-VENT-VF1-MA;WAGO;15520;820;false
RV-VENT-VF1-MA;CTGBT;M8DI1;Estado circuito fallo arrancador ventilador RV-VENT-VF1-MA;WAGO;15521;821;false
RV-VENT-VF2-MA;CTGBT;M8DI2;Estado interruptor ventilador RV-VENT-VF2-MA;WAGO;15522;822;false
RV-VENT-VF2-MA;CTGBT;M8DI5;Estado circuito fallo arrancador ventilador RV-VENT-VF2-MA;WAGO;15523;823;false
RV-VENT-VF1-CA;SOS_1CA;M2DI0;RV-VNT-VF1-CA Alarma Temperatura Devanados Motor Ventilador;WAGO;505;606;false
RV-VENT-VF2-CA;SOS_1CA;M2DI1;RV-VNT-VF1-CA Alarma Temperatura Devanados Motor Ventilador;WAGO;510;613;false
RV-VENT-VF3-CA;SOS_1CA;M2DI2;RV-VNT-VF1-CA Alarma Temperatura Devanados Motor Ventilador;WAGO;515;620;false
