alias;measure;offset;;;
LQ-SEC-2-DET-4CA-OUT;vehlong11;1778;;;
LQ-SEC-2-DET-4CA-OUT;vehlong12;1779;;;
LQ-SEC-2-DET-4CA-OUT;vehlong13;1780;;;
LQ-SEC-2-DET-4CA-OUT;vehlong14;1781;;;
LQ-SEC-2-DET-4CA-OUT;vehlong15;1782;;;
LQ-SEC-2-DET-4CA-OUT;vehlong16;1783;;;
LQ-SEC-2-DET-4CA-OUT;vehvel1;1784;;;
LQ-SEC-2-DET-4CA-OUT;vehvel2;1785;;;
LQ-SEC-2-DET-4CA-OUT;vehvel3;1786;;;
LQ-SEC-2-DET-4CA-OUT;vehvel4;1787;;;
LQ-SEC-2-DET-4CA-OUT;vehvel5;1788;;;
LQ-SEC-2-DET-4CA-OUT;vehvel6;1789;;;
LQ-SEC-2-DET-4CA-OUT;vehvel7;1790;;;
LQ-SEC-2-DET-4CA-OUT;vehvel8;1791;;;
LQ-SEC-2-DET-4CA-OUT;vehvel9;1792;;;
LQ-SEC-2-DET-4CA-OUT;vehvel10;1793;;;
LQ-SEC-2-DET-4CA-OUT;vehvel11;1794;;;
LQ-SEC-2-DET-4CA-OUT;vehvel12;1795;;;
LQ-SEC-2-DET-4CA-OUT;vehvel13;1796;;;
LQ-SEC-2-DET-4CA-OUT;vehvel14;1797;;;
LQ-SEC-2-DET-4CA-OUT;vehvel15;1798;;;
LQ-SEC-2-DET-4CA-OUT;vehvel16;1799;;;
EST-SEC-1-DET-1CA-IN;periodo_integracion;1800;;;
EST-SEC-1-DET-1CA-IN;fallo_datos;1801;;;
EST-SEC-1-DET-1CA-IN;numero_detector;1802;;;
EST-SEC-1-DET-1CA-IN;intensidad_total;1803;;;
EST-SEC-1-DET-1CA-IN;ocupacion_espira_cabeza;1804;;;
EST-SEC-1-DET-1CA-IN;deteccion_congestion;1805;;;
EST-SEC-1-DET-1CA-IN;deteccion_intensidad_inversa;1806;;;
EST-SEC-1-DET-1CA-IN;sentido_circulacion;1807;;;
EST-SEC-1-DET-1CA-IN;velocidad_media;1808;;;
EST-SEC-1-DET-1CA-IN;longitud_media;1809;;;
EST-SEC-1-DET-1CA-IN;distancia_media;1810;;;
EST-SEC-1-DET-1CA-IN;vehlong1;1811;;;
EST-SEC-1-DET-1CA-IN;vehlong2;1812;;;
EST-SEC-1-DET-1CA-IN;vehlong3;1813;;;
EST-SEC-1-DET-1CA-IN;vehlong4;1814;;;
EST-SEC-1-DET-1CA-IN;vehlong5;1815;;;
EST-SEC-1-DET-1CA-IN;vehlong6;1816;;;
EST-SEC-1-DET-1CA-IN;vehlong7;1817;;;
EST-SEC-1-DET-1CA-IN;vehlong8;1818;;;
EST-SEC-1-DET-1CA-IN;vehlong9;1819;;;
EST-SEC-1-DET-1CA-IN;vehlong10;1820;;;
EST-SEC-1-DET-1CA-IN;vehlong11;1821;;;
EST-SEC-1-DET-1CA-IN;vehlong12;1822;;;
EST-SEC-1-DET-1CA-IN;vehlong13;1823;;;
EST-SEC-1-DET-1CA-IN;vehlong14;1824;;;
EST-SEC-1-DET-1CA-IN;vehlong15;1825;;;
EST-SEC-1-DET-1CA-IN;vehlong16;1826;;;
EST-SEC-1-DET-1CA-IN;vehvel1;1827;;;
EST-SEC-1-DET-1CA-IN;vehvel2;1828;;;
EST-SEC-1-DET-1CA-IN;vehvel3;1829;;;
EST-SEC-1-DET-1CA-IN;vehvel4;1830;;;
EST-SEC-1-DET-1CA-IN;vehvel5;1831;;;
EST-SEC-1-DET-1CA-IN;vehvel6;1832;;;
EST-SEC-1-DET-1CA-IN;vehvel7;1833;;;
EST-SEC-1-DET-1CA-IN;vehvel8;1834;;;
EST-SEC-1-DET-1CA-IN;vehvel9;1835;;;
EST-SEC-1-DET-1CA-IN;vehvel10;1836;;;
EST-SEC-1-DET-1CA-IN;vehvel11;1837;;;
EST-SEC-1-DET-1CA-IN;vehvel12;1838;;;
EST-SEC-1-DET-1CA-IN;vehvel13;1839;;;
EST-SEC-1-DET-1CA-IN;vehvel14;1840;;;
EST-SEC-1-DET-1CA-IN;vehvel15;1841;;;
EST-SEC-1-DET-1CA-IN;vehvel16;1842;;;
EST-SEC-1-DET-2CA-IN;periodo_integracion;1843;;;
EST-SEC-1-DET-2CA-IN;fallo_datos;1844;;;
EST-SEC-1-DET-2CA-IN;numero_detector;1845;;;
EST-SEC-1-DET-2CA-IN;intensidad_total;1846;;;
EST-SEC-1-DET-2CA-IN;ocupacion_espira_cabeza;1847;;;
EST-SEC-1-DET-2CA-IN;deteccion_congestion;1848;;;
EST-SEC-1-DET-2CA-IN;deteccion_intensidad_inversa;1849;;;
EST-SEC-1-DET-2CA-IN;sentido_circulacion;1850;;;
EST-SEC-1-DET-2CA-IN;velocidad_media;1851;;;
EST-SEC-1-DET-2CA-IN;longitud_media;1852;;;
EST-SEC-1-DET-2CA-IN;distancia_media;1853;;;
EST-SEC-1-DET-2CA-IN;vehlong1;1854;;;
EST-SEC-1-DET-2CA-IN;vehlong2;1855;;;
EST-SEC-1-DET-2CA-IN;vehlong3;1856;;;
EST-SEC-1-DET-2CA-IN;vehlong4;1857;;;
EST-SEC-1-DET-2CA-IN;vehlong5;1858;;;
EST-SEC-1-DET-2CA-IN;vehlong6;1859;;;
EST-SEC-1-DET-2CA-IN;vehlong7;1860;;;
EST-SEC-1-DET-2CA-IN;vehlong8;1861;;;
EST-SEC-1-DET-2CA-IN;vehlong9;1862;;;
EST-SEC-1-DET-2CA-IN;vehlong10;1863;;;
EST-SEC-1-DET-2CA-IN;vehlong11;1864;;;
EST-SEC-1-DET-2CA-IN;vehlong12;1865;;;
EST-SEC-1-DET-2CA-IN;vehlong13;1866;;;
EST-SEC-1-DET-2CA-IN;vehlong14;1867;;;
EST-SEC-1-DET-2CA-IN;vehlong15;1868;;;
EST-SEC-1-DET-2CA-IN;vehlong16;1869;;;
EST-SEC-1-DET-2CA-IN;vehvel1;1870;;;
EST-SEC-1-DET-2CA-IN;vehvel2;1871;;;
EST-SEC-1-DET-2CA-IN;vehvel3;1872;;;
EST-SEC-1-DET-2CA-IN;vehvel4;1873;;;
EST-SEC-1-DET-2CA-IN;vehvel5;1874;;;
EST-SEC-1-DET-2CA-IN;vehvel6;1875;;;
EST-SEC-1-DET-2CA-IN;vehvel7;1876;;;
EST-SEC-1-DET-2CA-IN;vehvel8;1877;;;
EST-SEC-1-DET-2CA-IN;vehvel9;1878;;;
EST-SEC-1-DET-2CA-IN;vehvel10;1879;;;
EST-SEC-1-DET-2CA-IN;vehvel11;1880;;;
EST-SEC-1-DET-2CA-IN;vehvel12;1881;;;
EST-SEC-1-DET-2CA-IN;vehvel13;1882;;;
EST-SEC-1-DET-2CA-IN;vehvel14;1883;;;
EST-SEC-1-DET-2CA-IN;vehvel15;1884;;;
EST-SEC-1-DET-2CA-IN;vehvel16;1885;;;
EST-SEC-2-DET-3MA-OUT;periodo_integracion;1886;;;
EST-SEC-2-DET-3MA-OUT;fallo_datos;1887;;;
EST-SEC-2-DET-3MA-OUT;numero_detector;1888;;;
EST-SEC-2-DET-3MA-OUT;intensidad_total;1889;;;
EST-SEC-2-DET-3MA-OUT;ocupacion_espira_cabeza;1890;;;
EST-SEC-2-DET-3MA-OUT;deteccion_congestion;1891;;;
EST-SEC-2-DET-3MA-OUT;deteccion_intensidad_inversa;1892;;;
EST-SEC-2-DET-3MA-OUT;sentido_circulacion;1893;;;
EST-SEC-2-DET-3MA-OUT;velocidad_media;1894;;;
EST-SEC-2-DET-3MA-OUT;longitud_media;1895;;;
EST-SEC-2-DET-3MA-OUT;distancia_media;1896;;;
EST-SEC-2-DET-3MA-OUT;vehlong1;1897;;;
EST-SEC-2-DET-3MA-OUT;vehlong2;1898;;;
EST-SEC-2-DET-3MA-OUT;vehlong3;1899;;;
EST-SEC-2-DET-3MA-OUT;vehlong4;1900;;;
EST-SEC-2-DET-3MA-OUT;vehlong5;1901;;;
EST-SEC-2-DET-3MA-OUT;vehlong6;1902;;;
EST-SEC-2-DET-3MA-OUT;vehlong7;1903;;;
EST-SEC-2-DET-3MA-OUT;vehlong8;1904;;;
EST-SEC-2-DET-3MA-OUT;vehlong9;1905;;;
EST-SEC-2-DET-3MA-OUT;vehlong10;1906;;;
EST-SEC-2-DET-3MA-OUT;vehlong11;1907;;;
EST-SEC-2-DET-3MA-OUT;vehlong12;1908;;;
EST-SEC-2-DET-3MA-OUT;vehlong13;1909;;;
EST-SEC-2-DET-3MA-OUT;vehlong14;1910;;;
EST-SEC-2-DET-3MA-OUT;vehlong15;1911;;;
EST-SEC-2-DET-3MA-OUT;vehlong16;1912;;;
EST-SEC-2-DET-3MA-OUT;vehvel1;1913;;;
EST-SEC-2-DET-3MA-OUT;vehvel2;1914;;;
EST-SEC-2-DET-3MA-OUT;vehvel3;1915;;;
EST-SEC-2-DET-3MA-OUT;vehvel4;1916;;;
EST-SEC-2-DET-3MA-OUT;vehvel5;1917;;;
EST-SEC-2-DET-3MA-OUT;vehvel6;1918;;;
EST-SEC-2-DET-3MA-OUT;vehvel7;1919;;;
EST-SEC-2-DET-3MA-OUT;vehvel8;1920;;;
EST-SEC-2-DET-3MA-OUT;vehvel9;1921;;;
EST-SEC-2-DET-3MA-OUT;vehvel10;1922;;;
EST-SEC-2-DET-3MA-OUT;vehvel11;1923;;;
EST-SEC-2-DET-3MA-OUT;vehvel12;1924;;;
EST-SEC-2-DET-3MA-OUT;vehvel13;1925;;;
EST-SEC-2-DET-3MA-OUT;vehvel14;1926;;;
EST-SEC-2-DET-3MA-OUT;vehvel15;1927;;;
EST-SEC-2-DET-3MA-OUT;vehvel16;1928;;;
EST-SEC-2-DET-4MA-OUT;periodo_integracion;1929;;;
EST-SEC-2-DET-4MA-OUT;fallo_datos;1930;;;
EST-SEC-2-DET-4MA-OUT;numero_detector;1931;;;
EST-SEC-2-DET-4MA-OUT;intensidad_total;1932;;;
EST-SEC-2-DET-4MA-OUT;ocupacion_espira_cabeza;1933;;;
EST-SEC-2-DET-4MA-OUT;deteccion_congestion;1934;;;
EST-SEC-2-DET-4MA-OUT;deteccion_intensidad_inversa;1935;;;
EST-SEC-2-DET-4MA-OUT;sentido_circulacion;1936;;;
EST-SEC-2-DET-4MA-OUT;velocidad_media;1937;;;
EST-SEC-2-DET-4MA-OUT;longitud_media;1938;;;
EST-SEC-2-DET-4MA-OUT;distancia_media;1939;;;
EST-SEC-2-DET-4MA-OUT;vehlong1;1940;;;
EST-SEC-2-DET-4MA-OUT;vehlong2;1941;;;
EST-SEC-2-DET-4MA-OUT;vehlong3;1942;;;
EST-SEC-2-DET-4MA-OUT;vehlong4;1943;;;
EST-SEC-2-DET-4MA-OUT;vehlong5;1944;;;
EST-SEC-2-DET-4MA-OUT;vehlong6;1945;;;
EST-SEC-2-DET-4MA-OUT;vehlong7;1946;;;
EST-SEC-2-DET-4MA-OUT;vehlong8;1947;;;
EST-SEC-2-DET-4MA-OUT;vehlong9;1948;;;
EST-SEC-2-DET-4MA-OUT;vehlong10;1949;;;
EST-SEC-2-DET-4MA-OUT;vehlong11;1950;;;
EST-SEC-2-DET-4MA-OUT;vehlong12;1951;;;
EST-SEC-2-DET-4MA-OUT;vehlong13;1952;;;
EST-SEC-2-DET-4MA-OUT;vehlong14;1953;;;
EST-SEC-2-DET-4MA-OUT;vehlong15;1954;;;
EST-SEC-2-DET-4MA-OUT;vehlong16;1955;;;
EST-SEC-2-DET-4MA-OUT;vehvel1;1956;;;
EST-SEC-2-DET-4MA-OUT;vehvel2;1957;;;
EST-SEC-2-DET-4MA-OUT;vehvel3;1958;;;
EST-SEC-2-DET-4MA-OUT;vehvel4;1959;;;
EST-SEC-2-DET-4MA-OUT;vehvel5;1960;;;
EST-SEC-2-DET-4MA-OUT;vehvel6;1961;;;
EST-SEC-2-DET-4MA-OUT;vehvel7;1962;;;
EST-SEC-2-DET-4MA-OUT;vehvel8;1963;;;
EST-SEC-2-DET-4MA-OUT;vehvel9;1964;;;
EST-SEC-2-DET-4MA-OUT;vehvel10;1965;;;
EST-SEC-2-DET-4MA-OUT;vehvel11;1966;;;
EST-SEC-2-DET-4MA-OUT;vehvel12;1967;;;
EST-SEC-2-DET-4MA-OUT;vehvel13;1968;;;
EST-SEC-2-DET-4MA-OUT;vehvel14;1969;;;
EST-SEC-2-DET-4MA-OUT;vehvel15;1970;;;
EST-SEC-2-DET-4MA-OUT;vehvel16;1971;;;
EST-SEC-1-DET-1MA-IN;periodo_integracion;1972;;;
EST-SEC-1-DET-1MA-IN;fallo_datos;1973;;;
EST-SEC-1-DET-1MA-IN;numero_detector;1974;;;
EST-SEC-1-DET-1MA-IN;intensidad_total;1975;;;
EST-SEC-1-DET-1MA-IN;ocupacion_espira_cabeza;1976;;;
EST-SEC-1-DET-1MA-IN;deteccion_congestion;1977;;;
EST-SEC-1-DET-1MA-IN;deteccion_intensidad_inversa;1978;;;
EST-SEC-1-DET-1MA-IN;sentido_circulacion;1979;;;
EST-SEC-1-DET-1MA-IN;velocidad_media;1980;;;
EST-SEC-1-DET-1MA-IN;longitud_media;1981;;;
EST-SEC-1-DET-1MA-IN;distancia_media;1982;;;
EST-SEC-1-DET-1MA-IN;vehlong1;1983;;;
EST-SEC-1-DET-1MA-IN;vehlong2;1984;;;
EST-SEC-1-DET-1MA-IN;vehlong3;1985;;;
EST-SEC-1-DET-1MA-IN;vehlong4;1986;;;
EST-SEC-1-DET-1MA-IN;vehlong5;1987;;;
EST-SEC-1-DET-1MA-IN;vehlong6;1988;;;
EST-SEC-1-DET-1MA-IN;vehlong7;1989;;;
EST-SEC-1-DET-1MA-IN;vehlong8;1990;;;
EST-SEC-1-DET-1MA-IN;vehlong9;1991;;;
EST-SEC-1-DET-1MA-IN;vehlong10;1992;;;
EST-SEC-1-DET-1MA-IN;vehlong11;1993;;;
EST-SEC-1-DET-1MA-IN;vehlong12;1994;;;
EST-SEC-1-DET-1MA-IN;vehlong13;1995;;;
EST-SEC-1-DET-1MA-IN;vehlong14;1996;;;
EST-SEC-1-DET-1MA-IN;vehlong15;1997;;;
EST-SEC-1-DET-1MA-IN;vehlong16;1998;;;
EST-SEC-1-DET-1MA-IN;vehvel1;1999;;;
EST-SEC-1-DET-1MA-IN;vehvel2;2000;;;
EST-SEC-1-DET-1MA-IN;vehvel3;2001;;;
EST-SEC-1-DET-1MA-IN;vehvel4;2002;;;
EST-SEC-1-DET-1MA-IN;vehvel5;2003;;;
EST-SEC-1-DET-1MA-IN;vehvel6;2004;;;
EST-SEC-1-DET-1MA-IN;vehvel7;2005;;;
EST-SEC-1-DET-1MA-IN;vehvel8;2006;;;
EST-SEC-1-DET-1MA-IN;vehvel9;2007;;;
EST-SEC-1-DET-1MA-IN;vehvel10;2008;;;
EST-SEC-1-DET-1MA-IN;vehvel11;2009;;;
EST-SEC-1-DET-1MA-IN;vehvel12;2010;;;
EST-SEC-1-DET-1MA-IN;vehvel13;2011;;;
EST-SEC-1-DET-1MA-IN;vehvel14;2012;;;
EST-SEC-1-DET-1MA-IN;vehvel15;2013;;;
EST-SEC-1-DET-1MA-IN;vehvel16;2014;;;
EST-SEC-1-DET-2MA-IN;periodo_integracion;2015;;;
EST-SEC-1-DET-2MA-IN;fallo_datos;2016;;;
EST-SEC-1-DET-2MA-IN;numero_detector;2017;;;
EST-SEC-1-DET-2MA-IN;intensidad_total;2018;;;
EST-SEC-1-DET-2MA-IN;ocupacion_espira_cabeza;2019;;;
EST-SEC-1-DET-2MA-IN;deteccion_congestion;2020;;;
EST-SEC-1-DET-2MA-IN;deteccion_intensidad_inversa;2021;;;
EST-SEC-1-DET-2MA-IN;sentido_circulacion;2022;;;
EST-SEC-1-DET-2MA-IN;velocidad_media;2023;;;
EST-SEC-1-DET-2MA-IN;longitud_media;2024;;;
EST-SEC-1-DET-2MA-IN;distancia_media;2025;;;
EST-SEC-1-DET-2MA-IN;vehlong1;2026;;;
EST-SEC-1-DET-2MA-IN;vehlong2;2027;;;
EST-SEC-1-DET-2MA-IN;vehlong3;2028;;;
EST-SEC-1-DET-2MA-IN;vehlong4;2029;;;
EST-SEC-1-DET-2MA-IN;vehlong5;2030;;;
EST-SEC-1-DET-2MA-IN;vehlong6;2031;;;
EST-SEC-1-DET-2MA-IN;vehlong7;2032;;;
EST-SEC-1-DET-2MA-IN;vehlong8;2033;;;
EST-SEC-1-DET-2MA-IN;vehlong9;2034;;;
EST-SEC-1-DET-2MA-IN;vehlong10;2035;;;
EST-SEC-1-DET-2MA-IN;vehlong11;2036;;;
EST-SEC-1-DET-2MA-IN;vehlong12;2037;;;
EST-SEC-1-DET-2MA-IN;vehlong13;2038;;;
EST-SEC-1-DET-2MA-IN;vehlong14;2039;;;
EST-SEC-1-DET-2MA-IN;vehlong15;2040;;;
EST-SEC-1-DET-2MA-IN;vehlong16;2041;;;
EST-SEC-1-DET-2MA-IN;vehvel1;2042;;;
EST-SEC-1-DET-2MA-IN;vehvel2;2043;;;
EST-SEC-1-DET-2MA-IN;vehvel3;2044;;;
EST-SEC-1-DET-2MA-IN;vehvel4;2045;;;
EST-SEC-1-DET-2MA-IN;vehvel5;2046;;;
EST-SEC-1-DET-2MA-IN;vehvel6;2047;;;
EST-SEC-1-DET-2MA-IN;vehvel7;2048;;;
EST-SEC-1-DET-2MA-IN;vehvel8;2049;;;
EST-SEC-1-DET-2MA-IN;vehvel9;2050;;;
EST-SEC-1-DET-2MA-IN;vehvel10;2051;;;
EST-SEC-1-DET-2MA-IN;vehvel11;2052;;;
EST-SEC-1-DET-2MA-IN;vehvel12;2053;;;
EST-SEC-1-DET-2MA-IN;vehvel13;2054;;;
EST-SEC-1-DET-2MA-IN;vehvel14;2055;;;
EST-SEC-1-DET-2MA-IN;vehvel15;2056;;;
EST-SEC-1-DET-2MA-IN;vehvel16;2057;;;
EST-SEC-2-DET-3CA-OUT;periodo_integracion;2058;;;
EST-SEC-2-DET-3CA-OUT;fallo_datos;2059;;;
EST-SEC-2-DET-3CA-OUT;numero_detector;2060;;;
EST-SEC-2-DET-3CA-OUT;intensidad_total;2061;;;
EST-SEC-2-DET-3CA-OUT;ocupacion_espira_cabeza;2062;;;
EST-SEC-2-DET-3CA-OUT;deteccion_congestion;2063;;;
EST-SEC-2-DET-3CA-OUT;deteccion_intensidad_inversa;2064;;;
EST-SEC-2-DET-3CA-OUT;sentido_circulacion;2065;;;
EST-SEC-2-DET-3CA-OUT;velocidad_media;2066;;;
EST-SEC-2-DET-3CA-OUT;longitud_media;2067;;;
EST-SEC-2-DET-3CA-OUT;distancia_media;2068;;;
EST-SEC-2-DET-3CA-OUT;vehlong1;2069;;;
EST-SEC-2-DET-3CA-OUT;vehlong2;2070;;;
EST-SEC-2-DET-3CA-OUT;vehlong3;2071;;;
EST-SEC-2-DET-3CA-OUT;vehlong4;2072;;;
EST-SEC-2-DET-3CA-OUT;vehlong5;2073;;;
EST-SEC-2-DET-3CA-OUT;vehlong6;2074;;;
EST-SEC-2-DET-3CA-OUT;vehlong7;2075;;;
EST-SEC-2-DET-3CA-OUT;vehlong8;2076;;;
EST-SEC-2-DET-3CA-OUT;vehlong9;2077;;;
EST-SEC-2-DET-3CA-OUT;vehlong10;2078;;;
EST-SEC-2-DET-3CA-OUT;vehlong11;2079;;;
EST-SEC-2-DET-3CA-OUT;vehlong12;2080;;;
EST-SEC-2-DET-3CA-OUT;vehlong13;2081;;;
EST-SEC-2-DET-3CA-OUT;vehlong14;2082;;;
EST-SEC-2-DET-3CA-OUT;vehlong15;2083;;;
EST-SEC-2-DET-3CA-OUT;vehlong16;2084;;;
EST-SEC-2-DET-3CA-OUT;vehvel1;2085;;;
EST-SEC-2-DET-3CA-OUT;vehvel2;2086;;;
EST-SEC-2-DET-3CA-OUT;vehvel3;2087;;;
EST-SEC-2-DET-3CA-OUT;vehvel4;2088;;;
EST-SEC-2-DET-3CA-OUT;vehvel5;2089;;;
EST-SEC-2-DET-3CA-OUT;vehvel6;2090;;;
EST-SEC-2-DET-3CA-OUT;vehvel7;2091;;;
EST-SEC-2-DET-3CA-OUT;vehvel8;2092;;;
EST-SEC-2-DET-3CA-OUT;vehvel9;2093;;;
EST-SEC-2-DET-3CA-OUT;vehvel10;2094;;;
EST-SEC-2-DET-3CA-OUT;vehvel11;2095;;;
EST-SEC-2-DET-3CA-OUT;vehvel12;2096;;;
EST-SEC-2-DET-3CA-OUT;vehvel13;2097;;;
EST-SEC-2-DET-3CA-OUT;vehvel14;2098;;;
EST-SEC-2-DET-3CA-OUT;vehvel15;2099;;;
EST-SEC-2-DET-3CA-OUT;vehvel16;2100;;;
EST-SEC-2-DET-4CA-OUT;periodo_integracion;2101;;;
EST-SEC-2-DET-4CA-OUT;fallo_datos;2102;;;
EST-SEC-2-DET-4CA-OUT;numero_detector;2103;;;
EST-SEC-2-DET-4CA-OUT;intensidad_total;2104;;;
EST-SEC-2-DET-4CA-OUT;ocupacion_espira_cabeza;2105;;;
EST-SEC-2-DET-4CA-OUT;deteccion_congestion;2106;;;
EST-SEC-2-DET-4CA-OUT;deteccion_intensidad_inversa;2107;;;
EST-SEC-2-DET-4CA-OUT;sentido_circulacion;2108;;;
EST-SEC-2-DET-4CA-OUT;velocidad_media;2109;;;
EST-SEC-2-DET-4CA-OUT;longitud_media;2110;;;
EST-SEC-2-DET-4CA-OUT;distancia_media;2111;;;
EST-SEC-2-DET-4CA-OUT;vehlong1;2112;;;
EST-SEC-2-DET-4CA-OUT;vehlong2;2113;;;
EST-SEC-2-DET-4CA-OUT;vehlong3;2114;;;
EST-SEC-2-DET-4CA-OUT;vehlong4;2115;;;
EST-SEC-2-DET-4CA-OUT;vehlong5;2116;;;
EST-SEC-2-DET-4CA-OUT;vehlong6;2117;;;
EST-SEC-2-DET-4CA-OUT;vehlong7;2118;;;
EST-SEC-2-DET-4CA-OUT;vehlong8;2119;;;
EST-SEC-2-DET-4CA-OUT;vehlong9;2120;;;
EST-SEC-2-DET-4CA-OUT;vehlong10;2121;;;
EST-SEC-2-DET-4CA-OUT;vehlong11;2122;;;
EST-SEC-2-DET-4CA-OUT;vehlong12;2123;;;
EST-SEC-2-DET-4CA-OUT;vehlong13;2124;;;
EST-SEC-2-DET-4CA-OUT;vehlong14;2125;;;
EST-SEC-2-DET-4CA-OUT;vehlong15;2126;;;
EST-SEC-2-DET-4CA-OUT;vehlong16;2127;;;
EST-SEC-2-DET-4CA-OUT;vehvel1;2128;;;
EST-SEC-2-DET-4CA-OUT;vehvel2;2129;;;
EST-SEC-2-DET-4CA-OUT;vehvel3;2130;;;
EST-SEC-2-DET-4CA-OUT;vehvel4;2131;;;
EST-SEC-2-DET-4CA-OUT;vehvel5;2132;;;
EST-SEC-2-DET-4CA-OUT;vehvel6;2133;;;
EST-SEC-2-DET-4CA-OUT;vehvel7;2134;;;
EST-SEC-2-DET-4CA-OUT;vehvel8;2135;;;
EST-SEC-2-DET-4CA-OUT;vehvel9;2136;;;
EST-SEC-2-DET-4CA-OUT;vehvel10;2137;;;
EST-SEC-2-DET-4CA-OUT;vehvel11;2138;;;
EST-SEC-2-DET-4CA-OUT;vehvel12;2139;;;
EST-SEC-2-DET-4CA-OUT;vehvel13;2140;;;
EST-SEC-2-DET-4CA-OUT;vehvel14;2141;;;
EST-SEC-2-DET-4CA-OUT;vehvel15;2142;;;
EST-SEC-2-DET-4CA-OUT;vehvel16;2143;;;
RESERVED;RESERVED;2144;;;
RESERVED;RESERVED;2145;;;
RESERVED;RESERVED;2146;;;
RESERVED;RESERVED;2147;;;
RESERVED;RESERVED;2148;;;
RESERVED;RESERVED;2149;;;
RESERVED;RESERVED;2150;;;
RESERVED;RESERVED;2151;;;
RESERVED;RESERVED;2152;;;
RESERVED;RESERVED;2153;;;
RESERVED;RESERVED;2154;;;
RESERVED;RESERVED;2155;;;
RESERVED;RESERVED;2156;;;
RESERVED;RESERVED;2157;;;
RESERVED;RESERVED;2158;;;
RESERVED;RESERVED;2159;;;
RESERVED;RESERVED;2160;;;
RESERVED;RESERVED;2161;;;
RESERVED;RESERVED;2162;;;
RESERVED;RESERVED;2163;;;
RESERVED;RESERVED;2164;;;
RESERVED;RESERVED;2165;;;
RESERVED;RESERVED;2166;;;
RESERVED;RESERVED;2167;;;
RESERVED;RESERVED;2168;;;
RESERVED;RESERVED;2169;;;
RESERVED;RESERVED;2170;;;
RESERVED;RESERVED;2171;;;
RESERVED;RESERVED;2172;;;
RESERVED;RESERVED;2173;;;
RESERVED;RESERVED;2174;;;
RESERVED;RESERVED;2175;;;
RESERVED;RESERVED;2176;;;
RESERVED;RESERVED;2177;;;
RESERVED;RESERVED;2178;;;
RESERVED;RESERVED;2179;;;
RESERVED;RESERVED;2180;;;
RESERVED;RESERVED;2181;;;
RESERVED;RESERVED;2182;;;
RESERVED;RESERVED;2183;;;
RESERVED;RESERVED;2184;;;
RESERVED;RESERVED;2185;;;
RESERVED;RESERVED;2186;;;
RESERVED;RESERVED;2187;;;
RESERVED;RESERVED;2188;;;
RESERVED;RESERVED;2189;;;
RESERVED;RESERVED;2190;;;
RESERVED;RESERVED;2191;;;
RESERVED;RESERVED;2192;;;
RESERVED;RESERVED;2193;;;
RESERVED;RESERVED;2194;;;
RESERVED;RESERVED;2195;;;
RESERVED;RESERVED;2196;;;
RESERVED;RESERVED;2197;;;
RESERVED;RESERVED;2198;;;
RESERVED;RESERVED;2199;;;
RV-BAR-1CA;bar_state;2200;;;
RV-BAR-2CA;bar_state;2201;;;
RV-BAR-1MA;bar_state;2202;;;
RV-BAR-2MA;bar_state;2203;;;
MM-BAR-1CA;bar_state;2204;;;
MM-BAR-2CA;bar_state;2205;;;
MM-BAR-1MA;bar_state;2206;;;
MM-BAR-2MA;bar_state;2207;;;
STMI-BAR-1MA;bar_state;2208;;;
STMI-BAR-2MA;bar_state;2209;;;
STMI-BAR-1CA;bar_state;2210;;;
STMI-BAR-2CA;bar_state;2211;;;
CH-BAR-1MA;bar_state;2212;;;
CH-BAR-2MA;bar_state;2213;;;
CH-BAR-1CA;bar_state;2214;;;
CH-BAR-2CA;bar_state;2215;;;
LQ-BAR-1CA;bar_state;2216;;;
LQ-BAR-2CA;bar_state;2217;;;
LQ-BAR-1MA;bar_state;2218;;;
LQ-BAR-2MA;bar_state;2219;;;
COR-BAR-1CA;bar_state;2220;;;
COR-BAR-2CA;bar_state;2221;;;
COR-BAR-1MA;bar_state;2222;;;
COR-BAR-2MA;bar_state;2223;;;
EST-BAR-1CA;bar_state;2224;;;
EST-BAR-2CA;bar_state;2225;;;
EST-BAR-1MA;bar_state;2226;;;
EST-BAR-2MA;bar_state;2227;;;
NG-BAR-1CA;bar_state;2228;;;
NG-BAR-2CA;bar_state;2229;;;
NG-BAR-1MA;bar_state;2230;;;
NG-BAR-2MA;bar_state;2231;;;
STM2-BAR-1MA;bar_state;2232;;;
STM2-BAR-2MA;bar_state;2233;;;
STM2-BAR-1CA;bar_state;2234;;;
STM2-BAR-2CA;bar_state;2235;;;
CAS-BAR-1MA;bar_state;2236;;;
CAS-BAR-2MA;bar_state;2237;;;
CAS-BAR-1CA;bar_state;2238;;;
CAS-BAR-2CA;bar_state;2239;;;
RESERVED;RESERVED;2240;;;
RESERVED;RESERVED;2241;;;
RESERVED;RESERVED;2242;;;
RESERVED;RESERVED;2243;;;
NG-VENT-VF1-CA;fan_state;2244;;;
NG-VENT-VF2-CA;fan_state;2245;;;
NG-VENT-VF3-CA;fan_state;2246;;;
NG-VENT-VF4-CA;fan_state;2247;;;
NG-VENT-VF5-CA;fan_state;2248;;;
NG-VENT-VF6-CA;fan_state;2249;;;
NG-VENT-VF7-CA;fan_state;2250;;;
NG-VENT-VF8-CA;fan_state;2251;;;
NG-VENT-VF1-MA;fan_state;2252;;;
