alias;measure;offset;;;
LQ-ZI-3CA;max_temperature;3233;;;
LQ-ZI-3CA;min_temperature;3234;;;
LQ-ZI-4CA;avg_temperature;3235;;;
LQ-ZI-4CA;max_temperature;3236;;;
LQ-ZI-4CA;min_temperature;3237;;;
LQ-ZI-5CA;avg_temperature;3238;;;
LQ-ZI-5CA;max_temperature;3239;;;
LQ-ZI-5CA;min_temperature;3240;;;
LQ-ZI-6CA;avg_temperature;3241;;;
LQ-ZI-6CA;max_temperature;3242;;;
LQ-ZI-6CA;min_temperature;3243;;;
LQ-ZI-7CA;avg_temperature;3244;;;
LQ-ZI-7CA;max_temperature;3245;;;
LQ-ZI-7CA;min_temperature;3246;;;
LQ-ZI-8CA;avg_temperature;3247;;;
LQ-ZI-8CA;max_temperature;3248;;;
LQ-ZI-8CA;min_temperature;3249;;;
LQ-ZI-9CA;avg_temperature;3250;;;
LQ-ZI-9CA;max_temperature;3251;;;
LQ-ZI-9CA;min_temperature;3252;;;
LQ-ZI-10CA;avg_temperature;3253;;;
LQ-ZI-10CA;max_temperature;3254;;;
LQ-ZI-10CA;min_temperature;3255;;;
LQ-ZI-11CA;avg_temperature;3256;;;
LQ-ZI-11CA;max_temperature;3257;;;
LQ-ZI-11CA;min_temperature;3258;;;
LQ-ZI-9MA;avg_temperature;3259;;;
LQ-ZI-9MA;max_temperature;3260;;;
LQ-ZI-9MA;min_temperature;3261;;;
LQ-ZI-8MA;avg_temperature;3262;;;
LQ-ZI-8MA;max_temperature;3263;;;
LQ-ZI-8MA;min_temperature;3264;;;
LQ-ZI-7MA;avg_temperature;3265;;;
LQ-ZI-7MA;max_temperature;3266;;;
LQ-ZI-7MA;min_temperature;3267;;;
LQ-ZI-6MA;avg_temperature;3268;;;
LQ-ZI-6MA;max_temperature;3269;;;
LQ-ZI-6MA;min_temperature;3270;;;
LQ-ZI-5MA;avg_temperature;3271;;;
LQ-ZI-5MA;max_temperature;3272;;;
LQ-ZI-5MA;min_temperature;3273;;;
LQ-ZI-4MA;avg_temperature;3274;;;
LQ-ZI-4MA;max_temperature;3275;;;
LQ-ZI-4MA;min_temperature;3276;;;
LQ-ZI-3MA;avg_temperature;3277;;;
LQ-ZI-3MA;max_temperature;3278;;;
LQ-ZI-3MA;min_temperature;3279;;;
LQ-ZI-2MA;avg_temperature;3280;;;
LQ-ZI-2MA;max_temperature;3281;;;
LQ-ZI-2MA;min_temperature;3282;;;
LQ-ZI-1MA;avg_temperature;3283;;;
LQ-ZI-1MA;max_temperature;3284;;;
LQ-ZI-1MA;min_temperature;3285;;;
NG-ZI-1CA;avg_temperature;3286;;;
NG-ZI-1CA;max_temperature;3287;;;
NG-ZI-1CA;min_temperature;3288;;;
NG-ZI-2CA;avg_temperature;3289;;;
NG-ZI-2CA;max_temperature;3290;;;
NG-ZI-2CA;min_temperature;3291;;;
NG-ZI-3CA;avg_temperature;3292;;;
NG-ZI-3CA;max_temperature;3293;;;
NG-ZI-3CA;min_temperature;3294;;;
NG-ZI-4CA;avg_temperature;3295;;;
NG-ZI-4CA;max_temperature;3296;;;
NG-ZI-4CA;min_temperature;3297;;;
NG-ZI-5CA;avg_temperature;3298;;;
NG-ZI-5CA;max_temperature;3299;;;
NG-ZI-5CA;min_temperature;3300;;;
NG-ZI-6CA;avg_temperature;3301;;;
NG-ZI-6CA;max_temperature;3302;;;
NG-ZI-6CA;min_temperature;3303;;;
NG-ZI-7CA;avg_temperature;3304;;;
NG-ZI-7CA;max_temperature;3305;;;
NG-ZI-7CA;min_temperature;3306;;;
NG-ZI-8CA;avg_temperature;3307;;;
NG-ZI-8CA;max_temperature;3308;;;
NG-ZI-8CA;min_temperature;3309;;;
NG-ZI-9CA;avg_temperature;3310;;;
NG-ZI-9CA;max_temperature;3311;;;
NG-ZI-9CA;min_temperature;3312;;;
NG-ZI-8MA;avg_temperature;3313;;;
NG-ZI-8MA;max_temperature;3314;;;
NG-ZI-8MA;min_temperature;3315;;;
NG-ZI-7MA;avg_temperature;3316;;;
NG-ZI-7MA;max_temperature;3317;;;
NG-ZI-7MA;min_temperature;3318;;;
NG-ZI-6MA;avg_temperature;3319;;;
NG-ZI-6MA;max_temperature;3320;;;
NG-ZI-6MA;min_temperature;3321;;;
NG-ZI-5MA;avg_temperature;3322;;;
NG-ZI-5MA;max_temperature;3323;;;
NG-ZI-5MA;min_temperature;3324;;;
NG-ZI-4MA;avg_temperature;3325;;;
NG-ZI-4MA;max_temperature;3326;;;
NG-ZI-4MA;min_temperature;3327;;;
NG-ZI-3MA;avg_temperature;3328;;;
NG-ZI-3MA;max_temperature;3329;;;
NG-ZI-3MA;min_temperature;3330;;;
NG-ZI-2MA;avg_temperature;3331;;;
NG-ZI-2MA;max_temperature;3332;;;
NG-ZI-2MA;min_temperature;3333;;;
NG-ZI-1MA;avg_temperature;3334;;;
NG-ZI-1MA;max_temperature;3335;;;
NG-ZI-1MA;min_temperature;3336;;;
COR-ZI-12CA;avg_temperature;3337;;;
COR-ZI-12CA;max_temperature;3338;;;
COR-ZI-12CA;min_temperature;3339;;;
COR-ZI-11CA;avg_temperature;3340;;;
COR-ZI-11CA;max_temperature;3341;;;
COR-ZI-11CA;min_temperature;3342;;;
COR-ZI-10CA;avg_temperature;3343;;;
COR-ZI-10CA;max_temperature;3344;;;
COR-ZI-10CA;min_temperature;3345;;;
COR-ZI-9CA;avg_temperature;3346;;;
COR-ZI-9CA;max_temperature;3347;;;
COR-ZI-9CA;min_temperature;3348;;;
COR-ZI-8CA;avg_temperature;3349;;;
COR-ZI-8CA;max_temperature;3350;;;
COR-ZI-8CA;min_temperature;3351;;;
COR-ZI-7CA;avg_temperature;3352;;;
COR-ZI-7CA;max_temperature;3353;;;
COR-ZI-7CA;min_temperature;3354;;;
COR-ZI-6CA;avg_temperature;3355;;;
COR-ZI-6CA;max_temperature;3356;;;
COR-ZI-6CA;min_temperature;3357;;;
COR-ZI-5CA;avg_temperature;3358;;;
COR-ZI-5CA;max_temperature;3359;;;
COR-ZI-5CA;min_temperature;3360;;;
COR-ZI-4CA;avg_temperature;3361;;;
COR-ZI-4CA;max_temperature;3362;;;
COR-ZI-4CA;min_temperature;3363;;;
COR-ZI-3CA;avg_temperature;3364;;;
COR-ZI-3CA;max_temperature;3365;;;
COR-ZI-3CA;min_temperature;3366;;;
COR-ZI-2CA;avg_temperature;3367;;;
COR-ZI-2CA;max_temperature;3368;;;
COR-ZI-2CA;min_temperature;3369;;;
COR-ZI-1CA;avg_temperature;3370;;;
COR-ZI-1CA;max_temperature;3371;;;
COR-ZI-1CA;min_temperature;3372;;;
COR-ZI-1MA;avg_temperature;3373;;;
COR-ZI-1MA;max_temperature;3374;;;
COR-ZI-1MA;min_temperature;3375;;;
COR-ZI-2MA;avg_temperature;3376;;;
COR-ZI-2MA;max_temperature;3377;;;
COR-ZI-2MA;min_temperature;3378;;;
COR-ZI-3MA;avg_temperature;3379;;;
COR-ZI-3MA;max_temperature;3380;;;
COR-ZI-3MA;min_temperature;3381;;;
COR-ZI-4MA;avg_temperature;3382;;;
COR-ZI-4MA;max_temperature;3383;;;
COR-ZI-4MA;min_temperature;3384;;;
COR-ZI-5MA;avg_temperature;3385;;;
COR-ZI-5MA;max_temperature;3386;;;
COR-ZI-5MA;min_temperature;3387;;;
COR-ZI-6MA;avg_temperature;3388;;;
COR-ZI-6MA;max_temperature;3389;;;
COR-ZI-6MA;min_temperature;3390;;;
COR-ZI-7MA;avg_temperature;3391;;;
COR-ZI-7MA;max_temperature;3392;;;
COR-ZI-7MA;min_temperature;3393;;;
COR-ZI-8MA;avg_temperature;3394;;;
COR-ZI-8MA;max_temperature;3395;;;
COR-ZI-8MA;min_temperature;3396;;;
COR-ZI-9MA;avg_temperature;3397;;;
COR-ZI-9MA;max_temperature;3398;;;
COR-ZI-9MA;min_temperature;3399;;;
COR-ZI-10MA;avg_temperature;3400;;;
COR-ZI-10MA;max_temperature;3401;;;
COR-ZI-10MA;min_temperature;3402;;;
COR-ZI-11MA;avg_temperature;3403;;;
COR-ZI-11MA;max_temperature;3404;;;
COR-ZI-11MA;min_temperature;3405;;;
COR-ZI-12MA;avg_temperature;3406;;;
COR-ZI-12MA;max_temperature;3407;;;
COR-ZI-12MA;min_temperature;3408;;;
RESERVED;RESERVED;3409;;;
RESERVED;RESERVED;3410;;;
RESERVED;RESERVED;3411;;;
RESERVED;RESERVED;3412;;;
RESERVED;RESERVED;3413;;;
RESERVED;RESERVED;3414;;;
RESERVED;RESERVED;3415;;;
RESERVED;RESERVED;3416;;;
RESERVED;RESERVED;3417;;;
RV-ANI-1CA;wind_speed;3418;;;
RV-ANI-1CA;traffic_direction;3419;;;
RV-ANI-1MA;wind_speed;3420;;;
RV-ANI-1MA;traffic_direction;3421;;;
MM-ANI-1CA;wind_speed;3422;;;
MM-ANI-1CA;traffic_direction;3423;;;
MM-ANI-2CA;wind_speed;3424;;;
MM-ANI-2CA;traffic_direction;3425;;;
MM-ANI-1MA;wind_speed;3426;;;
MM-ANI-1MA;traffic_direction;3427;;;
MM-ANI-2MA;wind_speed;3428;;;
MM-ANI-2MA;traffic_direction;3429;;;
LQ-ANI-1CA;wind_speed;3430;;;
LQ-ANI-1CA;traffic_direction;3431;;;
LQ-ANI-2CA;wind_speed;3432;;;
LQ-ANI-2CA;traffic_direction;3433;;;
LQ-ANI-3CA;wind_speed;3434;;;
LQ-ANI-3CA;traffic_direction;3435;;;
LQ-ANI-1MA;wind_speed;3436;;;
LQ-ANI-1MA;traffic_direction;3437;;;
LQ-ANI-2MA;wind_speed;3438;;;
LQ-ANI-2MA;traffic_direction;3439;;;
LQ-ANI-3MA;wind_speed;3440;;;
LQ-ANI-3MA;traffic_direction;3441;;;
CH-ANE-1CA;wind_speed;3442;;;
CH-ANE-1CA;traffic_direction;3443;;;
CH-ANE-2CA;wind_speed;3444;;;
CH-ANE-2CA;traffic_direction;3445;;;
CH-ANE-1MA;wind_speed;3446;;;
CH-ANE-1MA;traffic_direction;3447;;;
CH-ANE-2MA;wind_speed;3448;;;
CH-ANE-2MA;traffic_direction;3449;;;
CAS-ANE-1MA;wind_speed;3450;;;
CAS-ANE-1MA;traffic_direction;3451;;;
CAS-ANE-2MA;wind_speed;3452;;;
CAS-ANE-2MA;traffic_direction;3453;;;
CAS-ANE-3MA;wind_speed;3454;;;
CAS-ANE-3MA;traffic_direction;3455;;;
CAS-ANE-1CA;wind_speed;3456;;;
CAS-ANE-1CA;traffic_direction;3457;;;
CAS-ANE-2CA;wind_speed;3458;;;
CAS-ANE-2CA;traffic_direction;3459;;;
CAS-ANE-3CA;wind_speed;3460;;;
CAS-ANE-3CA;traffic_direction;3461;;;
COR-ANE-1MA;wind_speed;3462;;;
COR-ANE-1MA;traffic_direction;3463;;;
COR-ANE-2MA;wind_speed;3464;;;
COR-ANE-2MA;traffic_direction;3465;;;
COR-ANE-3MA;wind_speed;3466;;;
COR-ANE-3MA;traffic_direction;3467;;;
COR-ANE-1CA;wind_speed;3468;;;
COR-ANE-1CA;traffic_direction;3469;;;
COR-ANE-2CA;wind_speed;3470;;;
COR-ANE-2CA;traffic_direction;3471;;;
COR-ANE-3CA;wind_speed;3472;;;
COR-ANE-3CA;traffic_direction;3473;;;
STM2-ANE-1MA;wind_speed;3474;;;
STM2-ANE-1MA;traffic_direction;3475;;;
STM2-ANE-2MA;wind_speed;3476;;;
STM2-ANE-2MA;traffic_direction;3477;;;
STM2-ANE-1CA;wind_speed;3478;;;
STM2-ANE-1CA;traffic_direction;3479;;;
STM2-ANE-2CA;wind_speed;3480;;;
STM2-ANE-2CA;traffic_direction;3481;;;
NG-ANE-1MA;wind_speed;3482;;;
NG-ANE-1MA;traffic_direction;3483;;;
NG-ANE-2MA;wind_speed;3484;;;
NG-ANE-2MA;traffic_direction;3485;;;
NG-ANE-1CA;wind_speed;3486;;;
NG-ANE-1CA;traffic_direction;3487;;;
NG-ANE-2CA;wind_speed;3488;;;
NG-ANE-2CA;traffic_direction;3489;;;
RESERVED;RESERVED;3490;;;
RESERVED;RESERVED;3491;;;
RESERVED;RESERVED;3492;;;
RESERVED;RESERVED;3493;;;
RESERVED;RESERVED;3494;;;
RESERVED;RESERVED;3495;;;
RESERVED;RESERVED;3496;;;
RESERVED;RESERVED;3497;;;
RV-CO-1CA;co_concentration;3498;;;
RV-CO-1MA;co_concentration;3499;;;
MM-CO-1CA;co_concentration;3500;;;
MM-CO-2CA;co_concentration;3501;;;
MM-CO-3CA;co_concentration;3502;;;
MM-CO-1MA;co_concentration;3503;;;
MM-CO-2MA;co_concentration;3504;;;
MM-CO-3MA;co_concentration;3505;;;
LQ-CO-1CA;co_concentration;3506;;;
LQ-CO-2CA;co_concentration;3507;;;
LQ-CO-3CA;co_concentration;3508;;;
LQ-CO-4CA;co_concentration;3509;;;
LQ-CO-5CA;co_concentration;3510;;;
LQ-CO-1MA;co_concentration;3511;;;
LQ-CO-2MA;co_concentration;3512;;;
LQ-CO-3MA;co_concentration;3513;;;
LQ-CO-4MA;co_concentration;3514;;;
CH-CO-1CA;co_concentration;3515;;;
CH-CO-2CA;co_concentration;3516;;;
CH-CO-3CA;co_concentration;3517;;;
CH-CO-1MA;co_concentration;3518;;;
CH-CO-2MA;co_concentration;3519;;;
CH-CO-3MA;co_concentration;3520;;;
CAS-CO-1MA;co_concentration;3521;;;
CAS-CO-2MA;co_concentration;3522;;;
CAS-CO-3MA;co_concentration;3523;;;
CAS-CO-4MA;co_concentration;3524;;;
CAS-CO-5MA;co_concentration;3525;;;
CAS-CO-6MA;co_concentration;3526;;;
CAS-CO-7MA;co_concentration;3527;;;
CAS-CO-8MA;co_concentration;3528;;;
CAS-CO-9MA;co_concentration;3529;;;
CAS-CO-10MA;co_concentration;3530;;;
CAS-CO-11MA;co_concentration;3531;;;
CAS-CO-1CA;co_concentration;3532;;;
CAS-CO-2CA;co_concentration;3533;;;
CAS-CO-3CA;co_concentration;3534;;;
CAS-CO-4CA;co_concentration;3535;;;
CAS-CO-5CA;co_concentration;3536;;;
CAS-CO-6CA;co_concentration;3537;;;
CAS-CO-7CA;co_concentration;3538;;;
CAS-CO-8CA;co_concentration;3539;;;
CAS-CO-9CA;co_concentration;3540;;;
CAS-CO-10CA;co_concentration;3541;;;
CAS-CO-11CA;co_concentration;3542;;;
COR-CO-1MA;co_concentration;3543;;;
COR-CO-2MA;co_concentration;3544;;;
COR-CO-3MA;co_concentration;3545;;;
COR-CO-4MA;co_concentration;3546;;;
COR-CO-1CA;co_concentration;3547;;;
COR-CO-2CA;co_concentration;3548;;;
COR-CO-3CA;co_concentration;3549;;;
COR-CO-4CA;co_concentration;3550;;;
STM2-CO-1MA;co_concentration;3551;;;
STM2-CO-2MA;co_concentration;3552;;;
STM2-CO-3MA;co_concentration;3553;;;
STM2-CO-1CA;co_concentration;3554;;;
STM2-CO-2CA;co_concentration;3555;;;
STM2-CO-3CA;co_concentration;3556;;;
NG-CO-1MA;co_concentration;3557;;;
NG-CO-2MA;co_concentration;3558;;;
NG-CO-3MA;co_concentration;3559;;;
NG-CO-4MA;co_concentration;3560;;;
NG-CO-5MA;co_concentration;3561;;;
NG-CO-6MA;co_concentration;3562;;;
NG-CO-1CA;co_concentration;3563;;;
NG-CO-2CA;co_concentration;3564;;;
NG-CO-3CA;co_concentration;3565;;;
NG-CO-4CA;co_concentration;3566;;;
NG-CO-5CA;co_concentration;3567;;;
NG-CO-6CA;co_concentration;3568;;;
RESERVED;RESERVED;3569;;;
RESERVED;RESERVED;3570;;;
RESERVED;RESERVED;3571;;;
RESERVED;RESERVED;3572;;;
RV-NO-1CA;no_concentration;3573;;;
RV-NO-1MA;no_concentration;3574;;;
MM-NO-1CA;no_concentration;3575;;;
MM-NO-2CA;no_concentration;3576;;;
MM-NO-3CA;no_concentration;3577;;;
MM-NO-1MA;no_concentration;3578;;;
MM-NO-2MA;no_concentration;3579;;;
MM-NO-3MA;no_concentration;3580;;;
LQ-NO-1CA;no_concentration;3581;;;
LQ-NO-2CA;no_concentration;3582;;;
LQ-NO-3CA;no_concentration;3583;;;
LQ-NO-4CA;no_concentration;3584;;;
LQ-NO-5CA;no_concentration;3585;;;
LQ-NO-1MA;no_concentration;3586;;;
LQ-NO-2MA;no_concentration;3587;;;
LQ-NO-3MA;no_concentration;3588;;;
LQ-NO-4MA;no_concentration;3589;;;
CH-NO-1CA;no_concentration;3590;;;
CH-NO-2CA;no_concentration;3591;;;
CH-NO-3CA;no_concentration;3592;;;
CH-NO-1MA;no_concentration;3593;;;
CH-NO-2MA;no_concentration;3594;;;
CH-NO-3MA;no_concentration;3595;;;
CAS-NO-1MA;no_concentration;3596;;;
CAS-NO-2MA;no_concentration;3597;;;
CAS-NO-3MA;no_concentration;3598;;;
CAS-NO-4MA;no_concentration;3599;;;
CAS-NO-5MA;no_concentration;3600;;;
CAS-NO-1CA;no_concentration;3601;;;
CAS-NO-2CA;no_concentration;3602;;;
CAS-NO-3CA;no_concentration;3603;;;
CAS-NO-4CA;no_concentration;3604;;;
CAS-NO-5CA;no_concentration;3605;;;
COR-NO-1MA;no_concentration;3606;;;
COR-NO-2MA;no_concentration;3607;;;
COR-NO-3MA;no_concentration;3608;;;
COR-NO-4MA;no_concentration;3609;;;
COR-NO-1CA;no_concentration;3610;;;
COR-NO-2CA;no_concentration;3611;;;
COR-NO-3CA;no_concentration;3612;;;
COR-NO-4CA;no_concentration;3613;;;
STM2-NO-1MA;no_concentration;3614;;;
STM2-NO-2MA;no_concentration;3615;;;
STM2-NO-3MA;no_concentration;3616;;;
STM2-NO-1CA;no_concentration;3617;;;
STM2-NO-2CA;no_concentration;3618;;;
STM2-NO-3CA;no_concentration;3619;;;
NG-NO-1MA;no_concentration;3620;;;
NG-NO-2MA;no_concentration;3621;;;
NG-NO-3MA;no_concentration;3622;;;
NG-NO-1CA;no_concentration;3623;;;
NG-NO-2CA;no_concentration;3624;;;
NG-NO-3CA;no_concentration;3625;;;
RESERVED;RESERVED;3626;;;
RESERVED;RESERVED;3627;;;
RESERVED;RESERVED;3628;;;
RESERVED;RESERVED;3629;;;
RESERVED;RESERVED;3630;;;
RESERVED;RESERVED;3631;;;
RESERVED;RESERVED;3632;;;
RV-OPC-1CA;opac_concentration;3633;;;
RV-OPC-1MA;opac_concentration;3634;;;
MM-OPC-1CA;opac_concentration;3635;;;
MM-OPC-2CA;opac_concentration;3636;;;
MM-OPC-3CA;opac_concentration;3637;;;
MM-OPC-1MA;opac_concentration;3638;;;
MM-OPC-2MA;opac_concentration;3639;;;
MM-OPC-3MA;opac_concentration;3640;;;
LQ-OPC-1CA;opac_concentration;3641;;;
LQ-OPC-2CA;opac_concentration;3642;;;
LQ-OPC-3CA;opac_concentration;3643;;;
LQ-OPC-4CA;opac_concentration;3644;;;
LQ-OPC-5CA;opac_concentration;3645;;;
LQ-OPC-1MA;opac_concentration;3646;;;
LQ-OPC-2MA;opac_concentration;3647;;;
LQ-OPC-3MA;opac_concentration;3648;;;
LQ-OPC-4MA;opac_concentration;3649;;;
CH-OPC-1CA;opac_concentration;3650;;;
CH-OPC-2CA;opac_concentration;3651;;;
CH-OPC-3CA;opac_concentration;3652;;;
CH-OPC-1MA;opac_concentration;3653;;;
CH-OPC-2MA;opac_concentration;3654;;;
CH-OPC-3MA;opac_concentration;3655;;;
CAS-OPC-1MA;opac_concentration;3656;;;
CAS-OPC-2MA;opac_concentration;3657;;;
CAS-OPC-3MA;opac_concentration;3658;;;
CAS-OPC-4MA;opac_concentration;3659;;;
CAS-OPC-5MA;opac_concentration;3660;;;
CAS-OPC-1CA;opac_concentration;3661;;;
CAS-OPC-2CA;opac_concentration;3662;;;
CAS-OPC-3CA;opac_concentration;3663;;;
CAS-OPC-4CA;opac_concentration;3664;;;
CAS-OPC-5CA;opac_concentration;3665;;;
COR-OPC-1MA;opac_concentration;3666;;;
COR-OPC-2MA;opac_concentration;3667;;;
COR-OPC-3MA;opac_concentration;3668;;;
COR-OPC-4MA;opac_concentration;3669;;;
COR-OPC-1CA;opac_concentration;3670;;;
COR-OPC-2CA;opac_concentration;3671;;;
COR-OPC-3CA;opac_concentration;3672;;;
COR-OPC-4CA;opac_concentration;3673;;;
STM2-OPC-1MA;opac_concentration;3674;;;
STM2-OPC-2MA;opac_concentration;3675;;;
STM2-OPC-3MA;opac_concentration;3676;;;
STM2-OPC-1CA;opac_concentration;3677;;;
STM2-OPC-2CA;opac_concentration;3678;;;
STM2-OPC-3CA;opac_concentration;3679;;;
NG-OPC-1MA;opac_concentration;3680;;;
NG-OPC-2MA;opac_concentration;3681;;;
NG-OPC-3MA;opac_concentration;3682;;;
NG-OPC-1CA;opac_concentration;3683;;;
NG-OPC-2CA;opac_concentration;3684;;;
NG-OPC-3CA;opac_concentration;3685;;;
RESERVED;RESERVED;3686;;;
RESERVED;RESERVED;3687;;;
RV-VC-1MA;state;3688;;;
RV-VM-1MA;state;3689;;;
RV-VC-1CA;state;3690;;;
RV-VM-1CA;state;3691;;;
RV-VC-2MA;state;3692;;;
RV-VM-2MA;state;3693;;;
RV-VC-2CA;state;3694;;;
RV-VM-2CA;state;3695;;;
MM-VC-1MA;state;3696;;;
MM-VM-1MA;state;3697;;;
MM-VC-2CA;state;3698;;;
MM-VM-2CA;state;3699;;;
MM-VC-2MA;state;3700;;;
MM-VM-2MA;state;3701;;;
MM-VC-1CA;state;3702;;;
MM-VM-1CA;state;3703;;;
MM-VM-3CA;state;3704;;;
MM-VM-3MA;state;3705;;;
MM-VM-4CA;state;3706;;;
MM-VM-4MA;state;3707;;;
LQ-VM-1MA;state;3708;;;
LQ-VM-2MA;state;3709;;;
LQ-VM-3MA;state;3710;;;
LQ-VM-5MA;state;3711;;;
LQ-VC-1MA;state;3712;;;
LQ-VM-1CA;state;3713;;;
LQ-VM-2CA;state;3714;;;
LQ-VM-3CA;state;3715;;;
LQ-VM-4CA;state;3716;;;
LQ-VM-5CA;state;3717;;;
LQ-VM-6CA;state;3718;;;
LQ-VC-1CA;state;3719;;;
RV-VC-DALJ;state;3720;;;
CAS-VC-1CA;state;3721;;;
CAS-VM-1CA;state;3722;;;
CAS-VM-2CA;state;3723;;;
CAS-VM-3CA;state;3724;;;
CAS-VM-4CA;state;3725;;;
CAS-VM-5CA;state;3726;;;
CAS-VM-6CA;state;3727;;;
CAS-VC-2CA;state;3728;;;
CAS-VC-1MA;state;3729;;;
CAS-VM-1MA;state;3730;;;
CAS-VM-2MA;state;3731;;;
CAS-VM-3MA;state;3732;;;
CAS-VM-4MA;state;3733;;;
CAS-VM-5MA;state;3734;;;
CAS-VM-6MA;state;3735;;;
CAS-VC-2MA;state;3736;;;
CAS-VC-DALJ;state;3737;;;
CH-VC-1CA;state;3738;;;
CH-VM-1CA;state;3739;;;
CH-VM-2CA;state;3740;;;
CH-VM-3CA;state;3741;;;
CH-VM-4CA;state;3742;;;
CH-VC-2CA;state;3743;;;
CH-VC-1MA;state;3744;;;
CH-VM-1MA;state;3745;;;
CH-VM-2MA;state;3746;;;
CH-VM-3MA;state;3747;;;
CH-VM-4MA;state;3748;;;
CH-VC-2MA;state;3749;;;
CH-VC-DALJ;state;3750;;;
STM2-VM-1CA;state;3751;;;
STM2-VM-2CA;state;3752;;;
STM2-VM-3CA;state;3753;;;
STM2-VM-4CA;state;3754;;;
STM2-VC-1CA;state;3755;;;
STM2-VC-2CA;state;3756;;;
STM2-VC-1MA;state;3757;;;
STM2-VC-2MA;state;3758;;;
STM2-VM-1MA;state;3759;;;
STM2-VM-2MA;state;3760;;;
STM2-VM-3MA;state;3761;;;
STM2-VM-4MA;state;3762;;;
LQ-VM-7CA;state;3763;;;
LQ-VM-6MA;state;3764;;;
LQ-VM-4MA;state;3765;;;
LQ-VC-2MA;state;3766;;;
LQ-VC-3MA;state;3767;;;
NG-VC-1MA;state;3768;;;
NG-VC-2MA;state;3769;;;
NG-VM-1MA;state;3770;;;
NG-VM-2MA;state;3771;;;
NG-VM-3MA;state;3772;;;
NG-VM-4MA;state;3773;;;
NG-VC-1CA;state;3774;;;
NG-VC-2CA;state;3775;;;
NG-VM-1CA;state;3776;;;
NG-VM-2CA;state;3777;;;
NG-VM-3CA;state;3778;;;
NG-VM-4CA;state;3779;;;
COR-VC-1MA;state;3780;;;
COR-VC-2MA;state;3781;;;
COR-VC-1CA;state;3782;;;
COR-VC-2CA;state;3783;;;
COR-VM-1MA;state;3784;;;
COR-VM-2MA;state;3785;;;
COR-VM-3MA;state;3786;;;
COR-VM-4MA;state;3787;;;
COR-VM-5MA;state;3788;;;
COR-VM-6MA;state;3789;;;
COR-VM-7MA;state;3790;;;
COR-VM-8MA;state;3791;;;
COR-VM-1CA;state;3792;;;
COR-VM-2CA;state;3793;;;
COR-VM-3CA;state;3794;;;
COR-VM-4CA;state;3795;;;
COR-VM-5CA;state;3796;;;
COR-VM-6CA;state;3797;;;
COR-VM-7CA;state;3798;;;
COR-VM-8CA;state;3799;;;
COR-VC-DALJ;state;3800;;;
LQ-VC-DALJ;state;3801;;;
MM-VC-DALJ;state;3802;;;
RESERVED;RESERVED;3803;;;
RESERVED;RESERVED;3804;;;
RESERVED;RESERVED;3805;;;
RESERVED;RESERVED;3806;;;
RESERVED;RESERVED;3807;;;
RESERVED;RESERVED;3808;;;
RESERVED;RESERVED;3809;;;
STMI-FOT-1CA;luminosity;3810;;;
LQ-FOT-1MA;luminosity;3811;;;
RV-FOT-1CA;luminosity;3812;;;
MM-FOT-1MA;luminosity;3813;;;
CH-FOT-1CA;luminosity;3814;;;
CAS-FOT-1MA;luminosity;3815;;;
CAS-FOT-1CA;luminosity;3816;;;
COR-FOT-1MA;luminosity;3817;;;
COR-FOT-1CA;luminosity;3818;;;
STM2-FOT-1MA;luminosity;3819;;;
EST-FOT-1CA;luminosity;3820;;;
NG-FOT-1CA;luminosity;3821;;;
RESERVED;RESERVED;3822;;;
RESERVED;RESERVED;3823;;;
RESERVED;RESERVED;3824;;;
MM-CUAD-PRES-GAL-CA;remote_control;3825;;;
MM-CUAD-PRES-GAL-CA;pres_fan1;3826;;;
MM-CUAD-PRES-GAL-CA;pres_fan2;3827;;;
MM-CUAD-PRES-GAL-MA;remote_control;3828;;;
MM-CUAD-PRES-GAL-MA;pres_fan1;3829;;;
MM-CUAD-PRES-GAL-MA;pres_fan2;3830;;;
CH-CUAD-PRES-GAL-CA;remote_control;3831;;;
CH-CUAD-PRES-GAL-CA;pres_fan1;3832;;;
CH-CUAD-PRES-GAL-CA;pres_fan2;3833;;;
CH-CUAD-PRES-GAL-MA;remote_control;3834;;;
CH-CUAD-PRES-GAL-MA;pres_fan1;3835;;;
CH-CUAD-PRES-GAL-MA;pres_fan2;3836;;;
CAS-CUAD-PRES-GAL-1CA;remote_control;3837;;;
CAS-CUAD-PRES-GAL-1CA;pres_fan1;3838;;;
CAS-CUAD-PRES-GAL-1CA;pres_fan2;3839;;;
CAS-CUAD-PRES-GAL-1MA;remote_control;3840;;;
CAS-CUAD-PRES-GAL-1MA;pres_fan1;3841;;;
CAS-CUAD-PRES-GAL-1MA;pres_fan2;3842;;;
CAS-CUAD-PRES-GAL-2CA;remote_control;3843;;;
CAS-CUAD-PRES-GAL-2CA;pres_fan1;3844;;;
CAS-CUAD-PRES-GAL-2CA;pres_fan2;3845;;;
CAS-CUAD-PRES-GAL-2MA;remote_control;3846;;;
CAS-CUAD-PRES-GAL-2MA;pres_fan1;3847;;;
CAS-CUAD-PRES-GAL-2MA;pres_fan2;3848;;;
COR-CUAD-PRES-GAL-1MA;remote_control;3849;;;
COR-CUAD-PRES-GAL-1MA;pres_fan1;3850;;;
COR-CUAD-PRES-GAL-1MA;pres_fan2;3851;;;
COR-CUAD-PRES-GAL-1CA;remote_control;3852;;;
