model;description;spinningStatusRegisterXAddress;spinningStatusRegisterXStatusAddress;spinningRegisterXAddress;spinningRegisterXStatusAddress
A;MM-VNT-VF1-MA;16508;616;25028;617
A;MM-VNT-VF2-MA;16509;618;25029;619
A;MM-VNT-VF3-MA;16510;620;25030;621
A;MM-VNT-VF4-MA;16511;622;25031;623
A;MM-VNT-VF5-MA;16512;624;25032;625
A;MM-VNT-VF6-MA;16513;626;25033;627
