name;device;channel;description;controller;xAddress;xStatusAddress;xAlarmAddress;xAlarmStatusAddress;multiplier;offset;log;units;avg
MM-CO-1CA;SOS_C1;M1AI0;MM-CO-1CA Nivel de CO;WAGO;16600;100;700;148;0.009158;0.0;true;ppm;false
MM-NO-1CA;SOS_C1;M1AI1;MM-NO-1CA Nivel de NO;WAGO;16602;101;701;149;0.000611;0.0;true;ppm;false
MM-OPC-1CA;SOS_C1;M1AI2;MM-OPC-1CA Nivel de opacidad;WAGO;16604;102;702;150;0.00000305250;0.0;true;m-1;false
MM-ANI-1CA;SOS_C1;M2AI0;Velocidad y Direccion del viento C1;WAGO;16606;103;703;151;-0.001221;20;false;m/s;false
MM-LUX-2CA;SOS_C1;M2AI1;Nivel de luminosidad LUX C2;WAGO;16608;104;704;152;0.076282;1.0;false;lux;false
MM-LUX-3CA;SOS_C1;M2AI2;Nivel de luminosidad LUX C3;WAGO;16610;105;705;153;0.076282;1.0;false;lux;false
MM-CO-2CA;SOS_C2;M1AI0;Nivel de CO - C2;WAGO;16612;106;706;154;0.009158;0.0;true;ppm;false
MM-NO-2CA;SOS_C2;M1AI1;Nivel de NO2 - C2;WAGO;16614;107;707;155;0.000611;0.0;true;ppm;false
MM-OPC-2CA;SOS_C2;M1AI2;Nivel de opacidad - C2;WAGO;16616;108;708;156;0.00000305250;0.0;true;m-1;false
MM-VENT-VF5-CA;SOS_C2;M2AI0;Nivel de Vibracion Ventilador VF-05-CA;WAGO;16618;109;709;157;0.000763;0.0;false;mm/s;false
MM-VENT-VF4-CA;SOS_C2;M2AI1;Nivel de Vibracion Ventilador VF-04-CA;WAGO;16620;110;710;158;0.000763;0.0;false;mm/s;false
MM-VENT-VF3-CA;SOS_C2;M2AI2;Nivel de Vibracion Ventilador VF-03-CA;WAGO;16622;111;711;159;0.000763;0.0;false;mm/s;false
MM-LUX-4CA;SOS_C2;M2AI3;Nivel de luminosidad LUX C4;WAGO;16624;112;712;160;0.152594;1.0;false;lux;false
MM-VENT-VF5-CA;SOS_C2;M3AI0;Temperatura Rodamientos Delanteros Motor Ventilador VENT VF-05-CA;WAGO;16626;113;713;161;0.0625;0.0;false;C;false
MM-VENT-VF5-CA;SOS_C2;M3AI1;Temperatura Rodamientos Traseros Motor Ventilador VENT VF-05-CA;WAGO;16628;114;714;162;0.0625;0.0;false;C;false
MM-VENT-VF4-CA;SOS_C2;M3AI2;Temperatura Rodamientos Delanteros Motor Ventilador VENT VF-04-CA;WAGO;16630;115;715;163;0.0625;0.0;false;C;false
MM-VENT-VF4-CA;SOS_C2;M3AI3;Temperatura Rodamientos Traseros  Motor Ventilador VENT VF-04-CA;WAGO;16632;116;716;164;0.0625;0.0;false;C;false
MM-VENT-VF3-CA;SOS_C2;M4AI0;Temperatura Rodamientos Delanteros Motor Ventilador VENT VF-03-CA;WAGO;16634;117;717;165;0.0625;0.0;false;C;false
MM-VENT-VF3-CA;SOS_C2;M4AI1;Temperatura Rodamientos Traseros Motor Ventilador VENT VF-03-CA;WAGO;16636;118;718;166;0.0625;0.0;false;C;false
MM-CO-3CA;SOS_C3;M1AI0;Nivel de CO - C3;WAGO;16638;119;719;167;0.009158;0.0;true;ppm;false
MM-NO-3CA;SOS_C3;M1AI1;Nivel de NO2 - C3;WAGO;16640;120;720;168;0.000611;0.0;true;ppm;false
MM-OPC-3CA;SOS_C3;M1AI2;Nivel de opacidad - C3;WAGO;16642;121;721;169;0.00000305250;0.0;true;m-1;false
MM-ANI-2CA;SOS_C3;M2AI0;Medida de la velocidad y sentido del viento ANE C2;WAGO;16644;122;722;170;-0.001221;20;false;m/s;false
MM-VENT-VF8-CA;SOS_C3;M2AI1;Nivel de Vibracion Ventilador VF-08-CA;WAGO;16646;123;723;171;0.000763;0.0;false;mm/s;false
MM-VENT-VF7-CA;SOS_C3;M2AI2;Nivel de Vibracion Ventilador VF-07-CA;WAGO;16648;124;724;172;0.000763;0.0;false;mm/s;false
MM-VENT-VF6-CA;SOS_C3;M2AI3;Nivel de Vibracion Ventilador VF-06-CA;WAGO;16650;125;725;173;0.000763;0.0;false;mm/s;false
MM-VENT-VF8-CA;SOS_C3;M3AI0;Temperatura Rodamientos Delanteros Motor Ventilador VENT VF-08-CA;WAGO;16652;126;726;174;0.0625;0.0;false;C;false
