name;device;channel;description;controller;xAddress;xStatusAddress;inverseLogic
MM-SOS-1CA;SOS_C1;M1DI3;Alarma FA Sensores FA-SENSORES SOS C1;WAGO;15500;800;false
MM-SOS-2CA;SOS_C2;M1DI3;Alarma FA Sensores FA-SENSORES SOS C2;WAGO;15501;801;false
MM-SOS-3CA;SOS_C3;M1DI3;Alarma FA Sensores FA-SENSORES SOS C3;WAGO;15502;802;false
MM-SOS-1MA;SOS_M1;M1DI3;Alarma FA Sensores FA-SENSORES SOS M1;WAGO;15503;803;false
MM-SOS-2MA;SOS_M2;M1DI3;Alarma FA Sensores FA-SENSORES SOS M2;WAGO;15504;804;false
MM-SOS-3MA;SOS_M3;M1DI3;Alarma FA Sensores FA-SENSORES SOS M3;WAGO;15505;805;false
MM-CONT-A9;CTGBT;M1DI3;Estado contactor circuito refuerzo T.S.C A9;WAGO;15524;824;false
MM-CONT-A11;CTGBT;M1DI5;Estado contactor circuito refuerzo T.S.C A11;WAGO;15525;825;false
MM-CONT-A12;CTGBT;M1DI7;Estado contactor circuito refuerzo T.S.C A12;WAGO;15526;826;false
MM-CONT-A14;CTGBT;M1DI9;Estado contactor circuito refuerzo T.S.C A14;WAGO;15527;827;false
MM-CONT-A4;CTGBT;M1DI11;Estado contactor circuito refuerzo T.S.M A4;WAGO;15528;828;false
MM-CONT-A6;CTGBT;M1DI13;Estado contactor circuito refuerzo T.S.M  A6;WAGO;15529;829;false
MM-CONT-A3;CTGBT;M1DI15;Estado contactor circuito refuerzo T.S.M  A3;WAGO;15530;830;false
MM-CONT-A5;CTGBT;M2DI1;Estado contactor circuito refuerzo T.S.M  A5;WAGO;15531;831;false
MM-CONT-RED-RV1;CTGBT;M2DI3;Estado contactor circuito reserva RV1;WAGO;15532;832;false
MM-CONT-RED-RV2;CTGBT;M2DI5;Estado contactor circuito reserva RV2;WAGO;15533;833;false
MM-CONT-RED-RV3;CTGBT;M2DI7;Estado contactor circuito reserva RV3;WAGO;15534;834;false
MM-CONT-AA7-SC;CTGBT;M2DI11;Estado contactor circuito permanente TSC AA7;WAGO;15535;835;true
MM-CONT-AA10-SC;CTGBT;M2DI13;Estado contactor circuito permanente TSC AA10;WAGO;15536;836;true
MM-CONT-AA2-SM;CTGBT;M2DI15;Estado contactor circuito permanente TSM AA2;WAGO;15537;837;true
MM-CONT-AA1-SM;CTGBT;M3DI1;Estado contactor circuito permanente TSM AA1;WAGO;15538;838;true
