model;description;spinningStatusRegisterXAddress;spinningStatusRegisterXStatusAddress;spinningRegisterXAddress;spinningRegisterXStatusAddress
A;MM-VENT-VF1-CA;16500;600;25020;601
A;MM-VENT-VF2-CA;16501;602;25021;603
A;MM-VENT-VF3-CA;16502;604;25022;605
A;MM-VENT-VF4-CA;16503;606;25023;607
A;MM-VENT-VF5-CA;16504;608;25024;609
A;MM-VENT-VF6-CA;16505;610;25025;611
A;MM-VENT-VF7-CA;16506;612;25026;613
A;MM-VENT-VF8-CA;16507;614;25027;615
