device_name;session_uid;plc_name;host;port(i);url_publisher;offset_state(i)
UF-2E20-CAB-001;UF-2E20-CAB-001;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22001
UF-2E20-CAB-002;UF-2E20-CAB-002;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22007
UF-S2TN-CAB-014;UF-S2TN-CAB-014;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22013
UF-S2TN-CAB-015;UF-S2TN-CAB-015;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22019
UF-S2TS-CAB-035;UF-S2TS-CAB-035;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22025
UF-S2TS-CAB-036;UF-S2TS-CAB-036;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22031
CC.20 ;CC.20 ;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22037
2E20-ELE-002.PEVPres;2E20-ELE-002.PEVPres;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22043
2E20-ELE-002.PEVPresb;2E20-ELE-002.PEVPresb;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22049
UF-2E21-CAB-001;UF-2E21-CAB-001;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22055
UF-2E21-CAB-002;UF-2E21-CAB-002;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22061
UF-S2TN-CAB-012;UF-S2TN-CAB-012;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22067
UF-S2TN-CAB-013;UF-S2TN-CAB-013;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22073
UF-S2TS-CAB-037;UF-S2TS-CAB-037;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22079
UF-S2TS-CAB-038;UF-S2TS-CAB-038;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22085
UF-SICO-CAB-001;UF-SICO-CAB-001;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22091
UF-SICO-CAB-002;UF-SICO-CAB-002;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22097
UF-SICO-CAB-003;UF-SICO-CAB-003;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22103
CC.33 ;CC.33 ;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22109
2E21-ELE-002.PEVPres;2E21-ELE-002.PEVPres;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22115
2E21-ELE-002.PEVPresb;2E21-ELE-002.PEVPresb;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22121
UF-2E18-CAB-001;UF-2E18-CAB-001;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22127
UF-2E18-CAB-002;UF-2E18-CAB-002;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22133
UF-S2TN-CAB-018;UF-S2TN-CAB-018;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22139
UF-S2TN-CAB-019;UF-S2TN-CAB-019;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22145
UF-S2TS-CAB-031;UF-S2TS-CAB-031;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22151
UF-S2TS-CAB-032;UF-S2TS-CAB-032;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22157
CC.32 ;CC.32 ;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22163
2E18-ELE-002.PEVPres;2E18-ELE-002.PEVPres;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22169
2E18-ELE-002.PEVPresb;2E18-ELE-002.PEVPresb;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22175
UF-2E19-CAB-001;UF-2E19-CAB-001;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22181
UF-2E19-CAB-002;UF-2E19-CAB-002;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22187
UF-S2TN-CAB-016;UF-S2TN-CAB-016;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22193
UF-S2TN-CAB-017;UF-S2TN-CAB-017;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22199
UF-S2TS-CAB-033;UF-S2TS-CAB-033;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22205
UF-S2TS-CAB-034;UF-S2TS-CAB-034;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22211
CC.19 ;CC.19 ;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22217
2E19-ELE-002.PEVPres;2E19-ELE-002.PEVPres;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22223
2E19-ELE-002.PEVPresb;2E19-ELE-002.PEVPresb;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22229
CT07-RACK-RADIO.IntABIERTO;CT07-RACK-RADIO.IntABIERTO;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22235
CT07-RACK-COM.IntABIERTO;CT07-RACK-COM.IntABIERTO;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22241
CT07-RACK-MEGAF.IntABIERTO;CT07-RACK-MEGAF.IntABIERTO;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22247
CT07-P209.IntABIERTO;CT07-P209.IntABIERTO;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22253
CT07-P210.IntABIERTO;CT07-P210.IntABIERTO;CT07_PLC_G;10.133.50.37;28049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22259
