Parent_type;Child_type;Parent;Child;child_inheritable_state_id
7;36;1;1;
7;36;1;2;
7;36;2;1;
7;36;2;2;
7;36;3;1;
7;36;3;2;
7;36;4;1;
7;36;4;2;
