device_name;session_uid;url_publisher;read_permission;write_permission;endpoint
NO-S1S1-CCTV-01;NO-S1S1-CCTV-01;http:\/\/10.133.51.18:3000\/api\/v2\/generic\/;monitor;;'http://10.50.1.10'
NO-S1S1-CCTV-02;NO-S1S1-CCTV-02;http:\/\/10.133.51.18:3000\/api\/v2\/generic\/;monitor;;'http://10.50.1.11'
NO-S1S1-CCTV-03;NO-S1S1-CCTV-03;http:\/\/10.133.51.18:3000\/api\/v2\/generic\/;monitor;;'http://10.50.1.13'
NO-S1S1-CCTV-04;NO-S1S1-CCTV-04;http:\/\/10.133.51.18:3000\/api\/v2\/generic\/;monitor;;'http://10.50.1.14'
NO-S1S1-CCTV-05;NO-S1S1-CCTV-05;http:\/\/10.133.51.18:3000\/api\/v2\/generic\/;monitor;;'http://10.50.1.12'
NO-S1S1-CCTV-06;NO-S1S1-CCTV-06;http:\/\/10.133.51.18:3000\/api\/v2\/generic\/;monitor;;'http://10.50.101.10'
NO-S1S2-CCTV-01;NO-S1S2-CCTV-01;http:\/\/10.133.51.18:3000\/api\/v2\/generic\/;monitor;;'http://10.50.1.15'
NO-S1S2-CCTV-02;NO-S1S2-CCTV-02;http:\/\/10.133.51.18:3000\/api\/v2\/generic\/;monitor;;'http://10.50.1.16'
NO-S1S2-CCTV-03;NO-S1S2-CCTV-03;http:\/\/10.133.51.18:3000\/api\/v2\/generic\/;monitor;;'http://10.50.1.17'
NO-S1S2-CCTV-04;NO-S1S2-CCTV-04;http:\/\/10.133.51.18:3000\/api\/v2\/generic\/;monitor;;'http://10.50.105.10'
NO-S1S2-CCTV-05;NO-S1S2-CCTV-05;http:\/\/10.133.51.18:3000\/api\/v2\/generic\/;monitor;;'http://10.50.105.11'
NO-S1S2-CCTV-06;NO-S1S2-CCTV-06;http:\/\/10.133.51.18:3000\/api\/v2\/generic\/;monitor;;'http://10.50.2.10'
NO-S1S2-CCTV-07;NO-S1S2-CCTV-07;http:\/\/10.133.51.18:3000\/api\/v2\/generic\/;monitor;;'http://10.50.2.11'
NO-S1S3-CCTV-01;NO-S1S3-CCTV-01;http:\/\/10.133.51.18:3000\/api\/v2\/generic\/;monitor;;'http://10.50.2.12'
NO-S1S3-CCTV-02;NO-S1S3-CCTV-02;http:\/\/10.133.51.18:3000\/api\/v2\/generic\/;monitor;;'http://10.50.2.13'
NO-S1S3-CCTV-03;NO-S1S3-CCTV-03;http:\/\/10.133.51.18:3000\/api\/v2\/generic\/;monitor;;'http://10.50.2.14'
NO-S2-CCTV-01;NO-S2-CCTV-01;http:\/\/10.133.51.18:3000\/api\/v2\/generic\/;monitor;;'http://10.50.3.10'
NO-S2-CCTV-02;NO-S2-CCTV-02;http:\/\/10.133.51.18:3000\/api\/v2\/generic\/;monitor;;'http://10.50.102.10'
NO-S2-CCTV-03;NO-S2-CCTV-03;http:\/\/10.133.51.18:3000\/api\/v2\/generic\/;monitor;;'http://10.50.3.11'
NO-S2-CCTV-04;NO-S2-CCTV-04;http:\/\/10.133.51.18:3000\/api\/v2\/generic\/;monitor;;'http://10.50.3.12'
