Parent_type;Child_type;Parent;Child;child_inheritable_state_id
7;13;1;1;
7;13;1;2;
7;13;1;3;
7;13;1;4;
7;13;3;1;
7;13;3;2;
7;13;3;3;
7;13;3;4;
