item;element_subtype;alias;description;sessionuid;road;stretchs;pk;sentido
1;2;TUN-CUAD-PRES-GAL-CA;TUN-CUAD-PRES-GAL-CA;TUN-CUAD-PRES-GAL-CA;Carretera Tunel;Carretera;166+720;CA
2;2;TUN-CUAD-PRES-GAL-MA;TUN-CUAD-PRES-GAL-MA;TUN-CUAD-PRES-GAL-MA;Carretera Tunel;Carretera;166+720;CA
