location_id;alias
1;PK_10+882_L
2;PK_12+367_L
3;PK_8+005_L
4;PK_11+556_L
5;PK_14+156_L
6;PK_17+562_L
7;PK_20+794_L
8;PK_30+337_L
9;PK_14+058_P
10;PK_16+964_P
11;PK_18+838_P
12;PK_20+454_P
13;PK_23+852_P
14;PK_24+267_P
15;PK_72+503_-
16;PK_2+936_L
17;PK_3+705_L
18;PK_5+144_-
19;PK_5+776_-
20;PK_6+238_-
21;PK_7+554_-
22;PK_27+111_L
23;PK_29+006_P
24;PK_0+175_-
25;PK_1+900_L
26;PK_4+781_L
27;PK_8+811_P
28;PK_9+173_P
29;PK_9+903_P
30;PK_10+653_P
31;PK_RA Rovinka_L
32;PK_RA Rovinka_L
33;PK_RA Rovinka_P
34;PK_RA Rovinka_L
35;PK_RA Rovinka_P
36;PK_RA Rovinka_L
37;PK_RA Rovinka_P
38;PK_RA Rovinka_P
39;PK_11+403_L
40;PK_12+153_L
41;PK_12+903_P
42;PK_12+936_L
43;PK_12+959_P
44;PK_13+003_L
45;PK_13+198_P
46;PK_6+473_L
47;PK_6+638_P
48;PK_6+717_L
49;PK_7+467_L
50;PK_8+217_L
51;PK_8+957_L
52;PK_9+039_L
53;PK_9+717_L
54;PK_9+717_L
55;PK_11+217_L
56;PK_11+967_L
57;PK_12+717_L
58;PK_13+467_L
59;PK_13+577_L
60;PK_14+323_P
61;PK_14+367_L
62;PK_14+626_L
63;PK_14+942_L
64;PK_15+692_L
65;PK_16+440_L
66;PK_17+192_L
67;PK_17+558_L
68;PK_17+947_L
69;PK_18+692_L
70;PK_19+322_L
71;PK_19+452_L
72;PK_19+782_L
73;PK_20+192_L
74;PK_20+942_L
75;PK_21+662_L
76;PK_22+012_L
77;PK_22+442_L
78;PK_23+192_L
79;PK_23+942_L
80;PK_24+692_L
81;PK_25+407_L
82;PK_26+152_L
83;PK_26+192_L
84;PK_26+937_L
85;PK_27+592_L
86;PK_28+266_L
87;PK_28+852_P
88;PK_28+952_P
89;PK_RA BLATNÀ_P
90;PK_RA BLATNÀ_P
91;PK_28+98215_L
92;PK_29+06215_L
93;PK_RA BLATNÀ_L
94;PK_RA BLATNÀ_L
95;PK_29+092_L
96;PK_29+837_L
97;PK_30+326_L
98;PK_30+592_L
99;PK_31+139_P
100;PK_31+332_L
101;PK_13+948_P
102;PK_14+698_P
103;PK_15+448_P
104;PK_16+198_P
105;PK_16+418_P
106;PK_16+788_P
107;PK_16+948_P
108;PK_17+588_P
109;PK_18+029_P
110;PK_18+779_P
111;PK_19+088_P
112;PK_19+838_P
113;PK_20+588_P
114;PK_21+338_P
115;PK_22+088_P
116;PK_22+552_P
117;PK_23+302_P
118;PK_23+664_P
119;PK_1+199 SO 123_P
120;PK_23+880_P
121;PK_24+278_L
122;PK_24+338_P
123;PK_24+518_P
124;PK_1+997_P
125;PK_2+02_L
126;PK_2+188_P
127;PK_2+408_P
128;PK_2+485_L
129;PK_2+485_L
130;PK_3+255_L
131;PK_4+005_P
132;PK_0+390 I/2_L
133;PK_0+664 I/2_P
134;PK_4+76_-
135;PK_4+76_-
136;PK_5+484_-
137;PK_5+484_-
138;PK_6+013_-
139;PK_6+013_-
140;PK_6+441_-
141;PK_6+441_-
142;PK_7+066_-
143;PK_7+656_-
144;PK_7+656_-
145;PK_8+443_P
146;PK_8+637_L
147;PK_25+032_P
148;PK_25+115_L
149;PK_25+243_P
150;PK_25+993_P
151;PK_26+161_P
152;PK_26+358_P
153;PK_26+773_P
154;PK_27+493_P
155;PK_28+243_P
156;PK_28+868_P
157;PK_0+050 V1_L
158;PK_0+212 V1_L
159;PK_0+028 V4_L
160;PK_1+470 V1_L
161;PK_1+656 V1_L
162;PK_0+199_1
163;PK_0+085_2
164;PK_0+387_3
165;PK_0+020_L
166;PK_0+248_L
167;PK_0+520_L
168;PK_0+830_L
169;PK_0+450_P
170;PK_1+060_L
171;PK_1+400_L
172;PK_1+930_L
173;PK_2+588_L
174;PK_3+288_L
175;PK_3+465_L
176;PK_4+050_L
177;PK_4+800_L
178;PK_5+550_L
179;PK_6+295_L
180;PK_8+007_P
181;PK_8+007_P
182;PK_8+007_L
183;PK_8+007_L
184;PK_14+942_P
185;PK_14+942_P
186;PK_14+942_L
187;PK_14+942_L
188;PK_29+739_P
189;PK_29+739_P
190;PK_29+739_L
191;PK_29+739_L
192;PK_10+086_P
193;PK_10+086_P
194;PK_10+086_L
195;PK_10+086_L
196;PK_14+178_P
197;PK_14+178_P
198;PK_14+178_L
199;PK_14+178_L
200;PK_18+695_P
201;PK_18+695_P
202;PK_18+695_L
203;PK_18+695_L
204;PK_24+304_P
205;PK_24+304_P
206;PK_24+304_P
207;PK_24+304_P
208;PK_24+304_L
209;PK_24+304_L
210;PK_24+304_L
211;PK_24+304_L
212;PK_24+304_L
213;PK_3+534_P
214;PK_3+534_P
215;PK_3+534_L
216;PK_3+534_L
217;PK_7+788_P
218;PK_7+788_P
219;PK_7+788_L
220;PK_7+788_L
221;PK_25+728_P
222;PK_25+728_P
223;PK_25+728_P
