device_name;url_publisher
CAM-GP-1;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-GP-2;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-GP-3;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-GP-4;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-GP-5;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-GP-6;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-GP-7;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-GP-8;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-GP-9;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-GP-10;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-GP-11;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-GP-12;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-GP-13;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-GP-14;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-GP-15;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-GP-16;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-GP-17;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-PN-1;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-PN-2;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-PN-3;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-PN-4;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-PN-5;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-PN-6;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-PN-7;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-PN-8;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-PN-9;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-PN-10;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-PN-11;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-PN-12;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-PN-13;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-PN-14;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-PN-15;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-PN-16;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-PN-17;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-PN-18;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-PN-19;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-PN-20;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-RT-1;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-RT-2;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-RT-3;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-RT-4;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-RT-5;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-RT-6;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-RT-7;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-RE-1;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-RE-2;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-RE-3;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-RE-4;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-RE-5;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-RE-6;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-RE-7;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-RE-8;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-RE-9;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-RE-10;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-RE-11;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-RE-12;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-RE-13;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-RE-14;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-RE-15;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-RE-16;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-RE-17;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-RE-18;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-RE-19;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
CAM-RE-20;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/
