item;alias;description;sessionuid;road;stretchs;pk;sentido
24;MM-DALI-IZQ-2CA;MM-DALI-IZQ-2CA;MM-DALI-IZQ-2CA;AP7 - AUSOL I;MM-TUNEL;;CA
25;MM-DALI-DER-3CA;MM-DALI-DER-3CA;MM-DALI-DER-3CA;AP7 - AUSOL I;MM-TUNEL;;CA
26;MM-DALI-IZQ-3CA;MM-DALI-IZQ-3CA;MM-DALI-IZQ-3CA;AP7 - AUSOL I;MM-TUNEL;;CA
27;MM-DALI-DER-1MA;MM-DALI-DER-1MA;MM-DALI-DER-1MA;AP7 - AUSOL I;MM-TUNEL;;MA
28;MM-DALI-IZQ-1MA;MM-DALI-IZQ-1MA;MM-DALI-IZQ-1MA;AP7 - AUSOL I;MM-TUNEL;;MA
29;MM-DALI-DER-2MA;MM-DALI-DER-2MA;MM-DALI-DER-2MA;AP7 - AUSOL I;MM-TUNEL;;MA
30;MM-DALI-IZQ-2MA;MM-DALI-IZQ-2MA;MM-DALI-IZQ-2MA;AP7 - AUSOL I;MM-TUNEL;;MA
31;MM-DALI-DER-3MA;MM-DALI-DER-3MA;MM-DALI-DER-3MA;AP7 - AUSOL I;MM-TUNEL;;MA
32;MM-DALI-IZQ-3MA;MM-DALI-IZQ-3MA;MM-DALI-IZQ-3MA;AP7 - AUSOL I;MM-TUNEL;;MA
33;LQ-DALI-DER-1MA;LQ-DALI-DER-1MA;LQ-DALI-DER-1MA;AP7 - AUSOL I;LQ-TUNEL;;MA
34;LQ-DALI-IZQ-1MA;LQ-DALI-IZQ-1MA;LQ-DALI-IZQ-1MA;AP7 - AUSOL I;LQ-TUNEL;;CA
35;LQ-DALI-DER-2MA;LQ-DALI-DER-2MA;LQ-DALI-DER-2MA;AP7 - AUSOL I;LQ-TUNEL;;MA
36;LQ-DALI-IZQ-2MA;LQ-DALI-IZQ-2MA;LQ-DALI-IZQ-2MA;AP7 - AUSOL I;LQ-TUNEL;;MA
37;LQ-DALI-IZQ-3MA;LQ-DALI-IZQ-3MA;LQ-DALI-IZQ-3MA;AP7 - AUSOL I;LQ-TUNEL;;MA
38;LQ-DALI-IZQ-4CA;LQ-DALI-IZQ-4CA;LQ-DALI-IZQ-4CA;AP7 - AUSOL I;LQ-TUNEL;;CA
39;LQ-DALI-IZQ-3CA;LQ-DALI-IZQ-3CA;LQ-DALI-IZQ-3CA;AP7 - AUSOL I;LQ-TUNEL;;CA
40;LQ-DALI-DER-3MA;LQ-DALI-DER-3MA;LQ-DALI-DER-3MA;AP7 - AUSOL I;LQ-TUNEL;;MA
41;LQ-DALI-IZQ-2CA;LQ-DALI-IZQ-2CA;LQ-DALI-IZQ-2CA;AP7 - AUSOL I;LQ-TUNEL;;CA
42;LQ-DALI-DER-4MA;LQ-DALI-DER-4MA;LQ-DALI-DER-4MA;AP7 - AUSOL I;LQ-TUNEL;;MA
43;LQ-DALI-IZQ-4MA;LQ-DALI-IZQ-4MA;LQ-DALI-IZQ-4MA;AP7 - AUSOL I;LQ-TUNEL;;CA
44;LQ-DALI-IZQ-1CA;LQ-DALI-IZQ-1CA;LQ-DALI-IZQ-1CA;AP7 - AUSOL I;LQ-TUNEL;;CA
45;LQ-DALI-DER-1CA;LQ-DALI-DER-1CA;LQ-DALI-DER-1CA;AP7 - AUSOL I;LQ-TUNEL;;CA
46;LQ-DALI-DER-2CA;LQ-DALI-DER-2CA;LQ-DALI-DER-2CA;AP7 - AUSOL I;LQ-TUNEL;;CA
47;LQ-DALI-DER-3CA;LQ-DALI-DER-3CA;LQ-DALI-DER-3CA;AP7 - AUSOL I;LQ-TUNEL;;CA
48;LQ-DALI-DER-4CA;LQ-DALI-DER-4CA;LQ-DALI-DER-4CA;AP7 - AUSOL I;LQ-TUNEL;;CA
49;CH-DALI-DER-1CA;CH-DALI-DER-1CA;CH-DALI-DER-1CA;AP7 - AUSOL I;CH-TUNEL;;CA
50;CH-DALI-IZQ-1CA;CH-DALI-IZQ-1CA;CH-DALI-IZQ-1CA;AP7 - AUSOL I;CH-TUNEL;;CA
51;CH-DALI-IZQ-4MA;CH-DALI-IZQ-4MA;CH-DALI-IZQ-4MA;AP7 - AUSOL I;CH-TUNEL;;MA
52;CH-DALI-DER-2CA;CH-DALI-DER-2CA;CH-DALI-DER-2CA;AP7 - AUSOL I;CH-TUNEL;;CA
53;CH-DALI-DER-3CA;CH-DALI-DER-3CA;CH-DALI-DER-3CA;AP7 - AUSOL I;CH-TUNEL;;CA
54;CH-DALI-IZQ-2CA;CH-DALI-IZQ-2CA;CH-DALI-IZQ-2CA;AP7 - AUSOL I;CH-TUNEL;;CA
55;CH-DALI-IZQ-2MA;CH-DALI-IZQ-2MA;CH-DALI-IZQ-2MA;AP7 - AUSOL I;CH-TUNEL;;MA
56;CH-DALI-IZQ-3MA;CH-DALI-IZQ-3MA;CH-DALI-IZQ-3MA;AP7 - AUSOL I;CH-TUNEL;;MA
57;CH-DALI-DER-1MA;CH-DALI-DER-1MA;CH-DALI-DER-1MA;AP7 - AUSOL I;CH-TUNEL;;MA
58;CH-DALI-IZQ-1MA;CH-DALI-IZQ-1MA;CH-DALI-IZQ-1MA;AP7 - AUSOL I;CH-TUNEL;;MA
59;CH-DALI-IZQ-3CA;CH-DALI-IZQ-3CA;CH-DALI-IZQ-3CA;AP7 - AUSOL I;CH-TUNEL;;CA
60;CH-DALI-DER-2MA;CH-DALI-DER-2MA;CH-DALI-DER-2MA;AP7 - AUSOL I;CH-TUNEL;;MA
61;CH-DALI-DER-3MA;CH-DALI-DER-3MA;CH-DALI-DER-3MA;AP7 - AUSOL I;CH-TUNEL;;MA
62;CH-DALI-DER-4MA;CH-DALI-DER-4MA;CH-DALI-DER-4MA;AP7 - AUSOL I;CH-TUNEL;;MA
63;CAS-DALI-DER-1MA;CAS-DALI-DER-1MA;CAS-DALI-DER-1MA;AP7 - AUSOL II;LQ-TUNEL;;MA
64;CAS-DALI-IZQ-1MA;CAS-DALI-IZQ-1MA;CAS-DALI-IZQ-1MA;AP7 - AUSOL II;LQ-TUNEL;;MA
65;CAS-DALI-DER-2MA;CAS-DALI-DER-2MA;CAS-DALI-DER-2MA;AP7 - AUSOL II;LQ-TUNEL;;MA
66;CAS-DALI-IZQ-2MA;CAS-DALI-IZQ-2MA;CAS-DALI-IZQ-2MA;AP7 - AUSOL II;LQ-TUNEL;;MA
67;CAS-DALI-DER-3MA;CAS-DALI-DER-3MA;CAS-DALI-DER-3MA;AP7 - AUSOL II;LQ-TUNEL;;MA
68;CAS-DALI-IZQ-3MA;CAS-DALI-IZQ-3MA;CAS-DALI-IZQ-3MA;AP7 - AUSOL II;LQ-TUNEL;;MA
69;CAS-DALI-DER-4MA;CAS-DALI-DER-4MA;CAS-DALI-DER-4MA;AP7 - AUSOL II;LQ-TUNEL;;MA
70;CAS-DALI-IZQ-4MA;CAS-DALI-IZQ-4MA;CAS-DALI-IZQ-4MA;AP7 - AUSOL II;LQ-TUNEL;;MA
71;CAS-DALI-IZQ-1CA;CAS-DALI-IZQ-1CA;CAS-DALI-IZQ-1CA;AP7 - AUSOL II;LQ-TUNEL;;CA
72;CAS-DALI-DER-1CA;CAS-DALI-DER-1CA;CAS-DALI-DER-1CA;AP7 - AUSOL II;LQ-TUNEL;;CA
73;CAS-DALI-IZQ-2CA;CAS-DALI-IZQ-2CA;CAS-DALI-IZQ-2CA;AP7 - AUSOL II;LQ-TUNEL;;CA
74;CAS-DALI-DER-2CA;CAS-DALI-DER-2CA;CAS-DALI-DER-2CA;AP7 - AUSOL II;LQ-TUNEL;;CA
75;CAS-DALI-IZQ-3CA;CAS-DALI-IZQ-3CA;CAS-DALI-IZQ-3CA;AP7 - AUSOL II;LQ-TUNEL;;CA
76;CAS-DALI-DER-3CA;CAS-DALI-DER-3CA;CAS-DALI-DER-3CA;AP7 - AUSOL II;LQ-TUNEL;;CA
77;CAS-DALI-IZQ-4CA;CAS-DALI-IZQ-4CA;CAS-DALI-IZQ-4CA;AP7 - AUSOL II;LQ-TUNEL;;CA
78;CAS-DALI-DER-4CA;CAS-DALI-DER-4CA;CAS-DALI-DER-4CA;AP7 - AUSOL II;LQ-TUNEL;;CA
79;STM2-DALI-DER-1CA;STM2-DALI-DER-1CA;STM2-DALI-DER-1CA;AP7 - AUSOL II;STMII-TUNEL;;CA
80;STM2-DALI-IZQ-1CA;STM2-DALI-IZQ-1CA;STM2-DALI-IZQ-1CA;AP7 - AUSOL II;STMII-TUNEL;;CA
81;STM2-DALI-DER-2CA;STM2-DALI-DER-2CA;STM2-DALI-DER-2CA;AP7 - AUSOL II;STMII-TUNEL;;CA
82;STM2-DALI-IZQ-2CA;STM2-DALI-IZQ-2CA;STM2-DALI-IZQ-2CA;AP7 - AUSOL II;STMII-TUNEL;;CA
83;STM2-DALI-DER-3CA;STM2-DALI-DER-3CA;STM2-DALI-DER-3CA;AP7 - AUSOL II;STMII-TUNEL;;CA
84;STM2-DALI-IZQ-3CA;STM2-DALI-IZQ-3CA;STM2-DALI-IZQ-3CA;AP7 - AUSOL II;STMII-TUNEL;;CA
85;STM2-DALI-DER-1MA;STM2-DALI-DER-1MA;STM2-DALI-DER-1MA;AP7 - AUSOL II;STMII-TUNEL;;MA
86;STM2-DALI-IZQ-1MA;STM2-DALI-IZQ-1MA;STM2-DALI-IZQ-1MA;AP7 - AUSOL II;STMII-TUNEL;;MA
87;STM2-DALI-DER-2MA;STM2-DALI-DER-2MA;STM2-DALI-DER-2MA;AP7 - AUSOL II;STMII-TUNEL;;MA
88;STM2-DALI-IZQ-2MA;STM2-DALI-IZQ-2MA;STM2-DALI-IZQ-2MA;AP7 - AUSOL II;STMII-TUNEL;;MA
89;STM2-DALI-DER-3MA;STM2-DALI-DER-3MA;STM2-DALI-DER-3MA;AP7 - AUSOL II;STMII-TUNEL;;MA
90;STM2-DALI-IZQ-3MA;STM2-DALI-IZQ-3MA;STM2-DALI-IZQ-3MA;AP7 - AUSOL II;STMII-TUNEL;;MA
91;COR-DALI-DER-1CA;COR-DALI-DER-1CA;COR-DALI-DER-1CA;AP7 - AUSOL I;COR-TUNEL;;CA
92;COR-DALI-IZQ-1CA;COR-DALI-IZQ-1CA;COR-DALI-IZQ-1CA;AP7 - AUSOL I;COR-TUNEL;;CA
93;COR-DALI-DER-2CA;COR-DALI-DER-2CA;COR-DALI-DER-2CA;AP7 - AUSOL I;COR-TUNEL;;CA
94;COR-DALI-IZQ-2CA;COR-DALI-IZQ-2CA;COR-DALI-IZQ-2CA;AP7 - AUSOL I;COR-TUNEL;;CA
95;COR-DALI-DER-1MA;COR-DALI-DER-1MA;COR-DALI-DER-1MA;AP7 - AUSOL I;COR-TUNEL;;MA
96;COR-DALI-IZQ-1MA;COR-DALI-IZQ-1MA;COR-DALI-IZQ-1MA;AP7 - AUSOL I;COR-TUNEL;;MA
97;COR-DALI-DER-2MA;COR-DALI-DER-2MA;COR-DALI-DER-2MA;AP7 - AUSOL I;COR-TUNEL;;MA
98;COR-DALI-IZQ-2MA;COR-DALI-IZQ-2MA;COR-DALI-IZQ-2MA;AP7 - AUSOL I;COR-TUNEL;;MA
99;COR-DALI-DER-3MA;COR-DALI-DER-3MA;COR-DALI-DER-3MA;AP7 - AUSOL I;COR-TUNEL;;MA
100;COR-DALI-IZQ-3MA;COR-DALI-IZQ-3MA;COR-DALI-IZQ-3MA;AP7 - AUSOL I;COR-TUNEL;;MA
101;COR-DALI-DER-4MA;COR-DALI-DER-4MA;COR-DALI-DER-4MA;AP7 - AUSOL I;COR-TUNEL;;MA
102;COR-DALI-IZQ-4MA;COR-DALI-IZQ-4MA;COR-DALI-IZQ-4MA;AP7 - AUSOL I;COR-TUNEL;;MA
103;NG-DALI-IZQ-1CA;NG-DALI-IZQ-1CA;NG-DALI-IZQ-1CA;AP7 - AUSOL I;NG-TUNEL;;CA
104;NG-DALI-IZQ-3MA;NG-DALI-IZQ-3MA;NG-DALI-IZQ-3MA;AP7 - AUSOL I;NG-TUNEL;;MA
105;NG-DALI-DER-1CA;NG-DALI-DER-1CA;NG-DALI-DER-1CA;AP7 - AUSOL I;NG-TUNEL;;CA
106;NG-DALI-DER-2CA;NG-DALI-DER-2CA;NG-DALI-DER-2CA;AP7 - AUSOL I;NG-TUNEL;;CA
107;NG-DALI-DER-3CA;NG-DALI-DER-3CA;NG-DALI-DER-3CA;AP7 - AUSOL I;NG-TUNEL;;CA
108;NG-DALI-IZQ-2CA;NG-DALI-IZQ-2CA;NG-DALI-IZQ-2CA;AP7 - AUSOL I;NG-TUNEL;;CA
109;NG-DALI-IZQ-2MA;NG-DALI-IZQ-2MA;NG-DALI-IZQ-2MA;AP7 - AUSOL I;NG-TUNEL;;MA
110;NG-DALI-IZQ-3CA;NG-DALI-IZQ-3CA;NG-DALI-IZQ-3CA;AP7 - AUSOL I;NG-TUNEL;;CA
111;NG-DALI-IZQ-1MA;NG-DALI-IZQ-1MA;NG-DALI-IZQ-1MA;AP7 - AUSOL I;NG-TUNEL;;MA
112;NG-DALI-DER-1MA;NG-DALI-DER-1MA;NG-DALI-DER-1MA;AP7 - AUSOL I;NG-TUNEL;;MA
113;NG-DALI-DER-2MA;NG-DALI-DER-2MA;NG-DALI-DER-2MA;AP7 - AUSOL I;NG-TUNEL;;MA
114;NG-DALI-DER-3MA;NG-DALI-DER-3MA;NG-DALI-DER-3MA;AP7 - AUSOL I;NG-TUNEL;;MA
