device_name;session_uid;PLC_name;det_name;det_order;host;url_publisher;port(i);read_permission;write_permission;num_polling_out_comm;time_polling_ms
ETD-1;ETD-1;ETD-1;DET-1-ETD-1;1;192.168.88.73;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/;502;monitor;;2;60000
ETD-1;ETD-1;ETD-1;DET-2-ETD-1;2;192.168.88.73;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/;502;monitor;;2;60000
ETD-1;ETD-1;ETD-1;DET-3-ETD-1;3;192.168.88.73;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/;502;monitor;;2;60000
ETD-1;ETD-1;ETD-1;DET-4-ETD-1;4;192.168.88.73;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/;502;monitor;;2;60000
ETD-1;ETD-1;ETD-1;DET-5-ETD-1;5;192.168.88.73;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/;502;monitor;;2;60000
ETD-1;ETD-1;ETD-1;DET-6-ETD-1;6;192.168.88.73;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/;502;monitor;;2;60000
ETD-2;ETD-2;ETD-2;DET-1-ETD-2;1;192.168.88.73;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/;502;monitor;;2;60000
ETD-2;ETD-2;ETD-2;DET-2-ETD-2;2;192.168.88.73;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/;502;monitor;;2;60000
ETD-2;ETD-2;ETD-2;DET-3-ETD-2;3;192.168.88.73;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/;502;monitor;;2;60000
ETD-3;ETD-3;ETD-3;DET-1-ETD-3;1;192.168.88.73;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/;502;monitor;;2;60000
ETD-3;ETD-3;ETD-3;DET-2-ETD-3;2;192.168.88.73;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/;502;monitor;;2;60000
ETD-3;ETD-3;ETD-3;DET-3-ETD-3;3;192.168.88.73;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/;502;monitor;;2;60000
ETD-4;ETD-4;ETD-4;DET-1-ETD-4;1;192.168.88.73;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/;502;monitor;;2;60000
ETD-4;ETD-4;ETD-4;DET-2-ETD-4;2;192.168.88.73;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/;502;monitor;;2;60000
ETD-4;ETD-4;ETD-4;DET-3-ETD-4;3;192.168.88.73;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/;502;monitor;;2;60000
ETD-4;ETD-4;ETD-4;DET-4-ETD-4;4;192.168.88.73;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/;502;monitor;;2;60000
ETD-4;ETD-4;ETD-4;DET-5-ETD-4;5;192.168.88.73;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/;502;monitor;;2;60000
ETD-4;ETD-4;ETD-4;DET-6-ETD-4;6;192.168.88.73;http:\/\/192.168.88.38:3000\/api\/v2\/generic\/;502;monitor;;2;60000
