device_name;session_uid;eru_name;url_publisher;read_permission;write_permission;offset_sem_state(i);offset_status(i)
RV-SMF-RR-1CA;RV-SMF-RR-1CA;RV-ERU;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;25006;406
RV-SMF-RR-1MA;RV-SMF-RR-1MA;RV-ERU;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;25009;412
MM-SMF-RR-1CA;MM-SMF-RR-1CA;MM-ERU;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;25006;406
MM-SMF-RR-1MA;MM-SMF-RR-1MA;MM-ERU;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;25009;412
LQ-SMF-RR-1MA;LQ-SMF-RR-1MA;LQ-ERU;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;25009;306
LQ-SMF-RR-1CA;LQ-SMF-RR-1CA;LQ-ERU;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;25006;303
CH-SEM-RR-SM;CH-SEM-RR-SM;CH-ERU;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;25009;306
CH-SEM-RR-SC;CH-SEM-RR-SC;CH-ERU;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;25006;303
