device_name;session_uid;PLC_name;host;port(i);url_publisher;read_permission;write_permission;offset_protection_triggered(i)
RV-EKOR-RPG-UCT;RV-EKOR-RPG-UCT;RV-PLC-CGBT;192.168.88.199;1040;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;124
