device_name;session_uid;url_publisher;read_permission;write_permission;endpoint
RV-TVD-1CA;RV-TVD-1CA;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;'http://192.168.88.251'
RV-TVD-1MA;RV-TVD-1MA;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;'http://192.168.88.251'
MM-TVD-1CA;MM-TVD-1CA;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;'http://192.168.88.251'
MM-TVD-1MA;MM-TVD-1MA;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;'http://192.168.88.251'
MM-TV-1GA;MM-TV-1GA;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;'http://192.168.88.251'
MM-TV-2GA;MM-TV-2GA;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;'http://192.168.88.251'
STMI-TVD-1CA;STMI-TVD-1CA;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;'http://192.168.88.251'
STMI-TVD-1MA;STMI-TVD-1MA;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;'http://192.168.88.251'
LQ-TVD-1CA;LQ-TVD-1CA;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;'http://192.168.88.251'
LQ-TVD-1MA;LQ-TVD-1MA;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;'http://192.168.88.251'
CH-TVD-1CA;CH-TVD-1CA;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;'http://192.168.88.251'
CH-TVD-1MA;CH-TVD-1MA;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;'http://192.168.88.251'
COR-TVD-1CA;COR-TVD-1CA;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;'http://192.168.88.251'
COR-TVD-1MA;COR-TVD-1MA;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;'http://192.168.88.251'
COR-TV-1GA;COR-TV-1GA;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;'http://192.168.88.251'
COR-TV-2GA;COR-TV-2GA;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;'http://192.168.88.251'
COR-TV-3GA;COR-TV-3GA;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;'http://192.168.88.251'
COR-TV-4GA;COR-TV-4GA;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;'http://192.168.88.251'
COR-TV-5GA;COR-TV-5GA;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;'http://192.168.88.251'
COR-TV-6GA;COR-TV-6GA;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;'http://192.168.88.251'
