item;element_subtype;alias;description;sessionuid;road;stretchs;secc;pk;lane;on_change_measure;param1_brand;param2_model;param3_protocol;param4_config_json;param8_panel_code;dm
387;19;ICEO-PMV-001;ICEO-PMV-001;ICEO-PMV-001;AVO;ICEO_EXT;Secc.01-19-15;0+99;;;Fixalia;Exterior;ntcip;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":2},{""zone"":2,""type"":""text"",""maxCharsPerLine"":16}]";;990
388;16;S2TS-PMV-007;S2TS-PMV-007;S2TS-PMV-007;AVO;S2TS-ZON-001;Secc.01-10-03;39+7;;;Fixalia;Interior;ntcip;"[{""zone"":1,""type"":""text""}]";;3400
389;21;S1TN-PPV-110;S1TN-PPV-110;S1TN-PPV-110;AVO;;Secc.01-11-13;37+067;;;AESYS;Tarifario;ntcip;"[{""zone"":1,""type"":""text""}]";110;1150
390;21;IVIP-PPV-205;IVIP-PPV-205;IVIP-PPV-205;AVO;;Secc.02-16-04;3+0;;;AESYS;Tarifario;ntcip;"[{""zone"":1,""type"":""text""}]";205;3100
391;21;INKO-PPV-1207;INKO-PPV-1207;INKO-PPV-1207;AVO;;Secc.03-42-11;0;;;AESYS;Tarifario;ntcip;"[{""zone"":1,""type"":""text""}]";1207;330
392;21;IPRO-PPV-104;IPRO-PPV-104;IPRO-PPV-104;AVO;;Secc.03-57-10;4+0;;;AESYS;Tarifario;ntcip;"[{""zone"":1,""type"":""text""}]";104;4060
393;21;ICCO-PPV-102;ICCO-PPV-102;ICCO-PPV-102;AVO;;Secc.03-258-09;5+0;;;AESYS;Tarifario;ntcip;"[{""zone"":1,""type"":""text""}]";102;510
394;21;IBTO-PPV-101;IBTO-PPV-101;IBTO-PPV-101;AVO;;Secc.03-255-08;7+0;;;AESYS;Tarifario;ntcip;"[{""zone"":1,""type"":""text""}]";101;7220
395;21;IVEN-PPV-202;IVEN-PPV-202;IVEN-PPV-202;AVO;;Secc.01-09-15;35+246;;;AESYS;Tarifario;ntcip;"[{""zone"":1,""type"":""text""}]";202;2890
396;21;ICEO-PPV-201;ICEO-PPV-201;ICEO-PPV-201;AVO;;Secc.01-19-15;1+0;;;AESYS;Tarifario;ntcip;"[{""zone"":1,""type"":""text""}]";201;1410
397;21;ICNP-PPV-206;ICNP-PPV-206;ICNP-PPV-206;AVO;;Secc.02-47-04;0+233;;;AESYS;Tarifario;ntcip;"[{""zone"":1,""type"":""text""}]";206;330
398;21;ICCP-PPV-209;ICCP-PPV-209;ICCP-PPV-209;AVO;;Secc.02-256-07;6+0;;;AESYS;Tarifario;ntcip;"[{""zone"":1,""type"":""text""}]";209;6100
