item;element_subtype;alias;description;sessionuid;road;stretchs;secc;pk;lane;on_change_measure;param1_brand;param2_model;param3_protocol;param4_config_json;param8_panel_code;dm
154;12;S2TN-AFL-025;S2TN-AFL-025;S2TN-AFL-025;AVO;S2TN-ZON-028;Secc.03-11-11;41+805;2;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;5505
155;12;S2TN-AFL-026;S2TN-AFL-026;S2TN-AFL-026;AVO;S2TN-ZON-028;Secc.03-11-09;41+805;1;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;5505
156;12;S2TS-AFL-024;S2TS-AFL-024;S2TS-AFL-024;AVO;S2TS-ZON-024;Secc.02-10-05;42+065;1;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;5765
157;12;S2TS-AFL-025;S2TS-AFL-025;S2TS-AFL-025;AVO;S2TS-ZON-024;Secc.02-10-05;42+065;2;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;5765
158;12;S2TS-AFL-026;S2TS-AFL-026;S2TS-AFL-026;AVO;S2TS-ZON-024;Secc.02-10-05;42+065;3;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;5765
159;12;S2TN-AFL-021;S2TN-AFL-021;S2TN-AFL-021;AVO;S2TN-ZON-023;Secc.03-11-10;42+3;3;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;6000
160;12;S2TN-AFL-022;S2TN-AFL-022;S2TN-AFL-022;AVO;S2TN-ZON-023;Secc.03-11-10;42+3;2;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;6000
161;12;S2TN-AFL-023;S2TN-AFL-023;S2TN-AFL-023;AVO;S2TN-ZON-023;Secc.03-11-10;42+3;1;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;6000
162;12;ICCP-AFL-001;ICCP-AFL-001;ICCP-AFL-001;AVO;ICCP-ZON-003;Secc.02-256-07;6+16;1;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;6160
163;12;S2TS-AFL-027;S2TS-AFL-027;S2TS-AFL-027;AVO;S2TS-ZON-029;Secc.02-10-05;42+46;1;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;6160
164;12;S2TS-AFL-028;S2TS-AFL-028;S2TS-AFL-028;AVO;S2TS-ZON-029;Secc.02-10-05;42+46;2;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;6160
165;12;S2TS-AFL-029;S2TS-AFL-029;S2TS-AFL-029;AVO;S2TS-ZON-029;Secc.02-10-05;42+46;3;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;6160
166;12;S2TN-AFL-017;S2TN-AFL-017;S2TN-AFL-017;AVO;S2TN-ZON-020;Secc.03-11-10;42+58;4;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;6280
167;12;S2TN-AFL-018;S2TN-AFL-018;S2TN-AFL-018;AVO;S2TN-ZON-020;Secc.03-11-11;42+58;3;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;6280
168;12;S2TN-AFL-019;S2TN-AFL-019;S2TN-AFL-019;AVO;S2TN-ZON-020;Secc.03-11-11;42+58;2;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;6280
169;12;S2TN-AFL-020;S2TN-AFL-020;S2TN-AFL-020;AVO;S2TN-ZON-020;Secc.03-11-10;42+58;1;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;6280
170;12;S2TS-AFL-030;S2TS-AFL-030;S2TS-AFL-030;AVO;S2TS-ZON-032;Secc.02-10-06;42+865;3;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;6565
171;12;S2TS-AFL-031;S2TS-AFL-031;S2TS-AFL-031;AVO;S2TS-ZON-032;Secc.02-10-06;42+865;2;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;6565
172;12;S2TS-AFL-032;S2TS-AFL-032;S2TS-AFL-032;AVO;S2TS-ZON-032;Secc.02-10-06;42+865;1;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;6565
173;12;S2TN-AFL-014;S2TN-AFL-014;S2TN-AFL-014;AVO;S2TN-ZON-016;Secc.03-11-10;42+975;3;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;6675
174;12;S2TN-AFL-015;S2TN-AFL-015;S2TN-AFL-015;AVO;S2TN-ZON-016;Secc.03-11-10;42+975;2;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;6675
175;12;S2TN-AFL-016;S2TN-AFL-016;S2TN-AFL-016;AVO;S2TN-ZON-016;Secc.03-11-10;42+975;1;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;6675
176;12;S2TN-AFL-011;S2TN-AFL-011;S2TN-AFL-011;AVO;S2TN-ZON-013;Secc.03-11-09;43+355;3;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;7055
177;12;S2TN-AFL-012;S2TN-AFL-012;S2TN-AFL-012;AVO;S2TN-ZON-013;Secc.03-11-09;43+355;2;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;7055
178;12;S2TN-AFL-013;S2TN-AFL-013;S2TN-AFL-013;AVO;S2TN-ZON-013;Secc.03-11-09;43+355;1;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;7055
179;12;S2TS-AFL-033;S2TS-AFL-033;S2TS-AFL-033;AVO;S2TS-ZON-037;Secc.02-10-06;43+355;1;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;7055
180;12;S2TS-AFL-034;S2TS-AFL-034;S2TS-AFL-034;AVO;S2TS-ZON-037;Secc.02-10-06;43+355;2;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;7055
181;12;S2TS-AFL-035;S2TS-AFL-035;S2TS-AFL-035;AVO;S2TS-ZON-037;Secc.02-10-06;43+355;3;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;7055
182;12;S2TS-AFL-036;S2TS-AFL-036;S2TS-AFL-036;AVO;S2TS-ZON-037;Secc.02-10-06;43+355;4;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;7055
183;12;IBTO-AFL-001;IBTO-AFL-001;IBTO-AFL-001;AVO;IBTO-ZON-002;Secc.03-255-08;7+27;1;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;7270
184;12;S2TS-AFL-037;S2TS-AFL-037;S2TS-AFL-037;AVO;S2TS-ZON-041;Secc.02-10-07;43+665;1;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;7365
185;12;S2TS-AFL-038;S2TS-AFL-038;S2TS-AFL-038;AVO;S2TS-ZON-041;Secc.02-10-07;43+665;2;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;7365
186;12;S2TS-AFL-039;S2TS-AFL-039;S2TS-AFL-039;AVO;S2TS-ZON-041;Secc.02-10-07;43+665;3;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;7365
187;12;S2TN-AFL-007;S2TN-AFL-007;S2TN-AFL-007;AVO;S2TN-ZON-008;Secc.03-11-09;43+775;3;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;7475
188;12;S2TN-AFL-008;S2TN-AFL-008;S2TN-AFL-008;AVO;S2TN-ZON-008;Secc.03-11-09;43+775;2;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;7475
189;12;S2TN-AFL-009;S2TN-AFL-009;S2TN-AFL-009;AVO;S2TN-ZON-008;Secc.03-11-09;43+775;1;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;7475
190;12;S2TS-AFL-040;S2TS-AFL-040;S2TS-AFL-040;AVO;S2TS-ZON-045;Secc.02-10-07;44+066;1;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;7766
191;12;S2TS-AFL-041;S2TS-AFL-041;S2TS-AFL-041;AVO;S2TS-ZON-045;Secc.02-10-07;44+066;2;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;7766
192;12;S2TS-AFL-042;S2TS-AFL-042;S2TS-AFL-042;AVO;S2TS-ZON-045;Secc.02-10-07;44+066;3;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;7766
193;12;S2TS-AFL-043;S2TS-AFL-043;S2TS-AFL-043;AVO;S2TS-ZON-045;Secc.02-10-07;44+066;4;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;7766
194;12;S2TN-AFL-004;S2TN-AFL-004;S2TN-AFL-004;AVO;S2TN-ZON-005;Secc.03-11-08;44+155;1003;;Fixalia;AF_4_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":3}]";;7855
195;12;S2TN-AFL-005;S2TN-AFL-005;S2TN-AFL-005;AVO;S2TN-ZON-005;Secc.03-11-08;44+155;1002;;Fixalia;AF_4_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":3}]";;7855
196;12;S2TN-AFL-006;S2TN-AFL-006;S2TN-AFL-006;AVO;S2TN-ZON-005;Secc.03-11-08;44+155;1001;;Fixalia;AF_4_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":3}]";;7855
197;12;SBTP-AFL-001;SBTP-AFL-001;SBTP-AFL-001;AVO;SBTP-ZON-001;Secc.02-257-07;8+12;1;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;8120
198;12;SBTP-AFL-002;SBTP-AFL-002;SBTP-AFL-002;AVO;SBTP-ZON-001;Secc.02-257-07;8+12;2;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;8120
199;12;S2TS-AFL-044;S2TS-AFL-044;S2TS-AFL-044;AVO;S2TS-ZON-049;Secc.02-10-07;44+53;1;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;8230
200;12;S2TS-AFL-045;S2TS-AFL-045;S2TS-AFL-045;AVO;S2TS-ZON-049;Secc.02-10-07;44+53;2;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;8230
201;12;S2TS-AFL-046;S2TS-AFL-046;S2TS-AFL-046;AVO;S2TS-ZON-049;Secc.02-10-07;44+53;3;;Fixalia;AF_2_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":4}]";;8230
202;12;S2TN-AFL-001;S2TN-AFL-001;S2TN-AFL-001;AVO;S2TN-ZON-001;Secc.03-11-08;44+578;1003;;Fixalia;AF_4_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":3}]";;8278
203;12;S2TN-AFL-002;S2TN-AFL-002;S2TN-AFL-002;AVO;S2TN-ZON-001;Secc.03-11-08;44+578;1002;;Fixalia;AF_4_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":3}]";;8278
204;12;S2TN-AFL-003;S2TN-AFL-003;S2TN-AFL-003;AVO;S2TN-ZON-001;Secc.03-11-08;44+578;1001;;Fixalia;AF_4_Aspectos;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":3}]";;8278
205;11;INKO-CLV-001;INKO-CLV-001;INKO-CLV-001;AVO;INKO-ZON-001;Secc.03-42-11;0+085;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;85
206;11;SAPR-CLV-001;SAPR-CLV-001;SAPR-CLV-001;AVO;SAPR-ZON-001;Secc.03-253-10;0+2;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;200
207;11;SMPN-CLV-001;SMPN-CLV-001;SMPN-CLV-001;AVO;SMPN-ZON-002;Secc.02-303-05;0+48;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;480
208;11;ICNP-CLV-001;ICNP-CLV-001;ICNP-CLV-001;AVO;ICNP-ZON-006;Secc.02-47-04;0+26;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;260
209;11;SMPS-CLV-001;SMPS-CLV-001;SMPS-CLV-001;AVO;SMPS-ZON-003;Secc.02-303-05;0+48;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;480
210;11;SNKO-CLV-001;SNKO-CLV-001;SNKO-CLV-001;AVO;SNUK-ZON-002;Secc.03-45-11;0+29;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;290
211;11;SNKO-CLV-002;SNKO-CLV-002;SNKO-CLV-002;AVO;SNUK-ZON-002;Secc.03-45-11;0+29;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;290
212;11;SMPS-CLV-002;SMPS-CLV-002;SMPS-CLV-002;AVO;SMPS-ZON-005;Secc.02-303-05;0+48;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;480
213;11;SMPS-CLV-003;SMPS-CLV-003;SMPS-CLV-003;AVO;SMPS-ZON-005;Secc.03-252-10;0+26;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;260
214;11;ICNP-CLV-002;ICNP-CLV-002;ICNP-CLV-002;AVO;ICNP-ZON-005;Secc.02-47-04;0+49;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;490
215;11;SNKO-CLV-003;SNKO-CLV-003;SNKO-CLV-003;AVO;SNKO-ZON-005;Secc.03-45-11;0+525;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;525
216;11;INKP-CLV-001;INKP-CLV-001;INKP-CLV-001;AVO;INKP-ZON-002;Secc.02-29-04;0+57;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;570
217;11;INKP-CLV-002;INKP-CLV-002;INKP-CLV-002;AVO;INKP-ZON-002;Secc.02-29-04;0+57;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;570
218;11;ICNP-CLV-003;ICNP-CLV-003;ICNP-CLV-003;AVO;ICNP-ZON-002;Secc.02-47-04;0+69;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;690
219;11;INKP-CLV-003;INKP-CLV-003;INKP-CLV-003;AVO;INKP-ZON-004;Secc.02-29-04;0+715;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;715
220;11;INKP-CLV-004;INKP-CLV-004;INKP-CLV-004;AVO;INKP-ZON-004;Secc.02-29-04;0+715;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;715
221;11;INKP-CLV-005;INKP-CLV-005;INKP-CLV-005;AVO;INKP-ZON-008;Secc.02-29-04;0+98;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;980
222;11;IVIP-CLV-001;IVIP-CLV-001;IVIP-CLV-001;AVO;IVIP-ZON-001;Secc.02-16-04;3+33;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;3330
223;11;S2TN-CLV-072;S2TN-CLV-072;S2TN-CLV-072;AVO;S2TN-ZON-049;Secc.03-11-11;39+757;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;3457
224;11;S2TN-CLV-073;S2TN-CLV-073;S2TN-CLV-073;AVO;S2TN-ZON-049;Secc.03-11-11;39+757;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;3457
225;11;S2TN-CLV-074;S2TN-CLV-074;S2TN-CLV-074;AVO;S2TN-ZON-049;Secc.03-11-11;39+757;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;3457
226;11;S2TS-CLV-001;S2TS-CLV-001;S2TS-CLV-001;AVO;S2TS-ZON-002;Secc.01-10-03;39+845;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;3545
227;11;S2TS-CLV-002;S2TS-CLV-002;S2TS-CLV-002;AVO;S2TS-ZON-002;Secc.01-10-03;39+845;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;3545
228;11;S2TS-CLV-003;S2TS-CLV-003;S2TS-CLV-003;AVO;S2TS-ZON-002;Secc.01-10-03;39+845;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;3545
229;11;S2TN-CLV-069;S2TN-CLV-069;S2TN-CLV-069;AVO;S2TN-ZON-047;Secc.03-11-11;39+952;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;3652
230;11;S2TN-CLV-070;S2TN-CLV-070;S2TN-CLV-070;AVO;S2TN-ZON-047;Secc.03-11-11;39+952;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;3652
231;11;S2TN-CLV-071;S2TN-CLV-071;S2TN-CLV-071;AVO;S2TN-ZON-047;Secc.03-11-09;39+952;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;3652
232;11;S2TS-CLV-004;S2TS-CLV-004;S2TS-CLV-004;AVO;S2TS-ZON-004;Secc.01-10-03;40+055;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;3755
233;11;S2TS-CLV-005;S2TS-CLV-005;S2TS-CLV-005;AVO;S2TS-ZON-004;Secc.01-10-03;40+055;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;3755
234;11;S2TS-CLV-006;S2TS-CLV-006;S2TS-CLV-006;AVO;S2TS-ZON-004;Secc.01-10-03;40+055;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;3755
235;11;S2TN-CLV-066;S2TN-CLV-066;S2TN-CLV-066;AVO;S2TN-ZON-045;Secc.03-11-11;40+163;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;3863
236;11;S2TN-CLV-067;S2TN-CLV-067;S2TN-CLV-067;AVO;S2TN-ZON-045;Secc.03-11-11;40+163;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;3863
237;11;S2TN-CLV-068;S2TN-CLV-068;S2TN-CLV-068;AVO;S2TN-ZON-045;Secc.03-11-11;40+163;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;3863
238;11;S2TS-CLV-007;S2TS-CLV-007;S2TS-CLV-007;AVO;S2TS-ZON-006;Secc.01-10-03;40+265;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;3965
239;11;S2TS-CLV-008;S2TS-CLV-008;S2TS-CLV-008;AVO;S2TS-ZON-006;Secc.01-10-03;40+265;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;3965
240;11;S2TS-CLV-009;S2TS-CLV-009;S2TS-CLV-009;AVO;S2TS-ZON-006;Secc.01-10-03;40+265;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;3965
241;11;S2TN-CLV-063;S2TN-CLV-063;S2TN-CLV-063;AVO;S2TN-ZON-043;Secc.03-11-11;40+315;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;4015
242;11;S2TN-CLV-064;S2TN-CLV-064;S2TN-CLV-064;AVO;S2TN-ZON-043;Secc.03-11-11;40+315;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;4015
243;11;S2TN-CLV-065;S2TN-CLV-065;S2TN-CLV-065;AVO;S2TN-ZON-043;Secc.03-11-11;40+315;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;4015
244;11;S2TS-CLV-010;S2TS-CLV-010;S2TS-CLV-010;AVO;S2TS-ZON-009;Secc.02-10-04;40+462;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;4162
245;11;S2TS-CLV-011;S2TS-CLV-011;S2TS-CLV-011;AVO;S2TS-ZON-009;Secc.02-10-04;40+462;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;4162
246;11;S2TS-CLV-012;S2TS-CLV-012;S2TS-CLV-012;AVO;S2TS-ZON-009;Secc.02-10-04;40+462;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;4162
247;11;S2TN-CLV-059;S2TN-CLV-059;S2TN-CLV-059;AVO;S2TN-ZON-041;Secc.03-11-11;40+48;4;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;4180
248;11;S2TN-CLV-060;S2TN-CLV-060;S2TN-CLV-060;AVO;S2TN-ZON-041;Secc.03-11-11;40+48;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;4180
249;11;S2TN-CLV-061;S2TN-CLV-061;S2TN-CLV-061;AVO;S2TN-ZON-041;Secc.03-11-11;40+48;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;4180
250;11;S2TN-CLV-062;S2TN-CLV-062;S2TN-CLV-062;AVO;S2TN-ZON-041;Secc.03-11-11;40+48;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;4180
251;11;S2TS-CLV-013;S2TS-CLV-013;S2TS-CLV-013;AVO;S2TS-ZON-010;Secc.02-10-04;40+665;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;4365
252;11;S2TS-CLV-014;S2TS-CLV-014;S2TS-CLV-014;AVO;S2TS-ZON-010;Secc.02-10-04;40+665;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;4365
253;11;S2TS-CLV-015;S2TS-CLV-015;S2TS-CLV-015;AVO;S2TS-ZON-010;Secc.02-10-04;40+665;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;4365
254;11;S2TN-CLV-055;S2TN-CLV-055;S2TN-CLV-055;AVO;S2TN-ZON-038;Secc.03-11-11;40+76;4;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;4460
255;11;S2TN-CLV-056;S2TN-CLV-056;S2TN-CLV-056;AVO;S2TN-ZON-038;Secc.03-11-11;40+76;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;4460
256;11;S2TN-CLV-057;S2TN-CLV-057;S2TN-CLV-057;AVO;S2TN-ZON-038;Secc.03-11-11;40+76;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;4460
257;11;S2TN-CLV-058;S2TN-CLV-058;S2TN-CLV-058;AVO;S2TN-ZON-038;Secc.03-11-11;40+76;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;4460
258;11;S2TS-CLV-016;S2TS-CLV-016;S2TS-CLV-016;AVO;S2TS-ZON-013;Secc.02-10-04;40+83;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;4530
259;11;S2TS-CLV-017;S2TS-CLV-017;S2TS-CLV-017;AVO;S2TS-ZON-013;Secc.02-10-04;40+83;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;4530
260;11;S2TS-CLV-018;S2TS-CLV-018;S2TS-CLV-018;AVO;S2TS-ZON-013;Secc.02-10-04;40+83;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;4530
261;11;S2TS-CLV-019;S2TS-CLV-019;S2TS-CLV-019;AVO;S2TS-ZON-014;Secc.02-10-04;40+92;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;4620
262;11;S2TS-CLV-020;S2TS-CLV-020;S2TS-CLV-020;AVO;S2TS-ZON-014;Secc.02-10-04;40+92;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;4620
263;11;S2TS-CLV-021;S2TS-CLV-021;S2TS-CLV-021;AVO;S2TS-ZON-014;Secc.02-10-04;40+92;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;4620
264;11;S2TN-CLV-052;S2TN-CLV-052;S2TN-CLV-052;AVO;S2TN-ZON-036;Secc.03-11-11;40+96;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;4660
265;11;S2TN-CLV-053;S2TN-CLV-053;S2TN-CLV-053;AVO;S2TN-ZON-036;Secc.03-11-11;40+96;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;4660
266;11;S2TN-CLV-054;S2TN-CLV-054;S2TN-CLV-054;AVO;S2TN-ZON-036;Secc.03-11-11;40+96;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;4660
