device_name;source_name;ip;measure_port(i);alarm_port(i);url_publisher;offset_state_cmd(i);offset_state(i)
STM2-CONT-AA8-SC;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8423;6363
STM2-CONT-AA2-SM;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8424;6364
STM2-CONT-AA1-SM;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8425;6365
STM2-CONT-AE13-SM;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8426;6366
STM2-CONT-AE14-SC;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8427;6367
STM2-CONT-A15-SC;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8428;6368
STM2-CONT-A16-SC;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8429;6369
STM2-CONT-A17-SM;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8430;6370
STM2-CONT-A18-SM;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8431;6371
NG-CONT-A3-SC;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8432;6372
NG-CONT-A5-SC;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8433;6373
NG-CONT-A6-SC;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8434;6374
NG-CONT-A8-SC;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8435;6375
NG-CONT-A12-SM;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8436;6376
NG-CONT-A14-SM;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8437;6377
NG-CONT-A11-SM;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8438;6378
NG-CONT-A13-SM;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8439;6379
NG-CONT-A1-SC;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8440;6380
NG-CONT-A2-SM;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8441;6381
NG-CONT-AA1-SC;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8442;6382
NG-CONT-AA2-SC;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8443;6383
NG-CONT-AE4-SC;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8444;6384
NG-CONT-AA10-SM;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8445;6385
NG-CONT-AE7-SM;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8446;6386
NG-CONT-AA9-SM;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8447;6387
NG-CONT-A15-SC;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8448;6388
NG-CONT-A16-SM;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8449;6389
RV-CONT-BF15;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8450;6390
RV-CONT-BF30;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8451;6391
STMI-CONT-BF8;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8452;6392
STMI-CONT-BF9;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8453;6393
LQ-CONT-BF15;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8454;6394
LQ-CONT-BF16;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8455;6395
CH-CONT-BF15;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8456;6396
CH-CONT-BF29;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8457;6397
CAS-CONT-BF15-A;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8458;6398
CAS-CONT-BF15-B;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8459;6399
COR-CONT-BF15-A;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8460;6400
COR-CONT-BF15-B;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8461;6401
EST-CONT-BF8;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8462;6402
EST-CONT-BF9;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8463;6403
MM-CONT-BF15;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8464;6404
MM-CONT-BF30;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8465;6405
NG-CONT-BF15;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8466;6406
NG-CONT-CF4;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8467;6407
STM2-CONT-BF15;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8468;6408
STM2-CONT-BF36;CIRCUITOS_ELECTRICOS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;8469;6409
