device_name;source_name;host;measure_port(i);alarm_port(i);url_publisher;offset_state(i)
RV-VC-1MA;VALVULAS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;3688
RV-VM-1MA;VALVULAS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;3689
RV-VC-1CA;VALVULAS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;3690
RV-VM-1CA;VALVULAS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;3691
RV-VC-2MA;VALVULAS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;3692
RV-VM-2MA;VALVULAS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;3693
RV-VC-2CA;VALVULAS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;3694
RV-VM-2CA;VALVULAS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;3695
MM-VC-1MA;VALVULAS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;3696
MM-VM-1MA;VALVULAS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;3697
MM-VC-2CA;VALVULAS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;3698
MM-VM-2CA;VALVULAS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;3699
MM-VC-2MA;VALVULAS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;3700
MM-VM-2MA;VALVULAS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;3701
MM-VC-1CA;VALVULAS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;3702
MM-VM-1CA;VALVULAS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;3703
MM-VM-3CA;VALVULAS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;3704
MM-VM-3MA;VALVULAS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;3705
MM-VM-4CA;VALVULAS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;3706
MM-VM-4MA;VALVULAS;192.168.88.73;502;503;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/;3707
