device_name;url_publisher
RV-TV-1CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
RV-TV-2CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
RV-TV-3CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
RV-TV-4CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
RV-TVD-1CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
RV-TV-1MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
RV-TV-2MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
RV-TV-3MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
RV-TV-4MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
RV-TVD-1MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
MM-TVD-1CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
MM-TV-1CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
MM-TV-2CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
MM-TV-3CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
MM-TV-4CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
MM-TV-5CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
MM-TV-6CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
MM-TV-7CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
MM-TV-8CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
MM-TV-1GA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
MM-TV-2GA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
MM-TV-1MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
MM-TV-2MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
MM-TV-3MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
MM-TV-4MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
MM-TV-5MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
MM-TV-6MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
MM-TV-7MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
MM-TV-8MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
MM-TVD-1MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
STMI-TVD-1CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
STMI-TV-1CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
STMI-TV-2CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
STMI-TV-1MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
STMI-TV-2MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
STMI-TVD-1MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
LQ-TVD-1CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
LQ-TVD-1MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
LQ-TV-1CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
LQ-TV-2CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
LQ-TV-3CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
LQ-TV-4CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
LQ-TV-5CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
LQ-TV-6CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
LQ-TV-7CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
