device_name;url_publisher
LQ-TV-8CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
LQ-TV-9CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
LQ-TV-10CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
LQ-TV-11CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
LQ-TV-2GA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
LQ-TV-1GA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
LQ-TV-1MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
LQ-TV-2MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
LQ-TV-3MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
LQ-TV-4MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
LQ-TV-5MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
LQ-TV-6MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
LQ-TV-7MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
LQ-TV-8MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
LQ-TV-9MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CH-TVD-1MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CH-TV-1CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CH-TV-2CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CH-TV-3CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CH-TV-4CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CH-TV-5CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CH-TV-6CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CH-TV-7CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CH-TV-8CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CH-TV-1GA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CH-TV-2GA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CH-TV-1MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CH-TV-2MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CH-TV-3MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CH-TV-4MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CH-TV-5MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CH-TV-6MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CH-TV-7MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CH-TV-8MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CH-TVD-1CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-TVD-1CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-TV-1CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-TV-2CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-TV-3CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-TV-4CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-TV-5CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-TV-6CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-TV-7CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-TV-8CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-TV-9CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-TV-10CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-TV-11CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-TV-12CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-TV-13CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-TV-14CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-TVD-1MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-TV-1MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-TV-2MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-TV-3MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-TV-4MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-TV-5MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-TV-6MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-TV-7MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-TV-8MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-TV-9MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-TV-10MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-TV-11MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-TV-12MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-TV-13MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-TV-14MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-TV-1GA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-TV-2GA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-TV-3GA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-TV-4GA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-TV-1CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-TV-2CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-TV-3CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-TV-4CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-TV-5CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-TV-6CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-TV-7CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-TV-8CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-TV-9CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-TV-10CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-TV-11CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-TV-12CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-TV-1MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-TV-2MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-TV-3MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-TV-4MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-TV-5MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-TV-6MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-TV-7MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-TV-8MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-TV-9MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-TV-10MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-TV-11MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-TV-12MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-TVD-1CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-TVD-1MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-TV-1GA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-TV-2GA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-TV-3GA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-TV-4GA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-TV-5GA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-TV-6GA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
EST-TVD-1MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
EST-TVD-1CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
EST-TV-1CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
EST-TV-2CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
EST-TV-1MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
EST-TV-2MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
NG-TV-1CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
NG-TV-2CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
NG-TV-3CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
NG-TV-4CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
NG-TV-5CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
NG-TV-6CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
NG-TV-7CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
NG-TV-8CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
NG-TV-9CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
NG-TV-1MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
NG-TV-2MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
NG-TV-3MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
NG-TV-4MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
NG-TV-5MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
NG-TV-6MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
NG-TV-7MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
NG-TV-8MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
NG-TV-2GA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
NG-TV-1GA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
STM2-TVD-1CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
STM2-TVD-1MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
STM2-TV-1CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
STM2-TV-2CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
STM2-TV-3CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
STM2-TV-4CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
STM2-TV-5CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
STM2-TV-6CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
STM2-TV-7CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
STM2-TV-1MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
STM2-TV-2MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
STM2-TV-3MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
STM2-TV-4MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
STM2-TV-5MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
STM2-TV-6MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
STM2-TV-7MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
STM2-TV-1GA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
STM2-TV-2GA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
NG-TVD-1CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
NG-TVD-1MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
