device_name;url_publisher
RV-CSA-RED;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
RV-CSA-SAI;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
RV-CSB-ITS1;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
RV-CSB-ITS2;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
RV-CSV;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
RV-CSV-CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
RV-CSV-MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
RV-CGBT;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
MM-CSV-1;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
MM-CSV-2;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
LQ-CS-ITS1;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
LQ-CSA-SAI;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
LQ-CSA-RED;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
LQ-CSV-TSM;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
LQ-CSV-TSC;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
STMI-CSA-RED;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
STMI-CSA-SAI;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
STMI-CS-ITS;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
STMI-INSTAL-FV;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
MM-CSA-SAI;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
LQ-CSA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
MM-CSA-RED;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
MM-CS-ITS1;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
MM-CS-ITS2;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
STM2-CSV-CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
STM2-CSV-MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
STMI-CSA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CH-CSA-SAI;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CH-CSA-RED;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CH-CGBT;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CH-CSB-ITS1;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CH-CSB-ITS2;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CH-CSV-TSM;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CH-CSV-TSC;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-CSV-A;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-CSV-B;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-CSV;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-CSA-SAI-A;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-CSA-SAI-B;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-CSA-RED-A;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-CSA-RED-B;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-CSB-ITS1-A;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-CSB-ITS1-B;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-CSG-A;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-CSG-B;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
STM2-CSA-RED;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
STM2-CSA-SAI;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
STM2-CSB-ITS1;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
STM2-CSB-ITS2;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
