item;alias;description;sessionuid;road;stretchs;pk;sentido
1;TUN-PTA1-GAL;TUN-PTA1-GAL;TUN-PTA1-GAL;Carretera Tunel;Carretera;172+100;CA
2;TUN-PTA2-GAL;TUN-PTA2-GAL;TUN-PTA2-GAL;Carretera Tunel;Carretera;172+100;CA
3;HOSP-PTA-N;HOSP-PTA-N;HOSP-PTA-N;Nicklaus Childrens Hospital;Hosp P1;;
4;HOSP-PTA-S;HOSP-PTA-S;HOSP-PTA-S;Nicklaus Childrens Hospital;Hosp P1;;
5;HOSP-PTA-O;HOSP-PTA-O;HOSP-PTA-O;Nicklaus Childrens Hospital;Hosp P1;;
