model;description;spinningStatusRegisterXAddress;spinningStatusRegisterXStatusAddress;spinningRegisterXAddress;spinningRegisterXStatusAddress
A;STM2-VENT-VF1-MA;16516;616;25036;633
A;STM2-VENT-VF2-MA;16517;617;25037;635
A;STM2-VENT-VF3-MA;16518;618;25038;637
A;STM2-VENT-VF4-MA;16519;619;25039;639
A;STM2-VENT-VF5-MA;16520;620;25040;641
A;STM2-VENT-VF6-MA;16521;621;25041;643
