model;description;spinningStatusRegisterXAddress;spinningStatusRegisterXStatusAddress;spinningRegisterXAddress;spinningRegisterXStatusAddress
A;STM2-VENT-VF1-CA;16500;600;25020;601
A;STM2-VENT-VF2-CA;16501;601;25021;603
A;STM2-VENT-VF3-CA;16502;602;25022;605
A;STM2-VENT-VF4-CA;16503;603;25023;607
A;STM2-VENT-VF5-CA;16504;604;25024;609
A;STM2-VENT-VF6-CA;16505;605;25025;611
