name;device;channel;description;controller;xAddress;xStatusAddress;xAlarmAddress;xAlarmStatusAddress;multiplier;offset;log;units;avg
STM2-LUM-1MA;CT_ITS;M1AI0;STM2-LUM-1MA Nivel de luminosidad ;WAGO;16600;100;700;148;0.1984126;0.0;false;cd/m 2;true
STM2-LUM-1CA;Rack_Exterior;M1AI0;STM2-LUM-1CA Nivel de luminosidad ;WAGO;16602;101;701;149;0.1984126;0.0;false;cd/m 2;true
STM2-CO-1MA;SOS_M1;M1AI0;STM2-CO-1MA Nivel de CO;WAGO;16604;102;702;150;0.009158;0.0;true;ppm;false
STM2-NO-1MA;SOS_M1;M1AI1;STM2-NO-1MA Nivel de NO2;WAGO;16606;103;703;151;0.000611;0.0;true;ppm;false
STM2-OP-1MA;SOS_M1;M1AI2;STM2-OP-1MA Nivel de opacidad ;WAGO;16608;104;704;152;0.00000305250;0.0;true;m-1;false
STM2-LUX-1MA;SOS_M1;M1AI4;STM2-LUX-1MA Nivel de luminosidad;WAGO;16610;105;705;153;0.0304945;1.0;false;lux;false
STM2-LUX-2MA;SOS_M1;M1AI5;STM2-LUX-2MA Nivel de luminosidad;WAGO;16612;106;706;154;0.076282;1.0;false;lux;false
STM2-LUX-3MA;SOS_M1;M1AI6;STM2-LUX-3MA Nivel de luminosidad ;WAGO;16614;107;707;155;0.152594;1.0;false;lux;false
STM2-VENT-VF1-MA;SOS_M1;M1AI7;STM2-VENT-VF1-MA Nivel de Vibración Ventilador;WAGO;16616;108;708;156;0.000763;0.0;false;mm/s;false
STM2-VENT-VF2-MA;SOS_M1;M2AI0;STM2-VENT-VF2-MA Nivel de Vibración Ventilador;WAGO;16618;109;709;157;0.000763;0.0;false;mm/s;false
STM2-VENT-VF3-MA;SOS_M1;M2AI1;STM2-VENT-VF3-MA Nivel de Vibración Ventilador;WAGO;16620;110;710;158;0.000763;0.0;false;mm/s;false
STM2-VENT-VF4-MA;SOS_M1;M2AI2;STM2-VENT-VF4-MA Nivel de Vibración Ventilador;WAGO;16622;111;711;159;0.000763;0.0;false;mm/s;false
STM2-VENT-VF5-MA;SOS_M1;M2AI3;STM2-VENT-VF5-MA Nivel de Vibración Ventilador;WAGO;16624;112;712;160;0.000763;0.0;false;mm/s;false
STM2-VENT-VF1-MA;SOS_M1;M3AI0;STM2-VENT-VF1-MA Temperatura Rodamientos Delanteros Motor Ventilador ;WAGO;16626;113;713;161;0.0625;0.0;false;C;false
STM2-VENT-VF1-MA;SOS_M1;M3AI1;STM2-VENT-VF1-MA Temperatura Rodamientos Traseros Motor Ventilador;WAGO;16628;114;714;162;0.0625;0.0;false;C;false
STM2-VENT-VF2-MA;SOS_M1;M3AI2;STM2-VENT-VF2-MA Temperatura Rodamientos Delanteros Motor Ventilador ;WAGO;16630;115;715;163;0.0625;0.0;false;C;false
