device_name;session_uid;ip;port(i);url_publisher;num_polling_out_comm;time_polling_ms;readCommunity;writeCommunity;read_permission;write_permission
01.4-ASC-PMV-01;01.4-ASC-PMV-01;10.30.1.1;161;http:\/\/10.140.31.105:3000\/api\/v2\/generic\/;2;10000;public;public;monitor;
05.1-DES-PMV-01;05.1-DES-PMV-01;10.30.2.1;161;http:\/\/10.140.31.105:3000\/api\/v2\/generic\/;2;10000;public;public;monitor;
