model;description;spinningStatusRegisterXAddress;spinningStatusRegisterXStatusAddress;spinningRegisterXAddress;spinningRegisterXStatusAddress
A;NG-VENT-VF1-CA;16500;600;25020;601
A;NG-VENT-VF2-CA;16501;602;25021;603
A;NG-VENT-VF3-CA;16502;604;25022;605
A;NG-VENT-VF4-CA;16503;606;25023;607
A;NG-VENT-VF5-CA;16504;608;25024;609
A;NG-VENT-VF6-CA;16505;610;25025;611
A;NG-VENT-VF7-CA;16506;612;25026;613
A;NG-VENT-VF8-CA;16507;614;25027;615
