name;device;channel;description;controller;xAddress;xStatusAddress;inverseLogic
NG-SOS-1MA;SOS_M1;M1DI4;NG-SOS-1MA Alarma FA Sensores;WAGO;15500;800;false
NG-VENT-VF1-MA;SOS_M1;M2DI0;NG-VENT-VF1-MA Temperatura Devanados Motor Ventilador;WAGO;15501;801;false
NG-VENT-VF2-MA;SOS_M1;M2DI1;NG-VENT-VF2-MA Temperatura Devanados Motor Ventilador;WAGO;15502;802;false
NG-VENT-VF1-MA;SOS_M1;M2DI8;NG-VENT-VF1-MA Alarma Sensor Temperatura Devanados Motor Ventilador;WAGO;15503;803;false
NG-VENT-VF2-MA;SOS_M1;M2DI9;NG-VENT-VF2-MA Alarma Sensor Temperatura Devanados Motor Ventilador;WAGO;15504;804;false
NG-SOS-2MA;SOS_M2;M1DI4;NG-SOS-2MA Alarma FA Sensores;WAGO;15505;805;false
NG-SOS-3MA;SOS_M3;M1DI4;NG-SOS-3MA Alarma FA Sensores;WAGO;15506;806;false
NG-SOS-4MA;SOS_M4;M1DI4;NG-SOS-4MA Alarma FA Sensores;WAGO;15507;807;false
NG-SOS-5MA;SOS_M5;M1DI4;NG-SOS-5MA Alarma FA Sensores;WAGO;15508;808;false
NG-SOS-6MA;SOS_M6;M1DI4;NG-SOS-6MA Alarma FA Sensores;WAGO;15509;809;false
NG-VENT-VF3-MA;SOS_M6;M2DI0;NG-VENT-VF3-MA Temperatura Devanados Motor Ventilador;WAGO;15510;810;false
NG-VENT-VF3-MA;SOS_M6;M2DI8;NG-VENT-VF3-MA Alarma Sensor Temperatura Devanados Motor Ventilador;WAGO;15511;811;false
NG-SOS-7MA;SOS_M7;M1DI4;NG-SOS-7MA Alarma FA Sensores;WAGO;15512;812;false
NG-VENT-VF4-MA;SOS_M7;M2DI0;NG-VENT-VF4-MA Temperatura Devanados Motor Ventilador;WAGO;15513;813;false
NG-VENT-VF5-MA;SOS_M7;M2DI1;NG-VENT-VF5-MA Temperatura Devanados Motor Ventilador;WAGO;15514;814;false
NG-VENT-VF6-MA;SOS_M7;M2DI2;NG-VENT-VF6-MA Temperatura Devanados Motor Ventilador;WAGO;15515;815;false
NG-VENT-VF4-MA;SOS_M7;M2DI8;NG-VENT-VF4-MA Alarma Sensor Temperatura Devanados Motor Ventilador;WAGO;15516;816;false
NG-VENT-VF5-MA;SOS_M7;M2DI9;NG-VENT-VF5-MA Alarma Sensor Temperatura Devanados Motor Ventilador;WAGO;15517;817;false
NG-VENT-VF6-MA;SOS_M7;M2DI10;NG-VENT-VF6-MA Alarma Sensor Temperatura Devanados Motor Ventilador;WAGO;15518;818;false
NG-SOS-8MA;SOS_M7;M1DI4;NG-SOS-8MA Alarma FA Sensores;WAGO;15519;819;false
NG-SOS-1CA;SOS_C1;M1DI4;NG-SOS-1CA Alarma FA Sensores;WAGO;15520;820;false
NG-VENT-VF1-CA;SOS_C1;M2DI0;NG-VENT-VF1-CA Temperatura Devanados Motor Ventilador;WAGO;15521;821;false
NG-VENT-VF2-CA;SOS_C1;M2DI1;NG-VENT-VF2-CA Temperatura Devanados Motor Ventilador;WAGO;15522;822;false
NG-VENT-VF3-CA;SOS_C1;M2DI2;NG-VENT-VF3-CA Temperatura Devanados Motor Ventilador;WAGO;15523;823;false
NG-VENT-VF1-CA;SOS_C1;M2DI8;NG-VENT-VF1-CA Alarma Sensor Temperatura Devanados Motor Ventilador;WAGO;15524;824;false
NG-VENT-VF2-CA;SOS_C1;M2DI9;NG-VENT-VF2-CA Alarma Sensor Temperatura Devanados Motor Ventilador;WAGO;15525;825;false
NG-VENT-VF3-CA;SOS_C1;M2DI10;NG-VENT-VF3-CA Alarma Sensor Temperatura Devanados Motor Ventilador;WAGO;15526;826;false
NG-SOS-2CA;SOS_C2;M1DI4;NG-SOS-2CA Alarma FA Sensores;WAGO;15527;827;false
NG-VENT-VF4-CA;SOS_C2;M2DI0;NG-VENT-VF4-CA Temperatura Devanados Motor Ventilador;WAGO;15528;828;false
NG-VENT-VF5-CA;SOS_C2;M2DI1;NG-VENT-VF5-CA Temperatura Devanados Motor Ventilador;WAGO;15529;829;false
NG-VENT-VF6-CA;SOS_C2;M2DI2;NG-VENT-VF6-CA Temperatura Devanados Motor Ventilador;WAGO;15530;830;false
NG-VENT-VF4-CA;SOS_C2;M2DI8;NG-VENT-VF4-CA Alarma Sensor Temperatura Devanados Motor Ventilador;WAGO;15531;831;false
NG-VENT-VF5-CA;SOS_C2;M2DI9;NG-VENT-VF5-CA Alarma Sensor Temperatura Devanados Motor Ventilador;WAGO;15532;832;false
NG-VENT-VF6-CA;SOS_C2;M2DI10;NG-VENT-VF6-CA Alarma Sensor Temperatura Devanados Motor Ventilador;WAGO;15533;833;false
NG-SOS-3CA;SOS_C3;M1DI4;NG-SOS-3CA Alarma FA Sensores;WAGO;15534;834;false
NG-VENT-VF7-CA;SOS_C3;M2DI0;NG-VENT-VF7-CA Temperatura Devanados Motor Ventilador;WAGO;15535;835;false
NG-VENT-VF7-CA;SOS_C3;M2DI8;NG-VENT-VF7-CA Alarma Sensor Temperatura Devanados Motor Ventilador;WAGO;15536;836;false
NG-SOS-4CA;SOS_C4;M1DI4;NG-SOS-4CA Alarma FA Sensores;WAGO;15537;837;false
NG-SOS-5CA;SOS_C5;M1DI4;NG-SOS-5CA Alarma FA Sensores;WAGO;15538;838;false
NG-VENT-VF8-CA;SOS_C5;M2DI0;NG-VENT-VF8-CA Temperatura Devanados Motor Ventilador;WAGO;15539;839;false
NG-VENT-VF8-CA;SOS_C5;M2DI8;NG-VENT-VF8-CA Alarma Sensor Temperatura Devanados Motor Ventilador;WAGO;15540;840;false
NG-SOS-6CA;SOS_C6;M1DI4;NG-SOS-6CA Alarma FA Sensores;WAGO;15541;841;false
NG-SOS-7CA;SOS_C7;M1DI4;NG-SOS-7CA Alarma FA Sensores;WAGO;15542;842;false
NG-SOS-8CA;SOS_C8;M1DI4;NG-SOS-8CA Alarma FA Sensores;WAGO;15543;843;false
NG-CONT-A3-SC;CGBT;M1DI3;NG-CONT-A3-SC Estado Contactor K1 - REF A3 - CSA RED  K1;WAGO;15544;844;false
NG-CONT-A5-SC;CGBT;M1DI5;NG-CONT-A5-SC Estado Contactor K2 - REF A5 - CSA RED  K2;WAGO;15545;845;false
NG-CONT-A6-SC;CGBT;M1DI7;NG-CONT-A6-SC Estado Contactor K3 - REF A6 - CSA RED  K3;WAGO;15546;846;false
NG-CONT-A8-SC;CGBT;M1DI9;NG-CONT-A8-SC Estado Contactor K4 - REF A8 - CSA RED  K4;WAGO;15547;847;false
NG-CONT-A12-SM;CGBT;M1DI13;NG-CONT-A12-SM Estado Contactor K6 - REF A12 - CSA RED  K6;WAGO;15548;848;false
NG-CONT-A14-SM;CGBT;M1DI15;NG-CONT-A14-SM Estado Contactor K6 - REF A12 - CSA RED  K6;WAGO;15549;849;false
NG-CONT-A11-SM;CGBT;M2DI1;NG-CONT-A11-SM Estado Contactor K7 - REF A14 - CSA RED  K7;WAGO;15550;850;false
NG-CONT-A13-SM;CGBT;M2DI3;NG-CONT-A13-SM Estado Contactor K8 - REF A11 - CSA SAI K8;WAGO;15551;851;false
NG-CONT-AA1-SC;CGBT;M2DI11;NG-CONT-AA1-SC Estado Contactor K9 - REF A13 - CSA SAI K9;WAGO;15552;852;true
NG-CONT-AA2-SC;CGBT;M2DI13;NG-CONT-AA2-SC Estado Contactor K1 - AA1 - CSA SAI K1;WAGO;15553;853;true
NG-CONT-AE4-SC;CGBT;M2DI15;NG-CONT-AE4-SC Estado Contactor K2 - AA2 - CSA SAI K2;WAGO;15554;854;true
