model;description;spinningStatusRegisterXAddress;spinningStatusRegisterXStatusAddress;spinningRegisterXAddress;spinningRegisterXStatusAddress
A;NG-VNT-VF1-MA;16508;616;25028;617
A;NG-VNT-VF2-MA;16509;618;25029;619
A;NG-VNT-VF3-MA;16510;620;25030;621
A;NG-VNT-VF4-MA;16511;622;25031;623
A;NG-VNT-VF5-MA;16512;624;25032;625
A;NG-VNT-VF6-MA;16513;626;25033;627
