root_device;signal;id;device;channel;description;controller;inverseLogic
NG-VNT-VF1-MA;directSpinInput;1;CGBT;M6DI11;NG-VNT-VF1-MA Estado giro sentido directo;WAGO;false
NG-VNT-VF1-MA;directSpinOutput;2;CGBT;M3DO7;NG-VNT-VF1-MA Control giro sentido directo;WAGO;false
NG-VNT-VF1-MA;inverseSpinInput;3;CGBT;M6DI12;NG-VNT-VF1-MA Estado giro sentido inverso;WAGO;false
NG-VNT-VF1-MA;inverseSpinOutput;4;CGBT;M4DO0;NG-VNT-VF1-MA Control giro sentido inverso;WAGO;false
NG-VNT-VF2-MA;directSpinInput;1;CGBT;M6DI7;NG-VNT-VF2-MA Estado giro sentido directo;WAGO;false
NG-VNT-VF2-MA;directSpinOutput;2;CGBT;M3DO5;NG-VNT-VF2-MA Control giro sentido directo;WAGO;false
NG-VNT-VF2-MA;inverseSpinInput;3;CGBT;M6DI8;NG-VNT-VF2-MA Estado giro sentido inverso;WAGO;false
NG-VNT-VF2-MA;inverseSpinOutput;4;CGBT;M3DO6;NG-VNT-VF2-MA Control giro sentido inverso;WAGO;false
NG-VNT-VF3-MA;directSpinInput;1;CGBT;M6DI15;NG-VNT-VF3-MA Estado giro sentido directo;WAGO;false
NG-VNT-VF3-MA;directSpinOutput;2;CGBT;M4DO1;NG-VNT-VF3-MA Control giro sentido directo;WAGO;false
NG-VNT-VF3-MA;inverseSpinInput;3;CGBT;M7DI0;NG-VNT-VF3-MA Estado giro sentido inverso;WAGO;false
NG-VNT-VF3-MA;inverseSpinOutput;4;CGBT;M4DO2;NG-VNT-VF3-MA Control giro sentido inverso;WAGO;false
NG-VNT-VF4-MA;directSpinInput;1;CGBT;M7DI11;NG-VNT-VF4-MA Estado giro sentido directo;WAGO;false
NG-VNT-VF4-MA;directSpinOutput;2;CGBT;M4DO7;NG-VNT-VF4-MA Control giro sentido directo;WAGO;false
NG-VNT-VF4-MA;inverseSpinInput;3;CGBT;M7DI12;NG-VNT-VF4-MA Estado giro sentido inverso;WAGO;false
NG-VNT-VF4-MA;inverseSpinOutput;4;CGBT;M5DO0;NG-VNT-VF4-MA Control giro sentido inverso;WAGO;false
NG-VNT-VF5-MA;directSpinInput;1;CGBT;M7DI7;NG-VNT-VF5-MA Estado giro sentido directo;WAGO;false
NG-VNT-VF5-MA;directSpinOutput;2;CGBT;M4DO5;NG-VNT-VF5-MA Control giro sentido directo;WAGO;false
NG-VNT-VF5-MA;inverseSpinInput;3;CGBT;M7DI8;NG-VNT-VF5-MA Estado giro sentido inverso;WAGO;false
NG-VNT-VF5-MA;inverseSpinOutput;4;CGBT;M4DO6;NG-VNT-VF5-MA Control giro sentido inverso;WAGO;false
NG-VNT-VF6-MA;directSpinInput;1;CGBT;M7DI3;NG-VNT-VF6-MA Estado giro sentido directo;WAGO;false
NG-VNT-VF6-MA;directSpinOutput;2;CGBT;M4DO3;NG-VNT-VF6-MA Control giro sentido directo;WAGO;false
NG-VNT-VF6-MA;inverseSpinInput;3;CGBT;M7DI4;NG-VNT-VF6-MA Estado giro sentido inverso;WAGO;false
NG-VNT-VF6-MA;inverseSpinOutput;4;CGBT;M4DO4;NG-VNT-VF6-MA Control giro sentido inverso;WAGO;false
