name;device;channel;description;controller;xAddress;xStatusAddress;inverseLogic
COR-CONT-A3-SM;CGBT_BC;M1DI3;COR-CONT-A3-SM Estado Contactor K1 Refuerzo;WAGO;15500;800;false
COR-CONT-A5-SM;CGBT_BC;M1DI5;COR-CONT-A5-SM Estado Contactor K2 Refuerzo;WAGO;15501;801;false
COR-CONT-A4-SM;CGBT_BC;M1DI7;COR-CONT-A4-SM Estado Contactor K3 Refuerzo;WAGO;15502;802;false
COR-CONT-A6-SM;CGBT_BC;M1DI9;COR-CONT-A6-SM Estado Contactor K4 Refuerzo;WAGO;15503;803;false
COR-CONT-AA12-SC;CGBT_BC;M2DI3;COR-CONT-AA12-SC Estado Contactor K1 Permanente;WAGO;15504;804;true
COR-CONT-AA9-SC;CGBT_BC;M2DI5;COR-CONT-AA9-SC Estado Contactor K2 Permanente;WAGO;15505;805;true
COR-CONT-AA1-SM;CGBT_BC;M2DI7;COR-CONT-AA1-SM Estado Contactor K3 Permanente;WAGO;15506;806;true
COR-CONT-AA2-SM;CGBT_BC;M2DI9;COR-CONT-AA2-SM Estado Contactor K4 Permanente;WAGO;15507;807;true
COR-CONT-AE10-SM;CGBT_BC;M2DI11;COR-CONT-AE10-SM Estado Contactor K5 Guiado;WAGO;15508;808;true
COR-CONT-AE11-SC;CGBT_BC;M2DI13;COR-CONT-AE11-SC Estado Contactor K6 Guiado;WAGO;15509;809;true
COR-CONT-AE13-SM;CGBT_BC;M2DI15;COR-CONT-AE13-SM Estado Contactor K7 Guiado;WAGO;15510;810;true
COR-CONT-AE14-SC;CGBT_BC;M3DI1;COR-CONT-AE14-SC Estado Contactor K8 Guiado;WAGO;15511;811;true
COR-CONT-A12-SC;CGBT_BC;M3DI3;COR-CONT-A12-SC Estado Contactor K9 Aproximacion;WAGO;15512;812;false
COR-CONT-A13-SM;CGBT_BC;M3DI5;COR-CONT-A13-SM Estado Contactor K10 Aproximacion;WAGO;15513;813;false
COR-VENT-VF6-CA;CGBT_BC;M3DI10;COR-VENT-VF6-CA Estado Interruptor ventilador VF-06-CA;WAGO;15514;814;false
COR-VENT-VF6-CA;CGBT_BC;M3DI13;COR-VENT-VF6-CA Estado Circuito fallo arrancador ventilador VF-06-CA;WAGO;15515;815;false
COR-VENT-VF7-CA;CGBT_BC;M3DI14;COR-VENT-VF7-CA Estado Interruptor ventilador VF-07-CA;WAGO;15516;816;false
COR-VENT-VF7-CA;CGBT_BC;M4DI1;COR-VENT-VF7-CA Estado Circuito fallo arrancador ventilador VF-07-CA;WAGO;15517;817;false
COR-VENT-VF8-CA;CGBT_BC;M4DI2;COR-VENT-VF8-CA Estado Interruptor ventilador VF-08-CA;WAGO;15518;818;false
COR-VENT-VF8-CA;CGBT_BC;M4DI5;COR-VENT-VF8-CA Estado Circuito fallo arrancador ventilador VF-08-CA;WAGO;15519;819;false
COR-VENT-VF1-MA;CGBT_BC;M4DI9;COR-VENT-VF1-MA Estado Interruptor ventilador VF-01-MA;WAGO;15520;820;false
COR-VENT-VF1-MA;CGBT_BC;M4DI12;COR-VENT-VF1-MA Estado Circuito fallo arrancador ventilador VF-01-MA;WAGO;15521;821;false
COR-VENT-VF2-MA;CGBT_BC;M4DI13;COR-VENT-VF2-MA Estado Interruptor ventilador VF-02-MA;WAGO;15522;822;false
COR-VENT-VF2-MA;CGBT_BC;M5DI0;COR-VENT-VF2-MA Estado Circuito fallo arrancador ventilador VF-02-MA;WAGO;15523;823;false
COR-VENT-VF3-MA;CGBT_BC;M5DI1;COR-VENT-VF3-MA Estado Interruptor ventilador VF-03-MA;WAGO;15524;824;false
COR-VENT-VF3-MA;CGBT_BC;M5DI4;COR-VENT-VF3-MA Estado Circuito fallo arrancador ventilador VF-03-MA;WAGO;15525;825;false
COR-VENT-VF4-MA;CGBT_BC;M5DI5;COR-VENT-VF4-MA Estado Interruptor ventilador VF-04-MA;WAGO;15526;826;false
COR-VENT-VF4-MA;CGBT_BC;M5DI8;COR-VENT-VF4-MA Estado Circuito fallo arrancador ventilador VF-04-MA;WAGO;15527;827;false
COR-VENT-VF5-MA;CGBT_BC;M5DI9;COR-VENT-VF5-MA Estado Interruptor ventilador VF-05-MA;WAGO;15528;828;false
COR-VENT-VF5-MA;CGBT_BC;M5DI12;COR-VENT-VF5-MA Estado Circuito fallo arrancador ventilador VF-05-MA;WAGO;15529;829;false
COR-VENT-VF6-MA;CGBT_BC;M5DI13;COR-VENT-VF6-MA Estado Interruptor ventilador VF-06-MA;WAGO;15530;830;false
COR-VENT-VF6-MA;CGBT_BC;M6DI0;COR-VENT-VF6-MA Estado Circuito fallo arrancador ventilador VF-06-MA;WAGO;15531;831;false
COR-SOS-1MA;SOS_M1;M1DI3;COR-SOS-1MA Alarma FA Sensores;WAGO;15532;832;false
COR-SOS-2MA;SOS_M2;M1DI3;COR-SOS-2MA Alarma FA Sensores;WAGO;15533;833;false
COR-SOS-3MA;SOS_M3;M1DI3;COR-SOS-3MA Alarma FA Sensores;WAGO;15534;834;false
COR-SOS-4MA;SOS_M4;M1DI3;COR-SOS-4MA Alarma FA Sensores;WAGO;15535;835;false
COR-SOS-1CA;SOS_C1;M1DI3;COR-SOS-1CA Alarma FA Sensores;WAGO;15536;836;false
COR-SOS-2CA;SOS_C2;M1DI3;COR-SOS-2CA Alarma FA Sensores;WAGO;15537;837;false
COR-SOS-3CA;SOS_C3;M1DI3;COR-SOS-3CA Alarma FA Sensores;WAGO;15538;838;false
COR-SOS-4CA;SOS_C4;M1DI3;COR-SOS-4CA Alarma FA Sensores;WAGO;15539;839;false
COR-VENT-VF7-CA;SOS_C4;M2DI0;COR-VENT-VF7-CA Temperatura Devanados Motor Ventilador;WAGO;15540;840;false
COR-VENT-VF8-CA;SOS_C4;M2DI1;COR-VENT-VF8-CA Temperatura Devanados Motor Ventilador;WAGO;15541;841;false
COR-VENT-VF7-CA;SOS_C4;M2DI8;COR-VENT-VF7-CA Alarma Sensor Temperatura Devanados Motor Ventilador;WAGO;15542;842;false
COR-VENT-VF8-CA;SOS_C4;M2DI9;COR-VENT-VF8-CA Alarma Sensor  Temperatura Devanados Motor Ventilador;WAGO;15543;843;false
COR-CONT-A3-SC;CGBT_BM;M1DI3;COR-CONT-A3-SC Estado Contactor K1 Refuerzo;WAGO;15544;844;false
COR-CONT-A5-SC;CGBT_BM;M1DI5;COR-CONT-A5-SC Estado Contactor K2 Refuerzo;WAGO;15545;845;false
COR-CONT-A4-SC;CGBT_BM;M1DI7;COR-CONT-A4-SC Estado Contactor K3 Refuerzo;WAGO;15546;846;false
COR-CONT-A6-SC;CGBT_BM;M1DI9;COR-CONT-A6-SC Estado Contactor K4 Refuerzo;WAGO;15547;847;false
COR-CONT-AA1-SC;CGBT_BM;M2DI3;COR-CONT-AA1-SC Estado Contactor K1 Permanente;WAGO;15548;848;true
COR-CONT-AA2-SC;CGBT_BM;M2DI5;COR-CONT-AA2-SC Estado Contactor K2 Permanente;WAGO;15549;849;true
COR-CONT-AA12-SM;CGBT_BM;M2DI7;COR-CONT-AA12-SM Estado Contactor K3 Permanente;WAGO;15550;850;true
COR-CONT-AA9-SM;CGBT_BM;M2DI9;COR-CONT-AA9-SM Estado Contactor K4 Permanente;WAGO;15551;851;true
COR-CONT-AE10-SC;CGBT_BM;M2DI11;COR-CONT-AE10-SC Estado Contactor K5 Guiado;WAGO;15552;852;true
COR-CONT-AE11-SM;CGBT_BM;M2DI13;COR-CONT-AE11-SM Estado Contactor K6 Guiado;WAGO;15553;853;true
COR-CONT-AE13-SC;CGBT_BM;M2DI15;COR-CONT-AE13-SC Estado Contactor K7 Guiado;WAGO;15554;854;true
COR-CONT-AE14-SM;CGBT_BM;M3DI1;COR-CONT-AE14-SM Estado Contactor K8 Guiado;WAGO;15555;855;true
COR-CONT-A14-SC;CGBT_BM;M3DI3;COR-CONT-A14-SC Estado Contactor K9 Aproximacion;WAGO;15556;856;false
COR-CONT-A15-SM;CGBT_BM;M3DI5;COR-CONT-A15-SM Estado Contactor K10 Aproximacion;WAGO;15557;857;false
COR-VENT-VF1-CA;CGBT_BM;M3DI10;COR-VENT-VF1-CA Estado Interruptor ventilador VF-01-CA;WAGO;15558;858;false
COR-VENT-VF1-CA;CGBT_BM;M3DI13;COR-VENT-VF1-CA Estado Circuito fallo arrancador ventilador VF-01-CA;WAGO;15559;859;false
COR-VENT-VF2-CA;CGBT_BM;M3DI14;COR-VENT-VF2-CA Estado Interruptor ventilador VF-02-CA;WAGO;15560;860;false
COR-VENT-VF2-CA;CGBT_BM;M4DI1;COR-VENT-VF2-CA Estado Circuito fallo arrancador ventilador VF-02-CA;WAGO;15561;861;false
COR-VENT-VF3-CA;CGBT_BM;M4DI2;COR-VENT-VF3-CA Estado Interruptor ventilador VF-03-CA;WAGO;15562;862;false
COR-VENT-VF3-CA;CGBT_BM;M4DI5;COR-VENT-VF3-CA Estado Circuito fallo arrancador ventilador VF-03-CA;WAGO;15563;863;false
COR-VENT-VF4-CA;CGBT_BM;M4DI6;COR-VENT-VF4-CA Estado Interruptor ventilador VF-04-CA;WAGO;15564;864;false
COR-VENT-VF4-CA;CGBT_BM;M4DI9;COR-VENT-VF4-CA Estado Circuito fallo arrancador ventilador VF-04-CA;WAGO;15565;865;false
COR-VENT-VF5-CA;CGBT_BM;M4DI10;COR-VENT-VF5-CA Estado Interruptor ventilador VF-05-CA;WAGO;15566;866;false
COR-VENT-VF5-CA;CGBT_BM;M4DI13;COR-VENT-VF5-CA Estado Circuito fallo arrancador ventilador VF-05-CA;WAGO;15567;867;false
COR-VENT-VF7-MA;CGBT_BM;M5DI1;COR-VENT-VF7-MA Estado Interruptor ventilador VF-07-MA;WAGO;15568;868;false
COR-VENT-VF7-MA;CGBT_BM;M5DI4;COR-VENT-VF7-MA Estado Circuito fallo arrancador ventilador VF-07-MA;WAGO;15569;869;false
COR-VENT-VF8-MA;CGBT_BM;M5DI5;COR-VENT-VF8-MA Estado Interruptor ventilador VF-08-MA;WAGO;15570;870;false
COR-VENT-VF8-MA;CGBT_BM;M5DI8;COR-VENT-VF8-MA Estado Circuito fallo arrancador ventilador VF-08-MA;WAGO;15571;871;false
COR-VENT-VF9-MA;CGBT_BM;M5DI9;COR-VENT-VF9-MA Estado Interruptor ventilador VF-9-MA;WAGO;15572;872;false
COR-VENT-VF9-MA;CGBT_BM;M5DI12;COR-VENT-VF9-MA Estado Circuito fallo arrancador ventilador VF-9-MA;WAGO;15573;873;false
COR-VENT-VF10-MA;CGBT_BM;M5DI13;COR-VENT-VF10-MA Estado Interruptor ventilador VF-10-MA;WAGO;15574;874;false
COR-VENT-VF10-MA;CGBT_BM;M6DI0;COR-VENT-VF10-MA Estado Circuito fallo arrancador ventilador VF-10-MA;WAGO;15575;875;false
COR-CUAD-PRES-GAL-1;ARM_GAL_1;M2DI1;COR-CUAD-PRES-GAL1 Estado Seta Emergencía;WAGO;15576;876;false
COR-CUAD-PRES-GAL-1CA;ARM_GAL_1;M2DI2;COR-CUAD-PRES-GAL-1CA Estado Remoto Tubo Sentido Cadiz;WAGO;15577;877;false
COR-CUAD-PRES-GAL-1CA;ARM_GAL_1;M2DI3;COR-CUAD-PRES-GAL-1CA Estado Marcha Ventilador derecho tubo sentido Cadiz ;WAGO;15578;878;false
COR-CUAD-PRES-GAL-1CA;ARM_GAL_1;M2DI4;COR-CUAD-PRES-GAL-1CA Estado Marcha Ventilador izquierdo tubo sentido Cadiz ;WAGO;15579;879;false
COR-CUAD-PRES-GAL-1CA;ARM_GAL_1;M2DI5;COR-CUAD-PRES-GAL-1CA Estado Fallo Ventilador derecho tubo sentido Cadiz ;WAGO;15580;880;false
COR-CUAD-PRES-GAL-1CA;ARM_GAL_1;M2DI6;COR-CUAD-PRES-GAL-1CA Estado Fallo Ventilador izquierdo tubo sentido Cadiz ;WAGO;15581;881;false
COR-CUAD-PRES-GAL-1MA;ARM_GAL_1;M2DI7;COR-CUAD-PRES-GAL-1MA Estado Remoto tubo Sentido Malaga;WAGO;15582;882;false
COR-CUAD-PRES-GAL-1MA;ARM_GAL_1;M2DI8;COR-CUAD-PRES-GAL-1MA Estado Marcha Ventilador derecho tubo sentido Malaga ;WAGO;15583;883;false
COR-CUAD-PRES-GAL-1MA;ARM_GAL_1;M2DI9;COR-CUAD-PRES-GAL-1MA Estado Marcha Ventilador izquierdo tubo sentido Malaga ;WAGO;15584;884;false
COR-CUAD-PRES-GAL-1MA;ARM_GAL_1;M2DI10;COR-CUAD-PRES-GAL-1MA Estado Fallo Ventilador derecho tubo sentido Malaga;WAGO;15585;885;false
COR-CUAD-PRES-GAL-1MA;ARM_GAL_1;M2DI11;COR-CUAD-PRES-GAL-1MA Estado Fallo Ventilador izquierdo tubo sentido Malaga;WAGO;15586;886;false
COR-CUAD-PRES-GAL-2;ARM_GAL_2;M2DI1;COR-CUAD-PRES-GAL2 Estado Seta Emergencía;WAGO;15587;887;false
COR-CUAD-PRES-GAL-2CA;ARM_GAL_2;M2DI2;COR-CUAD-PRES-GAL-2CA Estado Remoto Tubo Sentido Cadiz;WAGO;15588;888;false
COR-CUAD-PRES-GAL-2CA;ARM_GAL_2;M2DI3;COR-CUAD-PRES-GAL-2CA Estado Marcha Ventilador derecho tubo sentido Cadiz ;WAGO;15589;889;false
COR-CUAD-PRES-GAL-2CA;ARM_GAL_2;M2DI4;COR-CUAD-PRES-GAL-2CA Estado Marcha Ventilador izquierdo tubo sentido Cadiz ;WAGO;15590;890;false
COR-CUAD-PRES-GAL-2CA;ARM_GAL_2;M2DI5;COR-CUAD-PRES-GAL-2CA Estado Fallo Ventilador derecho tubo sentido Cadiz ;WAGO;15591;891;false
