location_id;alias
1; pk  dm 
2; pk  dm 
3; pk 61+000 dm 
4; pk 61+000 dm 
5; pk  dm 
6; pk 1+050 dm 
7; pk 0+550 dm 
8; pk 0+050 dm 
9; pk 59+950 dm 
10; pk 61+645 dm 
11; pk 0+550 dm 
12; pk 0+550 dm 
13; pk 0+550 dm 
14; pk 0+050 dm 
15; pk 0+050 dm 
16; pk 0+050 dm 
17; pk 61+000 dm 
18; pk 61+000 dm 
19; pk 1+050 dm 
20; pk 0+550 dm 
21; pk 0+050 dm 
22; pk 59+950 dm 
23; pk 61+000 dm 
24; pk 61+465 dm 
