item;element_subtype;alias;description;sessionuid;road;stretchs;pk;sentido
1;4;DEP-PCI-1-DP2;DEP-PCI-1-DP2;DEP-PCI-1-DP2;Autovía A-4;LT2;;NA
2;4;DEP-PCI-2-DP2;DEP-PCI-2-DP2;DEP-PCI-2-DP2;Autovía A-4;LT2;;NA
