item;alias;description;sessionuid;road;stretchs;pk;sentido
1;GE2-DP;GE2-DP;GE2-DP;Autovía A-4;LT2;;NA
2;GE3-DP;GE3-DP;GE3-DP;Autovía A-4;LT3;;NA
3;GE4-CA;GE4-CA;GE4-CA;Autovía A-4;LT4;;NA
4;GE1-CZ;GE1-CZ;GE1-CZ;Autovía A-4;LT1;;NA
