device_name;session_uid;url_publisher;PLC_name;host;port(i);offset_state(i);read_permission;write_permission
NG-INT-CSA-RED;NG-INT-CSA-RED;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;NG-PLC-CGBT;192.168.17.49;502;0;monitor;
NG-MAGDIF-MAN-CSA-RED;NG-MAGDIF-MAN-CSA-RED;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;NG-PLC-CGBT;192.168.17.49;502;1;monitor;
NG-MAGDIF-A3-SC;NG-MAGDIF-A3-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;NG-PLC-CGBT;192.168.17.49;502;2;monitor;
NG-MAGDIF-A5-SC;NG-MAGDIF-A5-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;NG-PLC-CGBT;192.168.17.49;502;4;monitor;
NG-MAGDIF-A6-SC;NG-MAGDIF-A6-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;NG-PLC-CGBT;192.168.17.49;502;6;monitor;
NG-MAGDIF-A8-SC;NG-MAGDIF-A8-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;NG-PLC-CGBT;192.168.17.49;502;8;monitor;
NG-MAGDIF-A12-SM;NG-MAGDIF-A12-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;NG-PLC-CGBT;192.168.17.49;502;12;monitor;
NG-MAGDIF-A14-SM;NG-MAGDIF-A14-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;NG-PLC-CGBT;192.168.17.49;502;14;monitor;
NG-MAGDIF-A11-SM;NG-MAGDIF-A11-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;NG-PLC-CGBT;192.168.17.49;502;16;monitor;
NG-MAGDIF-A13-SM;NG-MAGDIF-A13-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;NG-PLC-CGBT;192.168.17.49;502;18;monitor;
NG-MAG-ITS-2;NG-MAG-ITS-2;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;NG-PLC-CT-BC;192.168.17.10;502;0;monitor;
NG-MAGDIF-A1-SC;NG-MAGDIF-A1-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;NG-PLC-CT-BC;192.168.17.10;502;2;monitor;
NG-MAGDIF-A2-SM;NG-MAGDIF-A2-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;NG-PLC-CT-BC;192.168.17.10;502;4;monitor;
NG-INT-CSA-SAI;NG-INT-CSA-SAI;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;NG-PLC-CGBT;192.168.17.49;502;24;monitor;
NG-MAGDIF-MAN-CSA-SAI;NG-MAGDIF-MAN-CSA-SAI;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;NG-PLC-CGBT;192.168.17.49;502;25;monitor;
NG-MAGDIF-AA1-SC;NG-MAGDIF-AA1-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;NG-PLC-CGBT;192.168.17.49;502;26;monitor;
NG-MAGDIF-AA2-SC;NG-MAGDIF-AA2-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;NG-PLC-CGBT;192.168.17.49;502;28;monitor;
NG-MAGDIF-AE4-SC;NG-MAGDIF-AE4-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;NG-PLC-CGBT;192.168.17.49;502;30;monitor;
NG-MAGDIF-AA10-SM;NG-MAGDIF-AA10-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;NG-PLC-CGBT;192.168.17.49;502;32;monitor;
