device_name;session_uid;url_publisher;PLC_name;host;port(i);offset_state(i);read_permission;write_permission
MM-MAG-CSA-RED;MM-MAG-CSA-RED;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;0;monitor;
MM-INT-CSA-RED;MM-INT-CSA-RED;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;1;monitor;
MM-MAG-CSA-SAI;MM-MAG-CSA-SAI;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;24;monitor;
MM-INT-CSA-SAI;MM-INT-CSA-SAI;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;25;monitor;
MM-MAGDIF-A9-SC;MM-MAGDIF-A9-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;2;monitor;
MM-MAGDIF-A11-SC;MM-MAGDIF-A11-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;4;monitor;
MM-MAGDIF-A12-SC;MM-MAGDIF-A12-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;6;monitor;
MM-MAGDIF-A14-SC;MM-MAGDIF-A14-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;8;monitor;
MM-MAGDIF-A4-SM;MM-MAGDIF-A4-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;10;monitor;
MM-MAGDIF-A6-SM;MM-MAGDIF-A6-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;12;monitor;
MM-MAGDIF-A3-SM;MM-MAGDIF-A3-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;14;monitor;
MM-MAGDIF-A5-SM;MM-MAGDIF-A5-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;16;monitor;
MM-MAGDIF-AA7-SC;MM-MAGDIF-AA7-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;26;monitor;
MM-MAGDIF-AA10-SC;MM-MAGDIF-AA10-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;28;monitor;
MM-MAGDIF-AA2-SM;MM-MAGDIF-AA2-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;30;monitor;
MM-MAGDIF-AA1-SM;MM-MAGDIF-AA1-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;32;monitor;
MM-MAGDIF-AE13-SM;MM-MAGDIF-AE13-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;35;monitor;
MM-MAGDIF-AE16-SC;MM-MAGDIF-AE16-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;38;monitor;
MM-MAGDIF-AE17-SC;MM-MAGDIF-AE17-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;41;monitor;
MM-MAGDIF-AE18-SM;MM-MAGDIF-AE18-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;44;monitor;
MM-MAGDIF-A17-SC;MM-MAGDIF-A17-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;46;monitor;
MM-MAGDIF-A18-SC;MM-MAGDIF-A18-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;48;monitor;
MM-MAGDIF-A19-SM;MM-MAGDIF-A19-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;50;monitor;
MM-MAGDIF-A20-SM;MM-MAGDIF-A20-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;52;monitor;
MM-MAG-CSEDBT-1;MM-MAG-CSEDBT-1;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;58;monitor;
MM-MAG-CSEDBT-A1;MM-MAG-CSEDBT-A1;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;59;monitor;
MM-MAG-CSEDBT-E1;MM-MAG-CSEDBT-E1;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;60;monitor;
MM-MAG-CSEDBT-F1;MM-MAG-CSEDBT-F1;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;61;monitor;
MM-MAG-F2-CLIMA;MM-MAG-F2-CLIMA;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;62;monitor;
MM-MAG-CGBT;MM-MAG-CGBT;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;63;monitor;
MM-INT-CGBT-CSA-RED;MM-INT-CGBT-CSA-RED;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;64;monitor;
MM-MAG-SERV-AUX-GE;MM-MAG-SERV-AUX-GE;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;67;monitor;
MM-CONT-COM-RED;MM-CONT-COM-RED;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;68;monitor;
MM-INT-CGBT-COMM-GRUPO;MM-INT-CGBT-COMM-GRUPO;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;69;monitor;
MM-INT-CGBT-SAI;MM-INT-CGBT-SAI;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;70;monitor;
MM-INT-CGBT-CSV1;MM-INT-CGBT-CSV1;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;71;monitor;
MM-INT-CGBT-CSV2;MM-INT-CGBT-CSV2;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;72;monitor;
MM-INT-CS-PCI-1;MM-INT-CS-PCI-1;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;73;monitor;
MM-INT-CGBT-BAT-COND;MM-INT-CGBT-BAT-COND;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;MM-CTGBT;192.168.12.54;502;74;monitor;
