device_name;session_uid;detector_order;url_receiver;endpoint;url_publisher;url_put_command;receiver_name;ip_whitelist
COR-TV-9MA;COR-TV-9MA;8;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.152';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.15.18\/api\/v1\/incidents\/incidentscada\/';COR-DAI;192.168.15.20
COR-TV-10MA;COR-TV-10MA;9;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.153';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.15.18\/api\/v1\/incidents\/incidentscada\/';COR-DAI;192.168.15.20
COR-TV-11MA;COR-TV-11MA;10;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.154';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.15.18\/api\/v1\/incidents\/incidentscada\/';COR-DAI;192.168.15.20
COR-TV-12MA;COR-TV-12MA;11;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.155';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.15.18\/api\/v1\/incidents\/incidentscada\/';COR-DAI;192.168.15.20
COR-TV-1CA;COR-TV-1CA;12;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.125';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.15.18\/api\/v1\/incidents\/incidentscada\/';COR-DAI;192.168.15.20
COR-TV-2CA;COR-TV-2CA;13;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.126';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.15.18\/api\/v1\/incidents\/incidentscada\/';COR-DAI;192.168.15.20
COR-TV-3CA;COR-TV-3CA;14;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.127';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.15.18\/api\/v1\/incidents\/incidentscada\/';COR-DAI;192.168.15.20
COR-TV-4CA;COR-TV-4CA;15;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.128';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.15.18\/api\/v1\/incidents\/incidentscada\/';COR-DAI;192.168.15.20
COR-TV-5CA;COR-TV-5CA;16;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.129';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.15.18\/api\/v1\/incidents\/incidentscada\/';COR-DAI;192.168.15.20
COR-TV-6CA;COR-TV-6CA;17;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.130';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.15.18\/api\/v1\/incidents\/incidentscada\/';COR-DAI;192.168.15.20
COR-TV-7CA;COR-TV-7CA;18;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.131';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.15.18\/api\/v1\/incidents\/incidentscada\/';COR-DAI;192.168.15.20
COR-TV-8CA;COR-TV-8CA;19;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.132';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.15.18\/api\/v1\/incidents\/incidentscada\/';COR-DAI;192.168.15.20
COR-TV-9CA;COR-TV-9CA;20;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.133';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.15.18\/api\/v1\/incidents\/incidentscada\/';COR-DAI;192.168.15.20
COR-TV-10CA;COR-TV-10CA;21;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.134';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.15.18\/api\/v1\/incidents\/incidentscada\/';COR-DAI;192.168.15.20
COR-TV-11CA;COR-TV-11CA;22;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.135';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.15.18\/api\/v1\/incidents\/incidentscada\/';COR-DAI;192.168.15.20
COR-TV-12CA;COR-TV-12CA;23;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.136';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.15.18\/api\/v1\/incidents\/incidentscada\/';COR-DAI;192.168.15.20
STM2-TV-1MA;STM2-TV-1MA;0;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.173';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.10.18\/api\/v1\/incidents\/incidentscada\/';STM2-DAI;192.168.10.18
STM2-TV-2MA;STM2-TV-2MA;1;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.174';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.10.18\/api\/v1\/incidents\/incidentscada\/';STM2-DAI;192.168.10.18
STM2-TV-3MA;STM2-TV-3MA;2;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.175';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.10.18\/api\/v1\/incidents\/incidentscada\/';STM2-DAI;192.168.10.18
STM2-TV-4MA;STM2-TV-4MA;3;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.176';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.10.18\/api\/v1\/incidents\/incidentscada\/';STM2-DAI;192.168.10.18
STM2-TV-5MA;STM2-TV-5MA;4;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.177';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.10.18\/api\/v1\/incidents\/incidentscada\/';STM2-DAI;192.168.10.18
STM2-TV-6MA;STM2-TV-6MA;5;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.178';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.10.18\/api\/v1\/incidents\/incidentscada\/';STM2-DAI;192.168.10.18
STM2-TV-7MA;STM2-TV-7MA;6;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.179';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.10.18\/api\/v1\/incidents\/incidentscada\/';STM2-DAI;192.168.10.18
STM2-TV-1CA;STM2-TV-1CA;7;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.163';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.10.18\/api\/v1\/incidents\/incidentscada\/';STM2-DAI;192.168.10.18
STM2-TV-2CA;STM2-TV-2CA;8;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.164';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.10.18\/api\/v1\/incidents\/incidentscada\/';STM2-DAI;192.168.10.18
STM2-TV-3CA;STM2-TV-3CA;9;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.165';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.10.18\/api\/v1\/incidents\/incidentscada\/';STM2-DAI;192.168.10.18
STM2-TV-4CA;STM2-TV-4CA;10;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.166';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.10.18\/api\/v1\/incidents\/incidentscada\/';STM2-DAI;192.168.10.18
STM2-TV-5CA;STM2-TV-5CA;11;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.167';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.10.18\/api\/v1\/incidents\/incidentscada\/';STM2-DAI;192.168.10.18
STM2-TV-6CA;STM2-TV-6CA;12;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.168';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.10.18\/api\/v1\/incidents\/incidentscada\/';STM2-DAI;192.168.10.18
STM2-TV-7CA;STM2-TV-7CA;13;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.169';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.10.18\/api\/v1\/incidents\/incidentscada\/';STM2-DAI;192.168.10.18
EST-TV-1MA;EST-TV-1MA;0;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.157';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.5.18\/api\/v1\/incidents\/incidentscada\/';EST-DAI;192.168.16.18
EST-TV-2MA;EST-TV-2MA;1;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.158';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.5.18\/api\/v1\/incidents\/incidentscada\/';EST-DAI;192.168.16.18
EST-TV-1CA;EST-TV-1CA;2;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.160';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.5.18\/api\/v1\/incidents\/incidentscada\/';EST-DAI;192.168.16.18
EST-TV-2CA;EST-TV-2CA;3;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.161';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.5.18\/api\/v1\/incidents\/incidentscada\/';EST-DAI;192.168.16.18
NG-TV-1CA;NG-TV-1CA;0;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.181';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.17.18\/api\/v1\/incidents\/incidentscada\/';NG-DAI;192.168.17.15
NG-TV-2CA;NG-TV-2CA;1;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.182';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.17.18\/api\/v1\/incidents\/incidentscada\/';NG-DAI;192.168.17.15
NG-TV-3CA;NG-TV-3CA;2;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.183';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.17.18\/api\/v1\/incidents\/incidentscada\/';NG-DAI;192.168.17.15
NG-TV-4CA;NG-TV-4CA;3;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.184';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.17.18\/api\/v1\/incidents\/incidentscada\/';NG-DAI;192.168.17.15
NG-TV-5CA;NG-TV-5CA;4;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.185';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.17.18\/api\/v1\/incidents\/incidentscada\/';NG-DAI;192.168.17.15
NG-TV-6CA;NG-TV-6CA;5;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.186';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.17.18\/api\/v1\/incidents\/incidentscada\/';NG-DAI;192.168.17.15
NG-TV-7CA;NG-TV-7CA;6;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.187';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.17.18\/api\/v1\/incidents\/incidentscada\/';NG-DAI;192.168.17.15
NG-TV-8CA;NG-TV-8CA;7;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.188';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.17.18\/api\/v1\/incidents\/incidentscada\/';NG-DAI;192.168.17.15
NG-TV-9CA;NG-TV-9CA;8;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.189';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.17.18\/api\/v1\/incidents\/incidentscada\/';NG-DAI;192.168.17.15
NG-TV-1MA;NG-TV-1MA;9;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.193';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.17.18\/api\/v1\/incidents\/incidentscada\/';NG-DAI;192.168.17.15
NG-TV-2MA;NG-TV-2MA;10;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.194';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.17.18\/api\/v1\/incidents\/incidentscada\/';NG-DAI;192.168.17.15
NG-TV-3MA;NG-TV-3MA;11;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.195';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.17.18\/api\/v1\/incidents\/incidentscada\/';NG-DAI;192.168.17.15
NG-TV-4MA;NG-TV-4MA;12;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.196';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.17.18\/api\/v1\/incidents\/incidentscada\/';NG-DAI;192.168.17.15
NG-TV-5MA;NG-TV-5MA;13;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.197';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.17.18\/api\/v1\/incidents\/incidentscada\/';NG-DAI;192.168.17.15
NG-TV-6MA;NG-TV-6MA;14;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.198';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.17.18\/api\/v1\/incidents\/incidentscada\/';NG-DAI;192.168.17.15
NG-TV-7MA;NG-TV-7MA;15;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.199';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.17.18\/api\/v1\/incidents\/incidentscada\/';NG-DAI;192.168.17.15
NG-TV-8MA;NG-TV-8MA;16;http:\/\/localhost:8080\/httpds;'http:\/\/192.168.56.200';http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;'http:\/\/192.168.17.18\/api\/v1\/incidents\/incidentscada\/';NG-DAI;192.168.17.15
