device_name;session_uid;url_publisher;PLC_name;host;port(i);offset_state(i);read_permission;write_permission
COR-CONT-GA2-CSG-2;COR-CONT-GA2-CSG-2;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-ARM-GAL-2;192.168.15.52;502;7;monitor;
COR-MAGDIF-GE1-CSG-2;COR-MAGDIF-GE1-CSG-2;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-ARM-GAL-2;192.168.15.52;502;8;monitor;
COR-CONT-GE1-CSG-2;COR-CONT-GE1-CSG-2;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-ARM-GAL-2;192.168.15.52;502;9;monitor;
COR-MAGDIF-GF6-CSG-2;COR-MAGDIF-GF6-CSG-2;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-ARM-GAL-2;192.168.15.52;502;12;monitor;
COR-MAGDIF-GF9-CSG-2;COR-MAGDIF-GF9-CSG-2;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-ARM-GAL-2;192.168.15.52;502;13;monitor;
COR-MAGDIF-CIR-PRES-CSG-2;COR-MAGDIF-CIR-PRES-CSG-2;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-ARM-GAL-2;192.168.15.52;502;15;monitor;
COR-INT-CSG-3;COR-INT-CSG-3;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-ARM-GAL-3;192.168.15.54;502;2;monitor;
COR-MAGDIF-GA1-CSG-3;COR-MAGDIF-GA1-CSG-3;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-ARM-GAL-3;192.168.15.54;502;4;monitor;
COR-CONT-GA1-CSG-3;COR-CONT-GA1-CSG-3;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-ARM-GAL-3;192.168.15.54;502;5;monitor;
COR-MAGDIF-GA2-CSG-3;COR-MAGDIF-GA2-CSG-3;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-ARM-GAL-3;192.168.15.54;502;6;monitor;
COR-CONT-GA2-CSG-3;COR-CONT-GA2-CSG-3;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-ARM-GAL-3;192.168.15.54;502;7;monitor;
COR-MAGDIF-GE1-CSG-3;COR-MAGDIF-GE1-CSG-3;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-ARM-GAL-3;192.168.15.54;502;8;monitor;
COR-CONT-GE1-CSG-3;COR-CONT-GE1-CSG-3;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-ARM-GAL-3;192.168.15.54;502;9;monitor;
COR-MAGDIF-GF6-CSG-3;COR-MAGDIF-GF6-CSG-3;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-ARM-GAL-3;192.168.15.54;502;12;monitor;
COR-MAGDIF-GF9-CSG-3;COR-MAGDIF-GF9-CSG-3;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-ARM-GAL-3;192.168.15.54;502;13;monitor;
COR-MAGDIF-CIR-PRES-CSG-3;COR-MAGDIF-CIR-PRES-CSG-3;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-ARM-GAL-3;192.168.15.54;502;15;monitor;
COR-INT-CGBT-B;COR-INT-CGBT-B;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BM;192.168.15.57;502;84;monitor;
COR-INT-CSA-RED-B-CGBT-B;COR-INT-CSA-RED-B-CGBT-B;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BM;192.168.15.57;502;85;monitor;
COR-INT-SER-AUX-GE-CGBT-B;COR-INT-SER-AUX-GE-CGBT-B;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BM;192.168.15.57;502;88;monitor;
COR-CONT-CONM-RED-CGBT-B;COR-CONT-CONM-RED-CGBT-B;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BM;192.168.15.57;502;89;monitor;
COR-CONT-CONM-GRUPO-CGBT-B;COR-CONT-CONM-GRUPO-CGBT-B;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BM;192.168.15.57;502;90;monitor;
COR-INT-SAI-CGBT-B;COR-INT-SAI-CGBT-B;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BM;192.168.15.57;502;91;monitor;
COR-INT-CSV-B-CA-CGBT-B;COR-INT-CSV-B-CA-CGBT-B;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BM;192.168.15.57;502;92;monitor;
COR-INT-CSV-B-MA-CGBT-B;COR-INT-CSV-B-MA-CGBT-B;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BM;192.168.15.57;502;93;monitor;
COR-INT-BAT-COND-CGBT-B;COR-INT-BAT-COND-CGBT-B;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BM;192.168.15.57;502;94;monitor;
COR-INT-CS-BT-CGBT-B;COR-INT-CS-BT-CGBT-B;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BM;192.168.15.57;502;95;monitor;
COR-MAGDIF-CS-BT-B;COR-MAGDIF-CS-BT-B;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BM;192.168.15.57;502;97;monitor;
COR-INT-CGBT-A;COR-INT-CGBT-A;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BC;192.168.15.11;502;84;monitor;
COR-INT-CSA-RED-A-CGBT-A;COR-INT-CSA-RED-A-CGBT-A;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BC;192.168.15.11;502;85;monitor;
COR-MAGDIF-SER-AUX-GE-CGBT-A;COR-MAGDIF-SER-AUX-GE-CGBT-A;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BC;192.168.15.11;502;87;monitor;
COR-CONT-CONM-RED-CGBT-A;COR-CONT-CONM-RED-CGBT-A;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BC;192.168.15.11;502;88;monitor;
COR-CONT-CONM-GRUPO-CGBT-A;COR-CONT-CONM-GRUPO-CGBT-A;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BC;192.168.15.11;502;89;monitor;
COR-INT-SAI-CGBT-A;COR-INT-SAI-CGBT-A;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BC;192.168.15.11;502;90;monitor;
COR-INT-CSV-A-MA-CGBT-A;COR-INT-CSV-A-MA-CGBT-A;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BC;192.168.15.11;502;91;monitor;
COR-INT-CSV-A-CA-CGBT-A;COR-INT-CSV-A-CA-CGBT-A;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BC;192.168.15.11;502;92;monitor;
COR-MAGDIF-CS-PCI-CGBT-A;COR-MAGDIF-CS-PCI-CGBT-A;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BC;192.168.15.11;502;93;monitor;
COR-INT-BAT-COND-CGBT-A;COR-INT-BAT-COND-CGBT-A;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BC;192.168.15.11;502;94;monitor;
COR-INT-CS-BT-CGBT-A;COR-INT-CS-BT-CGBT-A;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BC;192.168.15.11;502;95;monitor;
COR-MAGDIF-CS-BT-A;COR-MAGDIF-CS-BT-A;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BC;192.168.15.11;502;97;monitor;
COR-INT-CSV-A-MA;COR-INT-CSV-A-MA;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BC;192.168.15.11;502;81;monitor;
COR-MAGDIF-MAN-CSV-A-MA;COR-MAGDIF-MAN-CSV-A-MA;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BC;192.168.15.11;502;82;monitor;
COR-VENT-INT-VF1-MA;COR-VENT-INT-VF1-MA;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BC;192.168.15.11;502;57;monitor;
COR-VENT-INT-VF2-MA;COR-VENT-INT-VF2-MA;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BC;192.168.15.11;502;61;monitor;
COR-VENT-INT-VF3-MA;COR-VENT-INT-VF3-MA;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BC;192.168.15.11;502;65;monitor;
COR-VENT-INT-VF4-MA;COR-VENT-INT-VF4-MA;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BC;192.168.15.11;502;69;monitor;
COR-VENT-INT-VF5-MA;COR-VENT-INT-VF5-MA;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BC;192.168.15.11;502;73;monitor;
COR-VENT-INT-VF6-MA;COR-VENT-INT-VF6-MA;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BC;192.168.15.11;502;77;monitor;
COR-INT-CSV-A-CA;COR-INT-CSV-A-CA;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BC;192.168.15.11;502;54;monitor;
COR-MAGDIF-MAN-CSV-A-CA;COR-MAGDIF-MAN-CSV-A-CA;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BC;192.168.15.11;502;55;monitor;
COR-VENT-INT-VF6-CA;COR-VENT-INT-VF6-CA;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BC;192.168.15.11;502;42;monitor;
COR-VENT-INT-VF7-CA;COR-VENT-INT-VF7-CA;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BC;192.168.15.11;502;46;monitor;
COR-VENT-INT-VF8-CA;COR-VENT-INT-VF8-CA;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BC;192.168.15.11;502;50;monitor;
COR-MAGDIF-RCALD-CSV-A-CA;COR-MAGDIF-RCALD-CSV-A-CA;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BC;192.168.15.11;502;56;monitor;
COR-INT-CSV-B-MA;COR-INT-CSV-B-MA;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BM;192.168.15.57;502;81;monitor;
COR-MAGDIF-MAN-CSV-B-MA;COR-MAGDIF-MAN-CSV-B-MA;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BM;192.168.15.57;502;82;monitor;
COR-VENT-INT-VF7-MA;COR-VENT-INT-VF7-MA;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BM;192.168.15.57;502;65;monitor;
COR-VENT-INT-VF8-MA;COR-VENT-INT-VF8-MA;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BM;192.168.15.57;502;69;monitor;
COR-VENT-INT-VF9-MA;COR-VENT-INT-VF9-MA;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BM;192.168.15.57;502;73;monitor;
COR-VENT-INT-VF10-MA;COR-VENT-INT-VF10-MA;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BM;192.168.15.57;502;77;monitor;
COR-INT-CSV-B-CA;COR-INT-CSV-B-CA;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BM;192.168.15.57;502;62;monitor;
COR-MAGDIF-MAN-CSV-B-CA;COR-MAGDIF-MAN-CSV-B-CA;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BM;192.168.15.57;502;63;monitor;
COR-VENT-INT-VF1-CA;COR-VENT-INT-VF1-CA;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BM;192.168.15.57;502;42;monitor;
COR-VENT-INT-VF2-CA;COR-VENT-INT-VF2-CA;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BM;192.168.15.57;502;46;monitor;
COR-VENT-INT-VF3-CA;COR-VENT-INT-VF3-CA;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BM;192.168.15.57;502;50;monitor;
COR-VENT-INT-VF4-CA;COR-VENT-INT-VF4-CA;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BM;192.168.15.57;502;54;monitor;
COR-VENT-INT-VF5-CA;COR-VENT-INT-VF5-CA;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLC-CGBT-BM;192.168.15.57;502;58;monitor;
COR-INT-CS-ITS1-A;COR-INT-CS-ITS1-A;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLCL-BC;192.168.15.10;502;16;monitor;
COR-MAGDIF-MAN-CS-ITS1-A;COR-MAGDIF-MAN-CS-ITS1-A;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLCL-BC;192.168.15.10;502;17;monitor;
COR-MAGDIF-BF10-ITS1-A;COR-MAGDIF-BF10-ITS1-A;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLCL-BC;192.168.15.10;502;18;monitor;
COR-MAGDIF-BF11-ITS1-A;COR-MAGDIF-BF11-ITS1-A;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLCL-BC;192.168.15.10;502;19;monitor;
COR-MAGDIF-CGBT-ITS1-A;COR-MAGDIF-CGBT-ITS1-A;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLCL-BC;192.168.15.10;502;20;monitor;
COR-MAGDIF-BF13.1-ITS1-A;COR-MAGDIF-BF13.1-ITS1-A;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLCL-BC;192.168.15.10;502;21;monitor;
COR-MAGDIF-BF13.2-ITS1-A;COR-MAGDIF-BF13.2-ITS1-A;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLCL-BC;192.168.15.10;502;22;monitor;
COR-MAGDIF-BF14.1-ITS1-A;COR-MAGDIF-BF14.1-ITS1-A;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLCL-BC;192.168.15.10;502;23;monitor;
COR-MAGDIF-BF14.2-ITS1-A;COR-MAGDIF-BF14.2-ITS1-A;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLCL-BC;192.168.15.10;502;24;monitor;
COR-MAGDIF-BF15-ITS1-A;COR-MAGDIF-BF15-ITS1-A;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLCL-BC;192.168.15.10;502;25;monitor;
COR-CONT-BF15-ITS1-A;COR-CONT-BF15-ITS1-A;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLCL-BC;192.168.15.10;502;26;monitor;
COR-MAGDIF-BF19-ITS1-A;COR-MAGDIF-BF19-ITS1-A;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLCL-BC;192.168.15.10;502;28;monitor;
COR-MAGDIF-BF20-ITS1-A;COR-MAGDIF-BF20-ITS1-A;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLCL-BC;192.168.15.10;502;29;monitor;
COR-MAGDIF-BF21-ITS1-A;COR-MAGDIF-BF21-ITS1-A;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLCL-BC;192.168.15.10;502;30;monitor;
COR-MAGDIF-BF22-ITS1-A;COR-MAGDIF-BF22-ITS1-A;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLCL-BC;192.168.15.10;502;31;monitor;
COR-MAGDIF-BF23-ITS1-A;COR-MAGDIF-BF23-ITS1-A;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLCL-BC;192.168.15.10;502;32;monitor;
COR-MAGDIF-BF24-ITS1-A;COR-MAGDIF-BF24-ITS1-A;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLCL-BC;192.168.15.10;502;33;monitor;
COR-MAGDIF-BF25-ITS1-A;COR-MAGDIF-BF25-ITS1-A;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLCL-BC;192.168.15.10;502;34;monitor;
COR-MAGDIF-BF26-ITS1-A;COR-MAGDIF-BF26-ITS1-A;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLCL-BC;192.168.15.10;502;35;monitor;
COR-MAGDIF-BF27-ITS1-A;COR-MAGDIF-BF27-ITS1-A;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLCL-BC;192.168.15.10;502;36;monitor;
COR-MAGDIF-BF28-ITS1-A;COR-MAGDIF-BF28-ITS1-A;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLCL-BC;192.168.15.10;502;37;monitor;
COR-MAGDIF-OP-VODAFONE-ITS1-A;COR-MAGDIF-OP-VODAFONE-ITS1-A;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLCL-BC;192.168.15.10;502;38;monitor;
COR-MAGDIF-BF30-ITS1-A;COR-MAGDIF-BF30-ITS1-A;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLCL-BC;192.168.15.10;502;39;monitor;
COR-MAGDIF-BF31-ITS1-A;COR-MAGDIF-BF31-ITS1-A;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLCL-BC;192.168.15.10;502;40;monitor;
COR-MAGDIF-OP-MOVISTAR-ITS1-A;COR-MAGDIF-OP-MOVISTAR-ITS1-A;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;COR-PLCL-BC;192.168.15.10;502;41;monitor;
