device_name;session_uid;url_publisher;PLC_name;host;port(i);offset_state(i);read_permission;write_permission
STMI-MAG-CSA-SAI;STMI-MAG-CSA-SAI;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTGBT;192.168.13.11;502;0;monitor;
STMI-INT-CSA-SAI;STMI-INT-CSA-SAI;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTGBT;192.168.13.11;502;1;monitor;
STMI-MAGDIF-AA1-SC;STMI-MAGDIF-AA1-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTGBT;192.168.13.11;502;2;monitor;
STMI-MAGDIF-AA2-SC;STMI-MAGDIF-AA2-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTGBT;192.168.13.11;502;4;monitor;
STMI-MAGDIF-AA6-SM;STMI-MAGDIF-AA6-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTGBT;192.168.13.11;502;6;monitor;
STMI-MAGDIF-AA7-SM;STMI-MAGDIF-AA7-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTGBT;192.168.13.11;502;8;monitor;
STMI-MAGDIF-AE5-SC;STMI-MAGDIF-AE5-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTGBT;192.168.13.11;502;10;monitor;
STMI-MAGDIF-AE10-SM;STMI-MAGDIF-AE10-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTGBT;192.168.13.11;502;12;monitor;
STMI-MAGDIF-A11;STMI-MAGDIF-A11;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTGBT;192.168.13.11;502;18;monitor;
STMI-MAGDIF-A12;STMI-MAGDIF-A12;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTGBT;192.168.13.11;502;20;monitor;
STMI-MAGDIF-A13;STMI-MAGDIF-A13;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTGBT;192.168.13.11;502;22;monitor;
STMI-MAGDIF-A14;STMI-MAGDIF-A14;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTGBT;192.168.13.11;502;24;monitor;
STMI-MAG-CSA-RED;STMI-MAG-CSA-RED;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTGBT;192.168.13.11;502;30;monitor;
STMI-INT-CSA-RED;STMI-INT-CSA-RED;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTGBT;192.168.13.11;502;31;monitor;
STMI-MAGDIF-A3-SC;STMI-MAGDIF-A3-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTGBT;192.168.13.11;502;32;monitor;
STMI-MAGDIF-A4-SC;STMI-MAGDIF-A4-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTGBT;192.168.13.11;502;34;monitor;
STMI-MAGDIF-A8-SM;STMI-MAGDIF-A8-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTGBT;192.168.13.11;502;36;monitor;
STMI-MAGDIF-A9-SM;STMI-MAGDIF-A9-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTGBT;192.168.13.11;502;38;monitor;
STMI-MAG-CGBT;STMI-MAG-CGBT;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTGBT;192.168.13.11;502;46;monitor;
STMI-INT-CGBT-CSA-RED;STMI-INT-CGBT-CSA-RED;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTGBT;192.168.13.11;502;47;monitor;
STMI-INT-CS-EDIF-BT;STMI-INT-CS-EDIF-BT;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTGBT;192.168.13.11;502;48;monitor;
STMI-MAG-SERV-AUX-GE;STMI-MAG-SERV-AUX-GE;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTGBT;192.168.13.11;502;49;monitor;
STMI-CONT-COM-RED;STMI-CONT-COM-RED;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTGBT;192.168.13.11;502;50;monitor;
STMI-INT-CGBT-COMM-GRUPO;STMI-INT-CGBT-COMM-GRUPO;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTGBT;192.168.13.11;502;51;monitor;
STMI-INT-CGBT-CSSAI;STMI-INT-CGBT-CSSAI;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTGBT;192.168.13.11;502;52;monitor;
STMI-INT-CGBT-BAT-COND;STMI-INT-CGBT-BAT-COND;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTGBT;192.168.13.11;502;53;monitor;
STMI-INT-CGBT-INSTAL-FV;STMI-INT-CGBT-INSTAL-FV;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTGBT;192.168.13.11;502;54;monitor;
STMI-MAG-CS-SAI;STMI-MAG-CS-SAI;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTITS;192.168.13.10;502;11;monitor;
STMI-MAGDIF-CSASAI;STMI-MAGDIF-CSASAI;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTITS;192.168.13.10;502;12;monitor;
STMI-MAGDIF-CSB-ITS1;STMI-MAGDIF-CSB-ITS1;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTITS;192.168.13.10;502;13;monitor;
STMI-MAGDIF-C.CASETA-ITS;STMI-MAGDIF-C.CASETA-ITS;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTITS;192.168.13.10;502;14;monitor;
STMI-MAG-ITS1;STMI-MAG-ITS1;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTITS;192.168.13.10;502;15;monitor;
STMI-INT-ITS1;STMI-INT-ITS1;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTITS;192.168.13.10;502;16;monitor;
STMI-MAGDIF-BF1;STMI-MAGDIF-BF1;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTITS;192.168.13.10;502;17;monitor;
STMI-MAGDIF-BF2;STMI-MAGDIF-BF2;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTITS;192.168.13.10;502;18;monitor;
STMI-MAGDIF-BF3;STMI-MAGDIF-BF3;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTITS;192.168.13.10;502;19;monitor;
STMI-MAGDIF-CGBT;STMI-MAGDIF-CGBT;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTITS;192.168.13.10;502;20;monitor;
STMI-MAG-ITS-E1;STMI-MAG-ITS-E1;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTITS;192.168.13.10;502;21;monitor;
STMI-MAG-ITS-E2;STMI-MAG-ITS-E2;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTITS;192.168.13.10;502;22;monitor;
STMI-MAG-ITS-E3;STMI-MAG-ITS-E3;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTITS;192.168.13.10;502;23;monitor;
STMI-MAG-ITS-E4;STMI-MAG-ITS-E4;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTITS;192.168.13.10;502;24;monitor;
STMI-MAGDIF-BARR-SM;STMI-MAGDIF-BARR-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTITS;192.168.13.10;502;27;monitor;
STMI-MAGDIF-BARR-SC;STMI-MAGDIF-BARR-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTITS;192.168.13.10;502;29;monitor;
STMI-MAGDIF-BF11-PMV;STMI-MAGDIF-BF11-PMV;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTITS;192.168.13.10;502;31;monitor;
STMI-MAGDIF-BF12-PMV;STMI-MAGDIF-BF12-PMV;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTITS;192.168.13.10;502;35;monitor;
STMI-MAGDIF-BF13-SEM;STMI-MAGDIF-BF13-SEM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTITS;192.168.13.10;502;36;monitor;
STMI-MAGDIF-BF14-SEM;STMI-MAGDIF-BF14-SEM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTITS;192.168.13.10;502;37;monitor;
STMI-MAGDIF-BF15;STMI-MAGDIF-BF15;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTITS;192.168.13.10;502;38;monitor;
STMI-MAGDIF-BF17-1;STMI-MAGDIF-BF17-1;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTITS;192.168.13.10;502;39;monitor;
STMI-MAGDIF-BF17-2;STMI-MAGDIF-BF17-2;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTITS;192.168.13.10;502;40;monitor;
STMI-MAGDIF-BF17-3;STMI-MAGDIF-BF17-3;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTITS;192.168.13.10;502;41;monitor;
STMI-MAGDIF-BF18-2;STMI-MAGDIF-BF18-2;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTITS;192.168.13.10;502;43;monitor;
