device_name;session_uid;url_publisher;PLC_name;host;port(i);offset_state(i);read_permission;write_permission
STMI-MAGDIF-BF18-3;STMI-MAGDIF-BF18-3;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTITS;192.168.13.10;502;44;monitor;
STMI-MAGDIF-DET-LAZO;STMI-MAGDIF-DET-LAZO;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTITS;192.168.13.10;502;45;monitor;
STMI-MAGDIF-BF20;STMI-MAGDIF-BF20;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTITS;192.168.13.10;502;46;monitor;
STMI-MAGDIF-BF21;STMI-MAGDIF-BF21;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTITS;192.168.13.10;502;47;monitor;
STMI-MAG-EDIF-ITS;STMI-MAG-EDIF-ITS;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTITS;192.168.13.10;502;48;monitor;
STMI-MAG-A1-ALUM;STMI-MAG-A1-ALUM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTITS;192.168.13.10;502;49;monitor;
STMI-MAG-E1-EMER;STMI-MAG-E1-EMER;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTITS;192.168.13.10;502;50;monitor;
STMI-MAG-F1-FUERZA;STMI-MAG-F1-FUERZA;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTITS;192.168.13.10;502;51;monitor;
STMI-MAG-F2-CLIMA;STMI-MAG-F2-CLIMA;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTITS;192.168.13.10;502;52;monitor;
STMI-CONT-BARR-SM;STMI-CONT-BARR-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTITS;192.168.13.10;502;28;monitor;
STMI-CONT-BARR-SC;STMI-CONT-BARR-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;STMI-CTITS;192.168.13.10;502;30;monitor;
