device_name;session_uid;PLC_name;url_publisher;read_permission;write_permission;endpoint;offset_front_door_open(i);offset_back_door_open(i)
RV-PLCE-1CA;RV-PLCE-1CA;RV-PLCE-1CA;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;monitor;;'http://192.168.11.38';23;24
