device_name;session_uid;eru_name;url_publisher;read_permission;write_permission;offset_dali_cmd(i);offset_commstatus(i)
CAS-DALI-IZQ-4CA-G1;CAS-DALI-IZQ-4CA-G1;CAS-ERU;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;monitor;;18523;323
CAS-DALI-DER-1MA-G0;CAS-DALI-DER-1MA-G0;CAS-ERU;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;monitor;;18524;324
CAS-DALI-DER-1MA-G1;CAS-DALI-DER-1MA-G1;CAS-ERU;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;monitor;;18525;325
CAS-DALI-DER-2MA-G0;CAS-DALI-DER-2MA-G0;CAS-ERU;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;monitor;;18526;326
CAS-DALI-DER-2MA-G1;CAS-DALI-DER-2MA-G1;CAS-ERU;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;monitor;;18527;327
CAS-DALI-DER-3MA-G0;CAS-DALI-DER-3MA-G0;CAS-ERU;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;monitor;;18528;328
CAS-DALI-DER-3MA-G1;CAS-DALI-DER-3MA-G1;CAS-ERU;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;monitor;;18529;329
CAS-DALI-DER-4MA-G0;CAS-DALI-DER-4MA-G0;CAS-ERU;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;monitor;;18530;330
CAS-DALI-DER-4MA-G1;CAS-DALI-DER-4MA-G1;CAS-ERU;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;monitor;;18531;331
NG-DALI-IZQ-1CA-G0;NG-DALI-IZQ-1CA-G0;NG-ERU;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;monitor;;18500;300
NG-DALI-IZQ-1CA-G1;NG-DALI-IZQ-1CA-G1;NG-ERU;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;monitor;;18501;301
NG-DALI-IZQ-3MA-G0;NG-DALI-IZQ-3MA-G0;NG-ERU;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;monitor;;18502;302
NG-DALI-IZQ-3MA-G1;NG-DALI-IZQ-3MA-G1;NG-ERU;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;monitor;;18503;303
NG-DALI-DER-1CA-G0;NG-DALI-DER-1CA-G0;NG-ERU;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;monitor;;18504;304
NG-DALI-DER-1CA-G1;NG-DALI-DER-1CA-G1;NG-ERU;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;monitor;;18505;305
NG-DALI-DER-2CA-G0;NG-DALI-DER-2CA-G0;NG-ERU;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;monitor;;18506;306
NG-DALI-DER-2CA-G1;NG-DALI-DER-2CA-G1;NG-ERU;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;monitor;;18507;307
NG-DALI-DER-3CA-G0;NG-DALI-DER-3CA-G0;NG-ERU;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;monitor;;18508;308
NG-DALI-DER-3CA-G1;NG-DALI-DER-3CA-G1;NG-ERU;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;monitor;;18509;309
NG-DALI-IZQ-2CA-G0;NG-DALI-IZQ-2CA-G0;NG-ERU;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;monitor;;18510;310
NG-DALI-IZQ-2CA-G1;NG-DALI-IZQ-2CA-G1;NG-ERU;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;monitor;;18511;311
NG-DALI-IZQ-2MA-G0;NG-DALI-IZQ-2MA-G0;NG-ERU;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;monitor;;18512;312
NG-DALI-IZQ-2MA-G1;NG-DALI-IZQ-2MA-G1;NG-ERU;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;monitor;;18513;313
NG-DALI-IZQ-3CA-G0;NG-DALI-IZQ-3CA-G0;NG-ERU;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;monitor;;18514;314
NG-DALI-IZQ-3CA-G1;NG-DALI-IZQ-3CA-G1;NG-ERU;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;monitor;;18515;315
NG-DALI-IZQ-1MA-G0;NG-DALI-IZQ-1MA-G0;NG-ERU;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;monitor;;18516;316
NG-DALI-IZQ-1MA-G1;NG-DALI-IZQ-1MA-G1;NG-ERU;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;monitor;;18517;317
NG-DALI-DER-1MA-G0;NG-DALI-DER-1MA-G0;NG-ERU;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;monitor;;18518;318
NG-DALI-DER-1MA-G1;NG-DALI-DER-1MA-G1;NG-ERU;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;monitor;;18519;319
NG-DALI-DER-2MA-G0;NG-DALI-DER-2MA-G0;NG-ERU;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;monitor;;18520;320
NG-DALI-DER-2MA-G1;NG-DALI-DER-2MA-G1;NG-ERU;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;monitor;;18521;321
NG-DALI-DER-3MA-G0;NG-DALI-DER-3MA-G0;NG-ERU;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;monitor;;18522;322
NG-DALI-DER-3MA-G1;NG-DALI-DER-3MA-G1;NG-ERU;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;monitor;;18523;323
