device_name;session_uid;url_publisher;PLC_name;host;port(i);offset_state(i);read_permission;write_permission
CH-INT-CSA-RED;CH-INT-CSA-RED;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CH-PLC-CGBT;192.168.9.11;502;0;monitor;
CH-MAGDIF-MAN-CSA-RED;CH-MAGDIF-MAN-CSA-RED;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CH-PLC-CGBT;192.168.9.11;502;1;monitor;
CH-MAGDIF-A3-SC;CH-MAGDIF-A3-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CH-PLC-CGBT;192.168.9.11;502;2;monitor;
CH-MAGDIF-A5-SC;CH-MAGDIF-A5-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CH-PLC-CGBT;192.168.9.11;502;6;monitor;
CH-MAGDIF-A7-SC;CH-MAGDIF-A7-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CH-PLC-CGBT;192.168.9.11;502;10;monitor;
CH-MAGDIF-A4-SC;CH-MAGDIF-A4-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CH-PLC-CGBT;192.168.9.11;502;4;monitor;
CH-MAGDIF-A6-SC;CH-MAGDIF-A6-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CH-PLC-CGBT;192.168.9.11;502;8;monitor;
CH-MAGDIF-A8-SC;CH-MAGDIF-A8-SC;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CH-PLC-CGBT;192.168.9.11;502;12;monitor;
CH-MAGDIF-A14-SM;CH-MAGDIF-A14-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CH-PLC-CGBT;192.168.9.11;502;14;monitor;
CH-MAGDIF-A16-SM;CH-MAGDIF-A16-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CH-PLC-CGBT;192.168.9.11;502;16;monitor;
CH-MAGDIF-A18-SM;CH-MAGDIF-A18-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CH-PLC-CGBT;192.168.9.11;502;18;monitor;
CH-MAGDIF-A11-SM;CH-MAGDIF-A11-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CH-PLC-CGBT;192.168.9.11;502;20;monitor;
CH-MAGDIF-A13-SM;CH-MAGDIF-A13-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CH-PLC-CGBT;192.168.9.11;502;22;monitor;
CH-MAGDIF-A15-SM;CH-MAGDIF-A15-SM;http:\/\/192.168.0.150:3000\/api\/v2\/generic\/;CH-PLC-CGBT;192.168.9.11;502;24;monitor;
