item;alias;description;sessionuid;road;stretchs;pk;sentido
32;LQ-SWS-2CA;LQ-SWS-2CA;LQ-SWS-2CA;AP7 - AUSOL I;LQ-TUNEL;173+626;CA
33;LQ-SWS-3CA;LQ-SWS-3CA;LQ-SWS-3CA;AP7 - AUSOL I;LQ-TUNEL;172+435;CA
34;LQ-SWS-4CA;LQ-SWS-4CA;LQ-SWS-4CA;AP7 - AUSOL I;LQ-TUNEL;172+435;CA
35;LQ-SWS-5CA;LQ-SWS-5CA;LQ-SWS-5CA;AP7 - AUSOL I;LQ-TUNEL;172+434;CA
36;LQ-SWS-1MA;LQ-SWS-1MA;LQ-SWS-1MA;AP7 - AUSOL I;LQ-TUNEL;166+880;MA
37;LQ-SWS-2MA;LQ-SWS-2MA;LQ-SWS-2MA;AP7 - AUSOL I;LQ-TUNEL;172+655;MA
38;LQ-SWS-3MA;LQ-SWS-3MA;LQ-SWS-3MA;AP7 - AUSOL I;LQ-TUNEL;172+655;MA
39;LQ-SWS-4MA;LQ-SWS-4MA;LQ-SWS-4MA;AP7 - AUSOL I;LQ-TUNEL;172+734;MA
40;LQ-SWG-CA;LQ-SWG-CA;LQ-SWG-CA;AP7 - AUSOL I;LQ-TUNEL;173+626;CA
41;LQ-SWE-CA;LQ-SWE-CA;LQ-SWE-CA;AP7 - AUSOL I;LQ-TUNEL;173+626;CA
42;LQ-SWL;LQ-SWL;LQ-SWL;AP7 - AUSOL I;LQ-TUNEL;173+626;CA
43;CH-SWS-1CA;CH-SWS-1CA;CH-SWS-1CA;AP7 - AUSOL I;CH-TUNEL;199+793;CA
44;CH-SWS-2CA;CH-SWS-2CA;CH-SWS-2CA;AP7 - AUSOL I;CH-TUNEL;199+719;CA
45;CH-SWS-3CA;CH-SWS-3CA;CH-SWS-3CA;AP7 - AUSOL I;CH-TUNEL;199+719;CA
46;CH-SWS-1MA;CH-SWS-1MA;CH-SWS-1MA;AP7 - AUSOL I;CH-TUNEL;199+183;MA
47;CH-SWS-2MA;CH-SWS-2MA;CH-SWS-2MA;AP7 - AUSOL I;CH-TUNEL;199+223;MA
48;CH-SWS-3MA;CH-SWS-3MA;CH-SWS-3MA;AP7 - AUSOL I;CH-TUNEL;199+294;MA
49;CH-SWG-CA;CH-SWG-CA;CH-SWG-CA;AP7 - AUSOL I;CH-TUNEL;199+793;CA
50;CH-SWE-BC;CH-SWE-BC;CH-SWE-BC;AP7 - AUSOL I;CH-TUNEL;199+793;CA
51;CH-SWL;CH-SWL;CH-SWL;AP7 - AUSOL I;CH-TUNEL;199+793;CA
52;STM2-SWS-1CA;STM2-SWS-1CA;STM2-SWS-1CA;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
53;STM2-SWS-2CA;STM2-SWS-2CA;STM2-SWS-2CA;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
54;STM2-SWS-3CA;STM2-SWS-3CA;STM2-SWS-3CA;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
55;STM2-SWS-1MA;STM2-SWS-1MA;STM2-SWS-1MA;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
56;STM2-SWS-2MA;STM2-SWS-2MA;STM2-SWS-2MA;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
57;STM2-SWS-3MA;STM2-SWS-3MA;STM2-SWS-3MA;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
58;STM2-SWG-CA;STM2-SWG-CA;STM2-SWG-CA;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
59;STM2-SWL-BM;STM2-SWL-BM;STM2-SWL-BM;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
60;STM2-SWL-BC;STM2-SWL-BC;STM2-SWL-BC;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
61;CAS-SWS-1CA;CAS-SWS-1CA;CAS-SWS-1CA;AP7 - AUSOL I;CAS-TUNEL;173+626;CA
62;CAS-SWS-2CA;CAS-SWS-2CA;CAS-SWS-2CA;AP7 - AUSOL I;CAS-TUNEL;173+626;CA
63;CAS-SWS-3CA;CAS-SWS-3CA;CAS-SWS-3CA;AP7 - AUSOL I;CAS-TUNEL;172+435;CA
64;CAS-SWS-4CA;CAS-SWS-4CA;CAS-SWS-4CA;AP7 - AUSOL I;CAS-TUNEL;172+435;CA
65;CAS-SWS-5CA;CAS-SWS-5CA;CAS-SWS-5CA;AP7 - AUSOL I;CAS-TUNEL;172+434;CA
66;CAS-SWS-1MA;CAS-SWS-1MA;CAS-SWS-1MA;AP7 - AUSOL I;CAS-TUNEL;166+880;MA
67;CAS-SWS-2MA;CAS-SWS-2MA;CAS-SWS-2MA;AP7 - AUSOL I;CAS-TUNEL;172+655;MA
68;CAS-SWS-3MA;CAS-SWS-3MA;CAS-SWS-3MA;AP7 - AUSOL I;CAS-TUNEL;172+655;MA
69;CAS-SWS-4MA;CAS-SWS-4MA;CAS-SWS-4MA;AP7 - AUSOL I;CAS-TUNEL;172+734;MA
70;CAS-SWS-5MA;CAS-SWS-5MA;CAS-SWS-5MA;AP7 - AUSOL I;CAS-TUNEL;172+734;MA
71;CAS-SWL-BC;CAS-SWL-BC;CAS-SWL-BC;AP7 - AUSOL I;CAS-TUNEL;173+626;CA
72;CAS-SWL-BM;CAS-SWL-BM;CAS-SWL-BM;AP7 - AUSOL I;CAS-TUNEL;173+626;CA
73;CAS-SWG1-CA;CAS-SWG1-CA;CAS-SWG1-CA;AP7 - AUSOL I;CAS-TUNEL;173+626;CA
74;CAS-SWG2-MA;CAS-SWG2-MA;CAS-SWG2-MA;AP7 - AUSOL I;CAS-TUNEL;173+626;CA
75;EST-SWS-1CA;EST-SWS-1CA;EST-SWS-1CA;AP7 - AUSOL II;EST-TUNEL;177+229;CA
76;EST-SWS-1MA;EST-SWS-1MA;EST-SWS-1MA;AP7 - AUSOL II;EST-TUNEL;177+005;MA
77;EST-SWE-BC;EST-SWE-BC;EST-SWE-BC;AP7 - AUSOL II;EST-TUNEL;177+229;CA
78;EST-SWL;EST-SWL;EST-SWL;AP7 - AUSOL II;EST-TUNEL;177+005;MA
79;NG-SWL-BC;NG-SWL-BC;NG-SWL-BC;AP7 - AUSOL I;NG-TUNEL;177+712;CA
80;NG-SWS-1CA;NG-SWS-1CA;NG-SWS-1CA;AP7 - AUSOL I;NG-TUNEL;177+712;CA
81;NG-SWS-2CA;NG-SWS-2CA;NG-SWS-2CA;AP7 - AUSOL I;NG-TUNEL;177+712;CA
82;NG-SWS-3CA;NG-SWS-3CA;NG-SWS-3CA;AP7 - AUSOL I;NG-TUNEL;177+612;CA
83;NG-SWS-4CA;NG-SWS-4CA;NG-SWS-4CA;AP7 - AUSOL I;NG-TUNEL;177+612;CA
84;NG-SWS-5CA;NG-SWS-5CA;NG-SWS-5CA;AP7 - AUSOL I;NG-TUNEL;177+612;CA
85;NG-SWS-6CA;NG-SWS-6CA;NG-SWS-6CA;AP7 - AUSOL I;NG-TUNEL;177+412;CA
86;NG-SWS-7CA;NG-SWS-7CA;NG-SWS-7CA;AP7 - AUSOL I;NG-TUNEL;177+412;CA
87;NG-SWS-8CA;NG-SWS-8CA;NG-SWS-8CA;AP7 - AUSOL I;NG-TUNEL;177+412;CA
88;NG-SWG-CA;NG-SWG-CA;NG-SWG-CA;AP7 - AUSOL I;NG-TUNEL;177+412;CA
89;NG-SWL-BM;NG-SWL-BM;NG-SWL-BM;AP7 - AUSOL I;NG-TUNEL;177+412;CA
90;NG-SWS-1MA;NG-SWS-1MA;NG-SWS-1MA;AP7 - AUSOL I;NG-TUNEL;177+412;MA
91;NG-SWS-2MA;NG-SWS-2MA;NG-SWS-2MA;AP7 - AUSOL I;NG-TUNEL;177+175;MA
92;NG-SWS-3MA;NG-SWS-3MA;NG-SWS-3MA;AP7 - AUSOL I;NG-TUNEL;177+175;MA
93;NG-SWS-4MA;NG-SWS-4MA;NG-SWS-4MA;AP7 - AUSOL I;NG-TUNEL;177+585;MA
94;NG-SWS-5MA;NG-SWS-5MA;NG-SWS-5MA;AP7 - AUSOL I;NG-TUNEL;177+585;MA
95;NG-SWS-6MA;NG-SWS-6MA;NG-SWS-6MA;AP7 - AUSOL I;NG-TUNEL;177+585;MA
96;NG-SWS-7MA;NG-SWS-7MA;NG-SWS-7MA;AP7 - AUSOL I;NG-TUNEL;177+685;MA
97;NG-SWS-8MA;NG-SWS-8MA;NG-SWS-8MA;AP7 - AUSOL I;NG-TUNEL;177+685;MA
98;CH-SWE-BM;CH-SWE-BM;CH-SWE-BM;AP7 - AUSOL I;CH-TUNEL;199+183;MA
99;LQ-SWE-MA;LQ-SWE-MA;LQ-SWE-MA;AP7 - AUSOL I;LQ-TUNEL;166+880;MA
